iso3,country_name,year,control_of_corruption,education_expenditure_pct_gdp,exports_pct_gdp,fdi_net_inflows,gdp_current_usd,gdp_per_capita_ppp,government_effectiveness,inflation_consumer_prices,internet_penetration,labor_force,mobile_subscriptions_per100,patent_applications_residents,political_stability,population,rd_expenditure,regulatory_quality,rule_of_law,tertiary_education,unemployment_rate,voice_accountability
CYP,Cyprus,2017,0.746647298336029,5.69961977005005,73.8364791392389,42234145947.887,22946570628.7576,37768.1171875,0.88537871837616,0.531766496174467,80.7432,678816.0,136.172,8.0,0.530974149703979,1254275.0,0.54259,1.0184805393219,0.854454517364502,75.9408111572266,11.155,1.05625879764557
CYP,Cyprus,2018,0.607749342918396,,74.511134620546,79087120911.1898,25754001367.5448,40262.30859375,0.883620500564575,1.43549119531759,84.4336,698503.0,137.045,4.0,0.48454225063324,1270737.0,0.61405,0.862575232982635,0.72105348110199,81.3370819091797,8.504,1.01570796966553
CYP,Cyprus,2019,0.598950326442719,5.16293001174927,75.7588676037208,113114188086.775,26196667099.5303,44393.9921875,0.955758094787598,0.250370996758493,86.0636,715150.0,139.994,4.0,0.54459822177887,1286671.0,0.70945,0.999724805355072,0.726727247238159,88.4853286743164,7.155,1.04663980007172
CYP,Cyprus,2020,0.349943220615387,5.56462001800537,79.647252717685,-75646450885.0055,25555093854.2968,42569.0546875,0.839448511600494,-0.638422797978959,90.8019,719491.0,138.388,2.0,0.288777649402618,1302247.0,0.83654,0.993247628211975,0.547239065170288,92.9377593994141,7.755,0.90229332447052
CYP,Cyprus,2021,0.369423598051071,5.08243989944458,90.7578331633624,6626435041.50004,30372642502.4897,47632.76953125,0.697915256023407,2.44608867175474,90.7595,735675.0,145.992,1.0,0.422150671482086,1317309.0,0.8003,0.845392525196075,0.605679333209991,96.5377883911133,7.513,0.855743706226349
CYP,Cyprus,2022,0.421445220708847,4.73588991165161,104.66609337928,53889706.601881,31218038929.0919,55876.17578125,0.730335235595703,8.39548297993334,89.601,755975.0,151.241,,0.423811227083206,1331370.0,0.74527,0.773753821849823,0.570125758647919,98.3045806884766,6.806,0.850350379943848
CYP,Cyprus,2023,0.332707405090332,,96.3899953620863,-22151767932.8125,35075423857.0996,59874.5703125,0.73773992061615,3.54134188751663,91.2211,767136.0,155.696,,0.409627169370651,1344976.0,,0.778258264064789,0.628040313720703,99.0216827392578,5.835,0.974570155143738
CYP,Cyprus,2024,,,97.0202359384563,-50364142878.0379,37634533331.8902,63006.61328125,,1.80023018624815,,765938.0,,,,1358282.0,,,,,4.9,
CZE,Czechia,2013,0.299111813306808,4.02132987976074,75.5803954463061,7357578652.57,213024360541.119,31013.0082933831,0.915809273719788,1.4382978723404,74.1104,5300303.0,130.521,984.0,1.08477854728699,10514272.0,1.87924,1.07856404781342,1.02387058734894,66.3243179321289,6.953,0.98448371887207
CZE,Czechia,2014,0.429756611585617,3.93603992462158,81.3510352122697,8088661929.8803,210911285077.683,32743.489773169,1.03113341331482,0.343988589646794,74.2317,5296601.0,132.289,910.0,0.989990472793579,10525347.0,1.95833,1.00139343738556,1.13887214660645,67.3959732055664,6.108,1.0266318321228
CZE,Czechia,2015,0.46791335940361,5.71913003921509,80.0125671431762,1699914616.60242,189107698561.919,34093.0280593748,1.02559614181519,0.309364548494975,75.6688,5305064.0,118.34,880.0,0.970251083374023,10546059.0,1.91689,1.08391523361206,1.10708737373352,67.2303619384766,5.048,1.04274165630341
CZE,Czechia,2016,0.555945515632629,5.50080013275146,78.108333006403,10850612308.2062,198160659303.939,36445.0485732064,1.00811576843262,0.683504209385703,76.4812,5344644.0,118.544,792.0,0.963384211063385,10566332.0,1.67003,0.973719298839569,0.988326966762543,67.5056381225586,3.952,1.02528142929077
CZE,Czechia,2017,0.568141341209412,3.75573992729187,77.6844326231276,11234740946.0941,221563575696.217,39346.030564257,1.03059422969818,2.4505339846014,78.7192,5370664.0,119.874,794.0,0.990650773048401,10594438.0,1.76855,1.22255635261536,1.08858931064606,67.7142181396484,2.893,0.880147039890289
CZE,Czechia,2018,0.509728491306305,4.21541023254395,75.6097814865591,8324668391.46793,251992360762.236,41638.1831076596,0.951154172420502,2.14949494949493,80.6882,5405110.0,120.432,678.0,1.0264128446579,10629928.0,1.89906,1.26730799674988,1.01980626583099,66.7902221679688,2.246,0.822354137897491
CZE,Czechia,2019,0.533485949039459,4.46737003326416,72.1248511386482,10752120870.7679,256794209028.77,45614.0171132532,0.919642746448517,2.8478759591805,80.8669,5394887.0,124.126,765.0,0.941995680332184,10671870.0,1.92734,1.23532867431641,1.01709353923798,66.8802185058594,2.015,0.834152519702911
CZE,Czechia,2020,0.55544102191925,4.62503004074097,67.7609732344735,8515481807.56743,251109660602.536,44839.4822099455,0.910964906215668,3.16129528497801,81.3389,5343016.0,123.219,673.0,0.912328004837036,10697858.0,1.98599,1.23466849327087,1.01845061779022,67.1843719482422,2.55,0.978554964065552
CZE,Czechia,2021,0.615270674228668,4.65163993835449,70.550045142844,12890950336.4654,290972714482.313,47796.0337408466,1.06974017620087,3.83984491500146,82.6706,5242069.0,126.173,541.0,0.947537839412689,10505772.0,1.99601,1.34087228775024,1.09040725231171,69.8369293212891,2.803,1.00824761390686
CZE,Czechia,2022,0.663074553012848,4.30291986465454,72.4094281428088,9143600294.9133,301831228325.556,52946.9660854462,1.09341883659363,15.1001651468371,84.5401,5369986.0,128.105,,0.814114570617676,10672118.0,1.9642,1.38589835166931,1.1003965139389,70.8145904541016,2.224,1.04114127159119
CZE,Czechia,2023,0.767809867858887,,68.4031069284452,11891578042.9175,345059295659.911,55761.3798291375,1.1140114068985,10.6612601372426,85.994,5536510.0,126.005,,0.967361629009247,10864042.0,,1.30448853969574,1.14218366146088,66.7282867431641,2.579,1.07654917240143
CZE,Czechia,2024,,,68.8681514483249,13051379572.6952,347034062928.479,57285.4237001379,,2.43531202435314,87.6878,5593139.0,,,,10905028.0,,,,,2.6,
DEU,Germany,2013,1.79800081253052,4.83911991119385,41.6802838324356,67199694458.9368,3807023797050.99,45889.0173022052,1.51041460037231,1.50472330251876,84.17,42179007.0,123.435,47353.0,0.92798388004303,80645605.0,2.83599,1.54434037208557,1.64198386669159,60.8984489440918,5.316,1.40613043308258
DEU,Germany,2014,1.81229484081268,4.82582998275757,41.6936675523627,17356720097.6154,3964870735760.77,47938.7968210418,1.6648246049881,0.906794000434246,86.1937,42451594.0,122.309,48154.0,0.925186455249786,80982500.0,2.87784,1.69703912734985,1.85020470619202,65.1844787597656,4.979,1.43629622459412
DEU,Germany,2015,1.7758332490921,4.76157999038696,42.5853976151835,62418993509.2489,3425099578746.09,48545.400721962,1.65639758110046,0.514426137125456,87.5898,42693402.0,117.401,47384.0,0.687514960765839,81686611.0,2.93379,1.71191465854645,1.75914001464844,68.23291015625,4.612,1.42213714122772
DEU,Germany,2016,1.78129398822784,4.74631023406982,41.6355419518592,58132711370.7803,3536787895179.0,51569.9016841199,1.66018795967102,0.491747008445174,84.1652,43118037.0,125.024,48480.0,0.667541146278381,82348669.0,2.94039,1.8065539598465,1.58330154418945,67.9464111328125,4.104,1.3646674156189
DEU,Germany,2017,1.79697561264038,4.77830982208252,42.2029575981591,108786501529.106,3765351626105.89,54110.2536648812,1.61311173439026,1.50949485109628,84.3942,43391708.0,132.003,47785.0,0.574381291866302,82657002.0,3.0471,1.77526342868805,1.5740704536438,68.4692306518555,3.781,1.43248081207275
DEU,Germany,2018,1.89839863777161,4.88400983810425,42.4968914074717,162250938125.842,4055433215301.96,56273.0405627017,1.52356374263763,1.73216879766942,87.0371,43612526.0,128.946,46617.0,0.577865242958069,82905782.0,3.11011,1.75632679462433,1.59137535095215,69.1634292602539,3.384,1.44311714172363
DEU,Germany,2019,1.86510336399078,5.02757978439331,42.3402444816356,75463438450.8916,3959894794039.21,59270.7276496985,1.49534583091736,1.44565976888253,88.1345,43981829.0,128.292,46632.0,0.548539876937866,83092962.0,3.16701,1.71493887901306,1.5813193321228,72.705078125,3.163,1.35402822494507
DEU,Germany,2020,1.82534158229828,5.51600980758667,39.1198068808828,176781024357.228,3941398957073.94,58685.872699771,1.31368815898895,0.144877925813982,89.8129,43372704.0,128.425,42260.0,0.645049154758453,83160871.0,3.13136,1.57793474197388,1.52012777328491,72.3894195556641,3.881,1.37390911579132
DEU,Germany,2021,1.7829247713089,5.36734008789062,42.5198379291429,127609826748.268,4355251953410.78,62530.7653199239,1.28911292552948,3.06666666666673,91.4306,43283278.0,127.125,39822.0,0.725788176059723,83196078.0,3.12882,1.62516117095947,1.5718047618866,75.6655426025391,3.594,1.41956698894501
DEU,Germany,2022,1.81836342811584,5.23916006088257,45.6284043425185,87215414562.4594,4201021706478.62,69048.9884036885,1.28929960727692,6.87257438551097,91.6298,43561312.0,124.158,,0.628491878509521,83177813.0,3.13236,1.52229499816895,1.53199517726898,77.3656997680664,3.137,1.41448700428009
DEU,Germany,2023,1.66416621208191,,42.9672624196847,77438957875.1405,4562207532490.28,71684.0311875583,1.18541669845581,5.94643667725823,92.4764,43771247.0,124.663,,0.586989283561707,83287273.0,,1.45697498321533,1.55120778083801,78.5947494506836,3.071,1.46138572692871
DEU,Germany,2024,,,41.4340593720908,47599143488.7827,4685592577804.69,73551.9347696836,,2.2564981433876,93.5,43801773.0,,,,83516593.0,,,,,3.4,
DNK,Denmark,2013,2.39937782287598,8.46864032745361,54.9209092360852,680338945.938662,344631016965.12,46869.1932887749,1.94326293468475,0.789071780078062,94.6297,2854299.0,125.213,1341.0,0.959233462810516,5614932.0,2.97048,1.80028736591339,1.90228533744812,80.4186782836914,7.384,1.66623783111572
DNK,Denmark,2014,2.25215744972229,7.63833999633789,54.8334037514843,6577348986.65251,352832602064.452,47879.5955558233,1.78492867946625,0.56402054044954,95.9935,2869233.0,126.869,1377.0,0.951779723167419,5643475.0,2.91409,1.6811044216156,2.10073828697205,81.3143615722656,6.925,1.5245566368103
DNK,Denmark,2015,2.18585419654846,,55.8143215733858,1842994663.46023,301758922337.637,48897.2099776611,1.79474246501923,0.452034153691575,96.3305,2899972.0,124.554,1462.0,0.887059271335602,5683483.0,3.05497,1.72294008731842,2.01513481140137,83.300407409668,6.278,1.55306839942932
DNK,Denmark,2016,2.20300269126892,7.71534013748169,53.7439528985173,7804020827.15213,312181849372.233,51820.9521305491,1.82117700576782,0.250000000000031,96.9678,2943425.0,121.941,1552.0,0.852912425994873,5728010.0,3.09283,1.56364238262177,1.88294720649719,82.1714935302734,5.989,1.54204452037811
DNK,Denmark,2017,2.190749168396,7.3700098991394,55.3459515613736,3607276299.5179,331610593961.988,55271.5976002659,1.74683058261871,1.14713216957602,97.0994,2970148.0,123.862,1490.0,0.854937553405762,5764980.0,2.93124,1.61215782165527,1.80426836013794,81.3220062255859,5.833,1.51810312271118
DNK,Denmark,2018,2.15699577331543,7.32746982574463,56.9833683807386,8764023726.34583,355293374912.393,57233.6231685618,1.81060206890106,0.813609467455631,97.3192,2992952.0,124.55,1262.0,0.931982338428497,5793636.0,2.96603,1.62839412689209,1.77322614192963,81.1405487060547,5.131,1.57402217388153
DNK,Denmark,2019,2.12164855003357,7.27587985992432,58.9506079167167,-3801733788.9774,345401473012.615,60594.966400191,1.87326776981354,0.75813157251162,98.0464,3034322.0,124.573,1351.0,0.967598736286163,5814422.0,2.89685,1.5476325750351,1.83337736129761,81.6945877075195,5.018,1.54343402385712
DNK,Denmark,2020,2.23648619651794,7.38573980331421,55.0368973244514,1294050740.46455,355631021931.621,62682.2899474389,1.8400673866272,0.420711974110115,96.5491,3032944.0,124.37,1261.0,0.920233726501465,5831404.0,2.97258,1.78572452068329,1.80679368972778,82.6643295288086,5.644,1.5147852897644
DNK,Denmark,2021,2.33337140083313,6.95915985107422,59.2073478715957,16997286703.2255,406110162088.054,69715.1809680929,1.95973408222198,1.8530454398968,98.8659,3076617.0,125.604,1090.0,0.928662657737732,5856733.0,2.76142,1.79559290409088,1.89572131633759,83.982292175293,5.065,1.5449755191803
DNK,Denmark,2022,2.40263819694519,6.35586977005005,70.7552148776405,27627359889.4076,400114306337.077,78913.6534913127,1.9901350736618,7.6965669988926,97.8601,3147518.0,126.484,,0.86891770362854,5903037.0,2.89051,1.84312748908997,1.8995805978775,84.5866088867188,4.434,1.59125435352325
DNK,Denmark,2023,2.37605309486389,,69.3143620591443,8951417794.49773,404651706117.557,77892.2932609904,2.01564884185791,3.30517811237606,98.7756,3189737.0,126.919,,0.850847959518433,5946952.0,,1.83951985836029,1.90893590450287,81.2308197021484,5.094,1.66469931602478
DNK,Denmark,2024,,,71.0020132043046,18540782141.6393,424524722037.047,81878.2349849181,,1.37220049768918,99.7692,3277500.0,,,,5976992.0,,,,,5.358,
ECU,,2013,,,,,96570334000.0,11295.6127804419,,,40.279121941,,,,,15807128.0,0.37423,,,39.7734405802353,3.083,
ECU,,2014,,,,,102717794000.0,11835.6091276538,,,45.5903906666095,,,,,16035124.0,0.43839,,,,3.48,
ECU,,2015,,,,,97209558000.0,10877.7507461388,,,48.9404337892669,,,,,16266225.0,,,,44.5371492743653,3.616,
ECU,,2016,,,,,97671433000.0,10881.4890706732,,,54.0629247288864,,,,,16505139.0,,,,,4.597,
ECU,,2017,,,,,104467486000.0,11793.4797426944,,,55.79999924,,,,,16759519.0,,,,,3.836,
ECU,,2018,,,,,107478961000.0,12186.8846084388,,,57.5,,,,,17049547.0,,,,47.3311832253279,3.53,
ECU,,2019,,,,,107595830000.0,12543.0148243925,,,59.2,,,,,17340021.0,,,,47.2627814012203,3.812,
ECU,,2020,,,,,95865473000.0,11526.8013009278,,,70.7,,,,,17546065.0,,,,56.9066311483682,6.116,
ECU,,2021,,,,,107179074000.0,13507.4445638375,,,69.1147995,,,,,17682454.0,,,,,4.504,
ECU,,2022,,,,,116133121000.0,15198.0725554473,,,69.71811356,,,,,17823897.0,,,,59.879782344866,3.713,
ECU,,2023,,,,,121147057000.0,15918.5162948773,,,72.6943146,,,,,17980083.0,,,,67.8851161961618,3.51,
ECU,,2024,,,,,124676074700.0,15840.2668567412,,,77.17273115,,,,,18135478.0,,,,,3.453,
EGY,"Egypt, Arab Rep.",2013,-0.614102065563202,,17.0178456245969,4192200000.0,288434108527.132,10511.3931678495,-0.782936871051788,9.46971981064921,29.4,30519334.0,104.585,641.0,-1.63883090019226,95333553.0,0.63895,-0.557433128356934,-0.73585569858551,28.3479816954113,13.154,-1.05164992809296
EGY,"Egypt, Arab Rep.",2014,-0.575518012046814,,14.2441314553991,4612200000.0,305595408895.265,10256.4367553616,-0.716656744480133,10.0702154687481,33.8946,30992087.0,97.7313,752.0,-1.63117659091949,97528654.0,0.63649,-0.687225043773651,-0.698402404785156,29.1134325604942,13.105,-1.18009531497955
EGY,"Egypt, Arab Rep.",2015,-0.600906729698181,,13.1838454928598,6925200000.0,329366576819.407,10903.3368231185,-0.690327763557434,10.370490343517,37.8194,30851683.0,94.3962,718.0,-1.49933218955994,99597342.0,0.71858,-0.796363055706024,-0.601831138134003,32.8848991394043,13.052,-1.19008219242096
EGY,"Egypt, Arab Rep.",2016,-0.590893149375916,,10.3454639403558,8106800000.0,332441717791.411,10665.6676499685,-0.536168873310089,13.813606214829,41.2481,31224055.0,96.2092,920.0,-1.43972682952881,101644589.0,0.70848,-0.892875909805298,-0.477475792169571,31.8731307983398,12.45,-1.20482385158539
EGY,"Egypt, Arab Rep.",2017,-0.495982348918915,,15.0140868185672,7408700000.0,248362771739.13,11124.7351098149,-0.530632019042969,29.5066083940039,44.9502,30714881.0,99.2884,1025.0,-1.42964589595795,103696057.0,0.64486,-0.813245594501495,-0.448036134243011,33.1018892935221,11.767,-1.25143277645111
EGY,"Egypt, Arab Rep.",2018,-0.514722347259521,,17.984655608418,8141300000.0,262588632526.73,12329.2446781436,-0.454036295413971,14.4014657807422,46.9243,30208878.0,88.7421,997.0,-1.18812155723572,105682094.0,0.68839,-0.804274797439575,-0.301445573568344,36.1230010986328,9.855,-1.32450354099274
EGY,"Egypt, Arab Rep.",2019,-0.655317544937134,,16.6440314510365,9010100000.0,318678815489.749,13363.732696323,-0.251354306936264,9.15279959324804,57.2829,30072045.0,88.6448,1027.0,-1.12463080883026,107553158.0,0.79617,-0.758563220500946,-0.332123339176178,33.622825887244,7.851,-1.44394659996033
EGY,"Egypt, Arab Rep.",2020,-0.810433626174927,,12.4727757370868,5851800000.0,383817841547.099,15231.865417764,-0.44617161154747,5.04493288977539,71.9142,30264331.0,87.2317,978.0,-1.18193280696869,109315124.0,0.91564,-0.571031153202057,-0.317483067512512,38.773998260498,7.974,-1.48189222812653
EGY,"Egypt, Arab Rep.",2021,-0.70594334602356,,10.5611502153652,5122300000.0,424671765455.704,15579.0160861551,-0.457696795463562,5.21404940513043,72.056,31865548.0,84.0866,881.0,-1.0328643321991,110957008.0,0.91175,-0.519896507263184,-0.260645717382431,35.1185317783157,7.441,-1.50513410568237
EGY,"Egypt, Arab Rep.",2022,-0.678962171077728,,15.0870258208479,11399900000.0,476747720364.742,17526.8017030166,-0.448231309652328,13.8956609775178,72.1981,32394044.0,90.6795,,-0.978700578212738,112618250.0,1.01968,-0.713920831680298,-0.26560452580452,36.462230682373,6.546,-1.45044994354248
EGY,"Egypt, Arab Rep.",2023,-0.747790396213531,,19.1060913405676,9840600000.0,395926075163.006,18524.8392997937,-0.239516973495483,33.8847763115546,72.6899,34567534.0,92.8262,,-0.866764307022095,114535772.0,1.03356,-0.665456295013428,-0.184178426861763,37.9005584716797,6.753,-1.37938976287842
EGY,"Egypt, Arab Rep.",2024,,,16.3762422101126,46578000000.0,389059911003.566,19094.1449444111,,28.2705899322083,,35343331.0,,,,116538258.0,,,,37.5781274463676,6.817,
ESP,Spain,2013,0.926990270614624,4.32851982116699,32.7554570166099,47143326585.2815,1362186923157.65,32613.6891811474,1.16768598556519,1.40858109183019,71.635,23404018.0,107.039,3026.0,0.0120177594944835,46604197.0,1.27482,0.932680726051331,1.02537167072296,85.2132568359375,26.094,0.988832354545593
ESP,Spain,2014,0.689240038394928,4.27524995803833,33.2193399291014,31972292815.4555,1380244561361.96,33760.9555646369,1.1732976436615,-0.151114837527235,76.1867,23180626.0,108.746,2953.0,0.243121743202209,46460733.0,1.24159,0.746454060077667,0.966455936431885,88.0015563964844,24.441,0.993711829185486
ESP,Spain,2015,0.630986750125885,4.24902009963989,33.2986849561039,23777330434.0906,1206164777553.12,35228.6333036223,1.15725028514862,-0.500365709903242,78.6896,23132898.0,109.391,2799.0,0.24116013944149,46422303.0,1.22179,0.791497886180878,0.886066854000092,88.5742492675781,22.057,1.04487037658691
ESP,Spain,2016,0.569826066493988,4.19328022003174,33.5770329849408,44962670965.5697,1243015667917.12,37612.7188681342,1.0948657989502,-0.202598000426452,80.5613,23054343.0,110.247,2745.0,0.402214497327805,46458139.0,1.18986,0.99648380279541,0.965352892875671,89.8067779541016,19.635,1.04160034656525
ESP,Spain,2017,0.510279893875122,4.17845010757446,34.9003952055684,33577736758.6064,1321754088818.83,39825.2498116292,1.00125849246979,1.95607633363963,84.6022,23026725.0,112.03,2167.0,0.270845949649811,46571232.0,1.20977,0.930761218070984,1.02435386180878,91.8877410888672,17.224,1.02150094509125
ESP,Spain,2018,0.612778782844543,4.15046977996826,34.874813986254,63958429156.7585,1431642809327.06,41015.1565755187,0.969246029853821,1.6749813686379,86.1072,23008131.0,115.009,1525.0,0.27590623497963,46782011.0,1.24151,0.93815416097641,0.978094100952148,92.1748886108398,15.255,1.02963280677795
ESP,Spain,2019,0.666394531726837,4.20255994796753,34.6755629292261,30322872791.4496,1403496387686.27,44042.757577336,0.968808770179749,0.699518994458739,90.7187,23229297.0,116.696,1288.0,0.292768746614456,47118501.0,1.25025,1.037264585495,0.990192174911499,91.020263671875,14.104,1.03599870204926
ESP,Spain,2020,0.711801946163177,4.85116004943848,30.4810248544563,37683095972.4205,1289783836971.21,39327.8479269599,0.853928565979004,-0.322753017299739,93.2056,22918332.0,116.712,1431.0,0.411448448896408,47359424.0,1.4091,0.755449116230011,0.860964477062225,90.9548492431641,15.532,1.00401437282562
ESP,Spain,2021,0.715437471866608,4.81315994262695,33.7570843255301,64626902393.5776,1461244901852.69,44251.6658222621,0.907896876335144,3.0931351197642,93.8975,23392854.0,119.0,1308.0,0.509235560894012,47443821.0,1.41122,0.797288954257965,0.843258261680603,94.5903778076172,14.914,0.99951308965683
ESP,Spain,2022,0.685416162014008,4.58553981781006,39.6716824276836,67459796903.6798,1448850658406.62,51398.9310403407,0.920230388641357,8.39057634118627,94.4855,23770575.0,123.4,,0.318843424320221,47786102.0,1.43532,0.797074437141418,0.799167692661285,94.5131072998047,13.033,1.01683568954468
ESP,Spain,2023,0.629368722438812,,37.8166476493913,46961991977.1583,1619481980719.64,55682.2402603093,0.752065539360046,3.53236133492433,95.4456,24153349.0,127.715,,0.287291556596756,48352528.0,,0.693764328956604,0.822885692119598,93.7303466796875,12.179,1.19472968578339
ESP,Spain,2024,,,37.0558792721708,42778827261.0579,1725671652742.19,57965.2948138837,,2.77417826534772,95.7575,24604513.0,,,,48848840.0,,,,,11.4,
EST,Estonia,2013,1.18144452571869,4.78006982803345,83.4541106351012,1097942106.9872,25451032780.7573,27831.1526234213,0.966788172721863,2.78056658954988,80.0043,680463.0,146.247,25.0,0.748215436935425,1317997.0,1.72412,1.4392409324646,1.19137024879456,75.4523162841797,8.631,1.11682975292206
EST,Estonia,2014,1.29877054691315,4.32586002349854,80.5897352297357,1781648554.48116,27055689003.0038,29403.6584494815,1.01121234893799,-0.10617514652171,84.2415,675361.0,144.361,44.0,0.780257880687714,1314545.0,1.43023,1.67060923576355,1.36985957622528,76.2024536132812,7.352,1.17029809951782
EST,Estonia,2015,1.25537073612213,5.05127000808716,76.0344602333505,-715465129.889721,23311847750.9394,29712.6299473728,1.03593826293945,-0.49232600654737,88.4097,682925.0,144.803,30.0,0.613857269287109,1315407.0,1.46777,1.65832471847534,1.30050790309906,74.5832824707031,6.412,1.18691825866699
EST,Estonia,2016,1.23109316825867,5.05511999130249,75.4768621637455,925762256.709316,24561027787.7896,31947.7769107437,1.05459797382355,0.148684907627373,87.2402,691079.0,144.235,29.0,0.662796258926392,1315790.0,1.24306,1.68796372413635,1.19259226322174,73.0334320068359,6.882,1.20819759368896
EST,Estonia,2017,1.20263087749481,4.86288022994995,74.3055583828982,1735775304.25103,27469461919.1189,34506.6486942506,1.07229030132294,3.41723549488054,88.1025,697564.0,144.557,37.0,0.642370760440826,1317384.0,1.27685,1.63404095172882,1.24847757816315,72.1369781494141,5.807,1.21454405784607
EST,Estonia,2018,1.46850371360779,5.13962984085083,72.9004951572088,1273932848.01576,31222632740.7247,37120.9879761677,1.15055811405182,3.43632688420446,89.357,702066.0,145.543,24.0,0.580415546894073,1321977.0,1.40999,1.54483294487,1.20345735549927,72.0659637451172,5.412,1.19020283222198
EST,Estonia,2019,1.52524757385254,5.16415023803711,72.0191543549198,3113489502.24595,31873748770.0313,40586.3784378888,1.13976681232452,2.27725931243522,90.2289,700344.0,147.047,31.0,0.630197763442993,1326898.0,1.62058,1.58012461662292,1.2427259683609,72.7060317993164,4.514,1.17930448055267
EST,Estonia,2020,1.58082056045532,5.44180011749268,68.1545534058676,3823194189.12658,31820771493.8974,40672.1340402132,1.29900670051575,-0.44453109767983,89.0583,700345.0,144.832,21.0,0.709816992282867,1329522.0,1.75315,1.52953481674194,1.33508813381195,72.0443572998047,6.956,1.16718208789825
EST,Estonia,2021,1.50660848617554,5.21514987945557,79.6159088233408,7525452742.65868,37201101170.5847,44251.5374983455,1.34329342842102,4.65316673847473,90.9797,703200.0,148.74,25.0,0.748589515686035,1330932.0,1.76766,1.54799437522888,1.38935804367065,73.1502075195312,6.178,1.17938566207886
EST,Estonia,2022,1.54471278190613,5.20733976364136,87.4299380839503,1731622424.00465,38226641740.29,48217.5523106028,1.34263217449188,19.3982634080616,91.5202,735699.0,152.271,,0.727880895137787,1348840.0,1.78205,1.5589644908905,1.42628395557404,71.4251937866211,5.571,1.20195424556732
EST,Estonia,2023,1.53812229633331,,77.7746597010983,5200718270.12106,41470344395.1086,48637.1802208795,1.2634699344635,9.15922507983982,93.1834,755414.0,150.196,,0.660533905029297,1370286.0,,1.42964351177216,1.42638897895813,67.6179275512695,6.378,1.21992552280426
EST,Estonia,2024,,,75.6694833213142,-3437916450.37682,43130419829.35,49968.7108278373,,3.52056053296586,92.238,757729.0,,,,1372341.0,,,,,7.6,
FIN,Finland,2013,2.20024275779724,7.15288019180298,38.250195334575,-4959133088.96143,270268036626.275,41325.8052072321,2.18062210083008,1.4782861568881,91.5144,2687096.0,136.259,1596.0,1.38517248630524,5438972.0,3.27137,1.84167218208313,1.95568263530731,91.2365264892578,8.193,1.5736231803894
FIN,Finland,2014,2.15926671028137,7.13832998275757,36.8060042262758,17544672687.0996,273478528954.901,41547.0984485393,2.02504563331604,1.04119621178439,86.5304,2681812.0,139.199,1419.0,1.28219723701477,5461512.0,3.14751,1.87765765190125,2.1247615814209,89.9938812255859,8.663,1.54184234142303
FIN,Finland,2015,2.2156457901001,7.07199001312256,35.7815711349623,17579437753.2438,233210733506.25,42257.8593791297,1.84316194057465,-0.207928839905268,86.4221,2693252.0,134.974,1289.0,1.02799820899963,5479531.0,2.87196,1.8257349729538,2.05303645133972,89.6573791503906,9.376,1.54369699954987
FIN,Finland,2016,2.18630695343018,6.90873003005981,35.3333302428645,5228087258.97726,238777818792.608,44562.4011072067,1.84161901473999,0.356684500891695,87.7036,2693204.0,131.383,1260.0,0.982591867446899,5495303.0,2.72442,1.80655252933502,2.00771570205688,89.3280029296875,8.818,1.53210496902466
FIN,Finland,2017,2.16233658790588,6.40826988220215,38.1663150961701,16909619226.7668,253846138440.0,47234.8528600939,1.9772777557373,0.754015047084346,87.4689,2708034.0,129.983,1390.0,1.06380820274353,5508214.0,2.72787,1.81227469444275,2.02406764030457,90.6983871459961,8.64,1.5595486164093
FIN,Finland,2018,2.17175912857056,6.31771993637085,39.1492205860158,-10529085853.8372,273869255596.078,49248.6775395866,2.01387786865234,1.08382098409305,88.89,2745547.0,129.629,1387.0,0.891889691352844,5515525.0,2.75749,1.77911019325256,2.03439903259277,92.3850021362305,7.361,1.58935248851776
FIN,Finland,2019,2.11393284797668,6.45300006866455,40.6183181143561,16280099519.3449,267014821129.411,52276.1115723992,1.97280502319336,1.02409392963431,89.6074,2749091.0,129.488,1321.0,0.835258841514587,5521606.0,2.79961,1.84047222137451,2.01262903213501,94.5891189575195,6.695,1.56299781799316
FIN,Finland,2020,2.17043972015381,6.6812801361084,36.2143434283611,-2535610877.45159,270000311606.226,53296.5792798852,1.90100395679474,0.290554555653239,92.1703,2744434.0,128.761,1588.0,0.981825113296509,5529543.0,2.91243,1.85089826583862,2.01859211921692,96.4726333618164,7.759,1.6095118522644
FIN,Finland,2021,2.23784065246582,6.58820009231567,39.9217732469328,23579233204.9062,294223210496.119,56790.3766177692,1.91831088066101,2.19457432340007,92.8081,2799945.0,129.036,1557.0,0.963275969028473,5541017.0,2.9885,1.88712561130524,2.01347613334656,100.868072509766,7.617,1.60936939716339
FIN,Finland,2022,2.24686503410339,6.37603998184204,46.2847802806846,13079164235.1595,280253099309.34,62133.1375219912,1.75458240509033,7.12350773301402,92.9888,2846126.0,128.023,,0.894830107688904,5556106.0,2.96469,1.77915287017822,1.95789980888367,104.944221496582,6.719,1.60676980018616
FIN,Finland,2023,2.22151660919189,,42.7930569401278,-114798799.087339,295021982462.75,63414.9936878177,1.73860657215118,6.25064322154763,93.5139,2863035.0,127.473,,0.713986694812775,5583911.0,,1.76514935493469,1.96704590320587,108.130409240723,7.149,1.63263607025146
FIN,Finland,2024,,,41.9077919866069,8741865603.01226,298696961297.656,65378.3841859721,,1.56568906231616,,2871471.0,,,,5619911.0,,,,,8.4,
