iso3,entity_type,pais_original,year,scale,framework,total_score,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,dim_size_maturity,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail
SUR,pais,Suriname,2022,0-100,3_pillars_10_dims,35.10760082,29.58735405,26.08858149,49.64686693,0.0,45.13325339,30.04778833,43.16837445,19.31225691,,19.31225691,24.43995371,34.51353385,30.60733333,51.82629762,66.51,
GTM,pais,Guatemala,2022,0-100,3_pillars_10_dims,34.92596868,29.60095971,23.07417313,52.10277321,0.0,38.55506503,39.9997,39.84907381,16.6247272,,16.6247272,22.4558335,30.14195868,44.424,46.33716044,65.55,
NAM,pais,Namibia,2022,0-100,3_pillars_10_dims,34.56777823,29.16550661,26.58428787,47.95354021,0.0,32.94028045,40.99158667,42.73015932,16.74620522,,16.74620522,30.4445807,32.56207769,25.89,51.46272802,66.51,
SEN,pais,Senegal,2022,0-100,3_pillars_10_dims,34.51097098,35.00762967,27.24784581,41.27743747,0.0,47.64372886,40.87824333,51.5085465,16.65247903,,16.65247903,35.15013972,29.94091868,25.536,32.13887031,66.16,
GRD,pais,Grenada,2022,0-100,3_pillars_10_dims,34.39033175,27.41171407,24.68932502,51.06995617,0.0,22.20403371,39.79712167,47.6457009,21.28792219,,21.28792219,24.43995371,28.34009917,31.12533333,49.82820946,72.26,
CPV,pais,Cabo Verde,2022,0-100,3_pillars_10_dims,34.27404409,35.90971325,24.45425632,42.45816271,0.0,44.79589937,55.65144667,43.19150696,16.86122199,,16.86122199,18.8882612,37.61328577,23.52927273,39.92713792,63.92,
KGZ,pais,Kyrgyzstan,2022,0-100,3_pillars_10_dims,33.90924499,33.73350051,22.4902151,45.50401936,0.0,44.25830661,42.98878,47.68691542,12.33253403,,12.33253403,22.09097432,33.04713694,23.326,53.2865,59.9,
VCT,pais,Saint Vincent and the Grenadines,2022,0-100,3_pillars_10_dims,33.70891003,30.21396892,23.94199382,46.97076736,0.0,33.33299514,38.00378833,49.5190922,20.59419367,,20.59419367,24.43995371,26.79183409,27.40133333,47.39373892,66.12,
MDV,pais,Maldives,2022,0-100,3_pillars_10_dims,33.53552338,33.68188379,15.16006177,51.76462457,0.0,24.545076,52.4545,57.72795916,24.58453902,,24.58453902,0.0,20.89564629,52.81666667,61.324375,41.15,
GUY,pais,Guyana,2022,0-100,3_pillars_10_dims,33.51820323,29.25957345,23.93356738,47.36146885,0.0,43.99451354,37.53412167,35.50965859,17.63556664,,17.63556664,24.43995371,29.7251818,25.71533333,46.36523144,70.0,
UGA,pais,Uganda,2022,0-100,3_pillars_10_dims,32.65923191,37.77973358,19.49366267,40.70429948,0.0,47.68268008,55.87406,47.56219424,5.067074291,,5.067074291,26.6779564,26.73595731,25.624,36.37168423,60.12,
BOL,pais,Bolivia,2022,0-100,3_pillars_10_dims,32.55578829,27.79543628,20.55823716,49.31369143,0.0,36.05498374,41.45586,33.67090138,13.23643872,,13.23643872,15.5352961,32.90297665,24.036,61.49787635,62.41,
TZA,pais,United Republic of Tanzania,2022,0-100,3_pillars_10_dims,32.49772202,35.43252165,20.04908872,42.01155569,0.0,44.47611418,56.60135,40.65262241,5.057674385,,5.057674385,30.25656484,24.83302694,39.112,29.00888495,57.91,
MMR,pais,Myanmar,2022,0-100,3_pillars_10_dims,32.44565026,24.25865227,25.90623897,47.17205953,0.0,29.48623523,31.29415333,36.25422052,10.85267264,,10.85267264,25.75049008,41.11555421,27.92666667,50.06423765,63.53,
GAB,pais,Gabon,2022,0-100,3_pillars_10_dims,32.42445285,25.31424573,26.3345793,45.62453352,0.0,37.07793214,31.79185167,32.38719911,21.04351233,,21.04351233,27.82326831,30.13695727,27.944,38.90425,70.03,
TKM,pais,Turkmenistan,2022,0-100,3_pillars_10_dims,31.94984039,22.4336096,29.42854706,43.9873645,0.0,34.28979039,30.16862128,25.27602673,22.53182869,,22.53182869,29.33918375,36.41462873,25.41492308,34.47416667,72.07,
LAO,pais,Lao People's Democratic Republic,2022,0-100,3_pillars_10_dims,31.71862863,29.6368339,21.46088557,44.05816643,0.0,36.50781473,38.33007667,43.70944419,15.90673204,,15.90673204,17.9812709,30.49465377,22.408,40.81554865,68.95,
CUB,pais,Cuba,2022,0-100,3_pillars_10_dims,31.5867537,24.36882628,27.04447266,43.34696216,0.0,23.43732998,28.004455,46.03352016,21.45280626,,21.45280626,32.44499255,27.23561917,21.16366667,39.47089411,69.41,
IRQ,pais,Iraq,2022,0-100,3_pillars_10_dims,31.52182498,21.01357138,27.18482757,46.36707599,0.0,28.74853782,25.68448333,29.62126438,18.69624196,,18.69624196,31.95760716,30.9006336,27.432,45.76539458,65.9,
KHM,pais,Cambodia,2022,0-100,3_pillars_10_dims,31.1652904,27.95633432,21.14028522,44.39925165,0.0,36.35782921,47.65460333,27.81290472,12.57182244,,12.57182244,24.90535067,25.94368255,24.962,39.69551182,68.54,
VUT,pais,Vanuatu,2022,0-100,3_pillars_10_dims,31.10658853,27.0300747,22.7643215,43.52536941,0.0,24.20163197,41.98582,41.93284682,22.10678386,,22.10678386,15.25960423,30.92657639,26.08666667,38.06945483,66.42,
HND,pais,Honduras,2022,0-100,3_pillars_10_dims,31.04337178,26.23285731,24.83343318,42.06382484,0.0,36.52138347,27.17055333,41.23949244,18.36365534,,18.36365534,23.05436133,33.08228288,20.357,41.16211123,64.67,
SLV,pais,El Salvador,2022,0-100,3_pillars_10_dims,30.95748673,23.33612112,22.75668492,46.77965414,0.0,27.85425535,42.10658,23.38364912,17.85954923,,17.85954923,20.69116324,29.71934229,25.336,49.28066667,65.72,
CIV,pais,Côte D'Ivoire,2022,0-100,3_pillars_10_dims,30.95367673,31.42174601,21.62430561,39.81497857,0.0,50.7110207,43.80282667,31.17313666,11.1732416,,11.1732416,25.95266232,27.7470129,24.43,34.60166667,60.41,
TLS,pais,Timor-Leste,2022,0-100,3_pillars_10_dims,30.86326755,25.49804773,21.86635451,45.22540042,0.0,21.53805987,39.85648667,40.59764437,11.76683836,,11.76683836,24.72429718,29.10792798,23.91266667,44.23846058,67.53,
CMR,pais,Cameroon,2022,0-100,3_pillars_10_dims,30.76487031,31.31477812,22.69682714,38.28300568,0.0,42.52180727,36.96096333,45.77634189,11.54496648,,11.54496648,26.86955282,29.67596213,20.932,27.72964673,66.19,
NPL,pais,Nepal,2022,0-100,3_pillars_10_dims,30.75440133,30.88235512,23.49741367,37.88343519,0.0,45.27271368,42.60262667,35.65408012,9.75004131,,9.75004131,26.30556889,34.43663081,22.656,40.41716667,50.58,
SLB,pais,Solomon Islands,2022,0-100,3_pillars_10_dims,30.57767234,25.0280327,22.80645295,43.89853138,0.0,22.142095,38.39182,39.5782158,15.84498414,,15.84498414,23.32246138,29.25191332,20.60866667,36.76899727,74.32,
PNG,pais,Papua New Guinea,2022,0-100,3_pillars_10_dims,30.5489561,27.18948066,21.84608099,42.61130665,0.0,24.2076507,44.81082,39.73945192,13.89957619,,13.89957619,22.89101278,28.747654,19.49266667,33.65761186,74.68,
WSM,pais,Samoa,2022,0-100,3_pillars_10_dims,30.11334049,28.56782033,22.16191374,39.6102874,0.0,27.62040971,38.04082,48.61005159,18.89984311,,18.89984311,23.32246138,24.26343673,19.74866667,34.23415017,64.85,
BLZ,pais,Belize,2022,0-100,3_pillars_10_dims,29.98340518,20.66858758,24.3903524,44.89127557,0.0,19.88685869,30.49722,32.29027163,19.72455453,,19.72455453,16.0892961,37.35720656,21.049,51.71554211,61.91,
DJI,pais,Djibouti,2022,0-100,3_pillars_10_dims,29.84752363,19.89270234,28.99023064,40.6596379,0.0,12.85315351,32.86041733,33.8572385,21.55579498,,21.55579498,27.32377531,38.09112164,20.7672,31.00408507,70.21,
TGO,pais,Togo,2022,0-100,3_pillars_10_dims,29.8249018,29.64963065,19.42593283,40.39914193,0.0,40.5614865,34.01258795,44.02444816,8.869857208,,8.869857208,22.29525037,27.11269091,37.00878322,29.35088938,54.84,
ZMB,pais,Zambia,2022,0-100,3_pillars_10_dims,29.63139333,31.55205028,19.59174691,37.75038278,0.0,49.2639456,42.40139333,34.5428622,7.65413033,,7.65413033,25.0458812,26.0752292,19.046,31.4889313,62.72,
VEN,pais,Venezuela,2022,0-100,3_pillars_10_dims,29.32769227,17.62272778,26.40709415,43.95325488,0.0,11.83666664,31.886455,26.76778949,15.98238904,,15.98238904,29.53811584,33.70077758,22.52366667,40.08001163,69.26,
ZWE,pais,Zimbabwe,2022,0-100,3_pillars_10_dims,29.26484257,24.24929831,20.29389312,43.25133628,0.0,37.79518777,31.73772333,27.46428214,11.75010429,,11.75010429,17.96269563,31.16887945,38.912,36.21527221,54.63,
LBY,pais,Libya,2022,0-100,3_pillars_10_dims,28.8386696,16.52186281,27.9841944,42.00995158,0.0,18.3627245,20.97648333,26.74824341,18.77692825,,18.77692825,34.82316686,30.35248808,20.232,33.82747205,71.97,
MRT,pais,Mauritania,2022,0-100,3_pillars_10_dims,28.40270536,21.79040339,19.57288566,43.84482704,0.0,34.79917507,24.66389976,27.69853873,9.080947611,,9.080947611,19.45755056,30.18015881,21.97955844,33.93284091,75.62,
NIC,pais,Nicaragua,2022,0-100,3_pillars_10_dims,28.33073126,24.58503828,21.29809793,39.10905756,0.0,32.33600168,35.27322,30.73093143,14.69164382,,14.69164382,18.5060398,30.69661017,21.859,35.90129722,59.57,
MDG,pais,Madagascar,2022,0-100,3_pillars_10_dims,28.2580958,25.10244127,19.50986936,40.16197676,0.0,40.68659343,32.33478667,27.388385,7.105847209,,7.105847209,24.01652353,27.40723734,34.97,23.01990806,62.5,
GMB,pais,Gambia,2022,0-100,3_pillars_10_dims,27.96448778,25.20937003,20.73999254,37.94410077,0.0,43.52997389,26.12576667,31.18173957,6.537926634,,6.537926634,20.05863319,35.6234178,23.19909091,37.46972215,53.16,
KIR,pais,Kiribati,2022,0-100,3_pillars_10_dims,27.81847565,26.50864314,18.33857156,38.60821227,0.0,26.03315881,34.39915333,45.60226041,16.79141658,,16.79141658,23.32246138,14.90183673,21.69266667,26.44877979,67.68,
GIN,pais,Guinea,2022,0-100,3_pillars_10_dims,27.81521975,26.32642284,19.94425872,37.17497771,0.0,36.71981674,33.8495,34.73637461,8.343451102,,8.343451102,26.57142076,24.91790428,21.16709091,31.06912125,59.29,
STP,pais,Sao Tome and Principe,2022,0-100,3_pillars_10_dims,27.62111982,25.88940171,20.74536846,36.22858929,0.0,41.78685962,26.21689976,35.55384745,12.8761648,,12.8761648,22.07902402,27.28091656,19.11955844,25.3424637,64.22,
MLI,pais,Mali,2022,0-100,3_pillars_10_dims,27.33914838,24.82827613,19.43419525,37.75497377,0.0,36.55800053,34.43248667,28.32261733,10.74166657,,10.74166657,21.82282429,25.7380949,19.316,33.29645548,60.65,
COG,pais,Congo,2022,0-100,3_pillars_10_dims,26.20229526,23.33285462,18.63822597,36.63580518,0.0,35.25438488,27.96889976,30.10813385,12.02934749,,12.02934749,22.07902402,21.80630639,17.02355844,26.28840955,66.6,
BFA,pais,Burkina Faso,2022,0-100,3_pillars_10_dims,26.20130301,27.79493174,16.47927108,34.32970619,0.0,45.94111948,37.92585,27.31275749,7.702524982,,7.702524982,22.00187583,19.73341244,14.33,39.38361017,49.28,
LSO,pais,Lesotho,2022,0-100,3_pillars_10_dims,26.13355368,25.81373898,19.06816847,33.51875359,0.0,41.2963778,27.035,34.92357813,10.40048644,,10.40048644,22.33943247,24.4645865,14.23927273,24.11722378,62.2,
SWZ,pais,Eswatini,2022,0-100,3_pillars_10_dims,25.45708209,23.06173257,15.64757143,37.66194225,0.0,23.1546023,34.60188,34.490448,12.19910616,,12.19910616,18.67169544,16.07191269,18.21927273,29.95351425,64.81,
ETH,pais,Ethiopia,2022,0-100,3_pillars_10_dims,25.30098938,25.1468315,19.70338128,31.05275538,0.0,28.08110331,38.34888667,34.15733601,6.440431261,,6.440431261,25.8262098,26.84350277,14.86,22.53316757,55.77,
AGO,pais,Angola,2022,0-100,3_pillars_10_dims,24.76924364,21.33362502,14.98163928,37.99246663,0.0,32.25020912,33.00574,20.07855097,10.05020163,,10.05020163,10.7763773,24.11833892,13.97,29.16358693,70.84,
SLE,pais,Sierra Leone,2022,0-100,3_pillars_10_dims,24.49171892,22.45718798,17.8420762,33.17589257,0.0,21.90840631,29.67792128,38.24242433,4.398147605,,4.398147605,23.67171811,25.4563629,16.59078322,28.34666746,54.59,
MWI,pais,Malawi,2022,0-100,3_pillars_10_dims,24.459898,21.88389761,17.16847091,34.32732546,0.0,33.74499136,25.94425333,27.84634577,6.818272361,,6.818272361,21.07325657,23.61388381,13.462,28.23371769,61.29,
COM,pais,Comoros,2022,0-100,3_pillars_10_dims,23.81933921,16.37579986,19.93367545,35.14854233,0.0,15.04496306,21.94389976,28.51433664,11.95754091,,11.95754091,22.07902402,25.76446141,19.28355844,30.96540756,55.2,
NER,pais,Niger,2022,0-100,3_pillars_10_dims,23.72363429,25.6262542,16.14710711,29.39754157,0.0,37.82436938,30.47558795,34.20505947,6.268087221,,6.268087221,24.56131087,17.61192323,14.11278322,25.58780478,48.49,
GNB,pais,Guinea Bissau,2022,0-100,3_pillars_10_dims,22.82405378,16.2931189,18.62602104,33.55302139,0.0,18.1256721,18.23725462,28.80954887,9.315683534,,9.315683534,22.2698823,24.2924973,18.25678322,29.34895445,53.05,
SDN,pais,Sudan,2022,0-100,3_pillars_10_dims,22.5547595,16.54640817,21.15960483,29.95826551,0.0,18.23426531,20.56592128,27.38544609,3.765388045,,3.765388045,25.89357529,33.81985115,16.12169231,19.427139,54.33,
MOZ,pais,Mozambique,2022,0-100,3_pillars_10_dims,22.54020961,21.38264467,16.06543379,30.17255038,0.0,29.36199899,30.94708,25.22149968,7.050181139,,7.050181139,20.50618901,20.63993122,13.212,18.25219387,59.05,
LBR,pais,Liberia,2022,0-100,3_pillars_10_dims,22.09001172,19.75555304,18.44706235,28.06741976,0.0,18.96038014,29.90258795,30.15924406,7.323057465,,7.323057465,22.2698823,25.7482473,13.41369231,17.6334919,53.16,
TCD,pais,Chad,2022,0-100,3_pillars_10_dims,20.57569578,21.02716014,15.20805698,25.49187022,0.0,37.29121035,21.22472333,25.59270686,6.966894113,,6.966894113,15.90288007,22.75439677,10.12509091,21.70961066,44.64,
BDI,pais,Burundi,2022,0-100,3_pillars_10_dims,20.52919336,18.72155933,15.89109458,26.97492616,0.0,12.57348168,32.11498333,30.19777231,4.921295874,,4.921295874,23.48571665,19.26627121,13.33109091,22.95277847,44.64,
COD,pais,Democratic Republic of the Congo,2022,0-100,3_pillars_10_dims,20.21793742,18.66850347,14.15597096,27.82933784,0.0,31.45730501,22.13897333,21.07773555,2.506644266,,2.506644266,20.25363853,19.70763008,9.328,16.9926761,57.17,
ERI,pais,Eritrea,2022,0-100,3_pillars_10_dims,20.16632518,11.52665277,18.53254574,30.43977703,0.0,9.707073044,9.276254615,27.1232834,7.323057465,,7.323057465,22.2698823,26.00469745,12.98678322,23.71340256,54.62,
CAF,pais,Central African Republic,2022,0-100,3_pillars_10_dims,19.90049863,14.50047077,17.36244365,27.83858148,0.0,12.96663406,17.69492128,27.34032776,5.768627889,,5.768627889,22.2698823,24.04882075,12.97878322,21.19345404,49.34,
SSD,pais,South Sudan,2022,0-100,3_pillars_10_dims,19.45429849,14.44581269,16.89675204,27.02033075,0.0,21.34492486,14.02025462,22.41807129,4.262126757,,4.262126757,22.2698823,24.15824707,11.31278322,14.0187942,55.73,
HTI,pais,Haiti,2022,0-100,3_pillars_10_dims,18.60688175,9.71664275,15.10725259,30.99674992,0.0,12.80993759,14.17455333,11.88208008,13.2343778,,13.2343778,6.825296105,25.26208386,18.577,18.86185722,55.55,
YEM,pais,Yemen,2022,0-100,3_pillars_10_dims,17.3219318,18.3893155,22.04606002,11.53041988,0.0,26.20321663,34.456,12.89804539,6.672094055,,6.672094055,24.03011249,35.43597351,5.57,24.31193814,4.71,
SYR,pais,Syrian Arab Republic,2022,0-100,3_pillars_10_dims,16.04024825,13.72260894,19.10012821,15.2980076,0.0,9.702561962,26.643,18.5448738,6.756555884,,6.756555884,17.720824,32.82300476,11.93666667,29.24803463,4.71,
AFG,pais,Afghanistan,2022,0-100,3_pillars_10_dims,13.45795858,14.45917285,10.7048567,15.20984618,0.0,5.94558363,34.5785,17.31260777,6.740842412,,6.740842412,19.67725327,5.696474424,6.223333333,31.50598433,7.9,
USA,pais,United States of America,2024,0-100,3_pillars_10_dims,87.03218182,89.25756783,80.94382938,90.89514825,100.0,91.1380571,89.19991796,76.69229625,83.79670682,,83.79670682,92.47637069,66.55841062,88.3787777,84.80666706,99.5,1.0
SGP,pais,Singapore,2024,0-100,3_pillars_10_dims,84.24944106,90.96203242,68.65095021,93.13534055,100.0,89.90285165,84.24491432,89.70036371,54.53166565,,54.53166565,74.94868716,76.47249783,84.61080264,95.64521902,99.15,2.0
KOR,pais,Republic of Korea,2024,0-100,3_pillars_10_dims,79.97780202,84.59225863,62.60153369,92.73961376,100.0,89.90837904,75.48818226,72.97247323,38.60738751,,38.60738751,80.54080491,68.65640864,86.25783442,98.32040121,93.64060564,3.0
FRA,pais,France,2024,0-100,3_pillars_10_dims,79.35754271,85.2928569,63.53019992,89.24957132,100.0,91.44377087,86.06706998,63.66058675,51.3404721,,51.3404721,70.76751286,68.48261479,76.19764767,92.55106629,99.0,4.0
GBR,pais,United Kingdom of Great Britain and Northern Ireland,2024,0-100,3_pillars_10_dims,78.88344052,84.46719722,66.56641469,85.61670964,100.0,93.87755175,74.13626217,69.85497498,56.55463106,,56.55463106,79.89459883,63.25001418,69.72004363,87.13008528,100.0,5.0
CAN,pais,Canada,2024,0-100,3_pillars_10_dims,78.17529665,85.48311818,61.6932845,87.34948728,100.0,94.13656235,69.76906538,78.02684499,52.09267224,,52.09267224,64.81218897,68.17499229,70.39891481,93.14954702,98.5,6.0
NLD,pais,Netherlands,2024,0-100,3_pillars_10_dims,77.22980432,84.57516125,60.11523769,86.99901402,100.0,96.41650674,81.86544822,60.01869004,50.32372421,,50.32372421,68.71013875,61.31185011,79.52938973,86.47065184,94.99700049,7.0
DEU,pais,Germany,2024,0-100,3_pillars_10_dims,76.89826844,79.23642648,64.91302571,86.54535312,100.0,94.18942638,69.07721224,53.6790673,52.35810264,,52.35810264,74.05715901,68.32381549,74.85653233,87.98339766,96.79612937,8.0
FIN,pais,Finland,2024,0-100,3_pillars_10_dims,76.48471791,84.8551772,60.86452189,83.73445465,100.0,96.88326238,66.9177409,75.61970552,42.38453134,,42.38453134,70.45901473,69.75001961,72.6019184,80.55382651,98.04761905,9.0
AUS,pais,Australia,2024,0-100,3_pillars_10_dims,76.44726827,86.18252567,56.25758071,86.90169844,100.0,96.1843043,75.25007824,73.29572016,35.00434662,,35.00434662,71.87783779,61.89055772,68.38925109,93.31584422,99.0,10.0
NOR,pais,Norway,2024,0-100,3_pillars_10_dims,76.11968176,86.37752969,56.27794881,85.70356679,100.0,96.34582842,75.93322226,73.23106809,46.52286907,,46.52286907,69.10894435,53.20203301,71.09118275,87.97189856,98.04761905,11.0
JPN,pais,Japan,2024,0-100,3_pillars_10_dims,75.74917653,80.30980046,57.96186637,88.97586275,100.0,92.24036432,64.80683134,64.19200617,39.33961672,,39.33961672,68.80644108,65.73954132,79.13120303,94.79638521,93.0,12.0
ARE,pais,United Arab Emirates,2024,0-100,3_pillars_10_dims,75.65804571,83.88904081,59.19872953,83.88636679,100.0,78.88630175,91.30133038,65.3685311,37.59348818,,37.59348818,67.25755832,72.74514209,74.95579339,79.70330699,97.0,13.0
SWE,pais,Sweden,2024,0-100,3_pillars_10_dims,75.40286681,80.60159542,63.45043064,82.15657436,100.0,96.22510355,74.16786592,52.01341222,44.05364339,,44.05364339,78.48261231,67.81503623,73.55294243,78.02019281,94.89658785,14.0
DNK,pais,Denmark,2024,0-100,3_pillars_10_dims,74.71009478,84.07023817,57.16672731,82.89331885,100.0,97.37684188,66.05253261,72.8515782,42.2999937,,42.2999937,66.44222214,62.7579661,72.93709984,78.00813455,97.73472218,15.0
TWN,pais,Taiwan,2024,0-100,3_pillars_10_dims,74.58025606,82.98348324,56.37386335,84.3834216,100.0,90.7954344,63.19238972,77.94610883,36.23570161,,36.23570161,64.8714204,68.01446805,77.77842628,80.16367226,95.20816625,16.0
ISR,pais,Israel,2024,0-100,3_pillars_10_dims,74.52155598,79.29803488,61.5287992,82.73783388,100.0,87.45224258,60.48974162,69.2501553,49.29619807,,49.29619807,81.71045971,53.57973981,64.67217059,86.21650127,97.32482977,17.0
IRL,pais,Ireland,2024,0-100,3_pillars_10_dims,73.18014934,75.468796,58.12529886,85.94635315,100.0,94.13709482,53.60042574,54.13766346,53.13159632,,53.13159632,55.56409663,65.68020363,67.31901222,91.02004724,99.5,18.0
AUT,pais,Austria,2024,0-100,3_pillars_10_dims,72.83567415,78.37446596,56.56219206,83.57036442,100.0,91.7245832,60.92102411,60.85225652,43.99248506,,43.99248506,62.89817135,62.79591976,64.52642816,87.68466509,98.5,19.0
BEL,pais,Belgium,2024,0-100,3_pillars_10_dims,72.68793041,81.25885682,56.23023131,80.57470311,100.0,92.00044939,68.24536822,64.78960965,44.91511357,,44.91511357,70.63243321,53.14314715,59.45345286,84.255762,98.01489449,20.0
EST,pais,Estonia,2024,0-100,3_pillars_10_dims,72.61871555,86.70600702,48.96505058,82.18508903,100.0,92.17699423,82.77647369,71.87056017,33.94870085,,33.94870085,63.20960161,49.73684928,59.00061941,88.55464769,99.0,21.0
SAU,pais,Saudi Arabia,2024,0-100,3_pillars_10_dims,72.35591144,80.72142265,52.91669929,83.42961237,100.0,74.87934159,78.23844881,69.76790019,31.65349436,,31.65349436,61.68971067,65.40689285,73.71455056,90.18880322,86.38548333,22.0
CHN,pais,China,2024,0-100,3_pillars_10_dims,72.0098981,72.89843786,62.95301811,80.17823832,100.0,68.96736759,61.40440883,61.22197501,56.64317832,,56.64317832,80.53849887,51.67737713,79.84257585,65.07234496,95.61979416,23.0
MYS,pais,Malaysia,2024,0-100,3_pillars_10_dims,71.39992403,82.46990798,54.17096057,77.55890356,100.0,83.47328103,77.52233663,68.88401425,33.77791535,,33.77791535,60.42075107,68.31421528,57.45407803,86.36160152,88.86103112,24.0
ITA,pais,Italy,2024,0-100,3_pillars_10_dims,71.21652388,78.6433406,53.12144476,81.88478629,100.0,89.25821821,63.9933981,61.32174608,39.9006116,,39.9006116,62.6499097,56.81381298,69.06419819,82.30263394,94.28752676,25.0
PRT,pais,Portugal,2024,0-100,3_pillars_10_dims,70.92843933,79.46552644,52.48704017,80.83275138,100.0,90.22862778,68.59713696,59.03634103,35.36412907,,35.36412907,58.43592995,63.66106149,65.29239703,86.00365252,91.20220461,26.0
LUX,pais,Luxembourg,2024,0-100,3_pillars_10_dims,70.62575172,84.66929577,43.80789727,83.40006213,100.0,97.32267146,65.28183914,76.07267248,34.42709844,,34.42709844,53.32444673,43.67214664,68.71572495,84.21865865,97.26580278,27.0
CZE,pais,Czechia,2024,0-100,3_pillars_10_dims,70.23281209,76.45487949,49.49861077,84.74494601,100.0,89.4051722,59.45044514,56.96390061,34.32080247,,34.32080247,59.91780976,54.25722009,65.51171102,93.73311892,94.99000808,28.0
ISL,pais,Iceland,2024,0-100,3_pillars_10_dims,69.82023722,82.19943627,47.1644215,80.0968539,100.0,93.56488192,67.98575217,67.247111,32.71130797,,32.71130797,64.01894079,44.76301573,64.61696127,77.62598137,98.04761905,29.0
CHE,pais,Switzerland,2024,0-100,3_pillars_10_dims,69.41989807,59.05738355,61.32371764,87.87859301,0.0,95.11859838,64.82741114,76.28352467,45.47657643,,45.47657643,74.22366609,64.27091038,78.56033719,88.07544186,97.0,30.0
ESP,pais,Spain,2024,0-100,3_pillars_10_dims,69.25248467,74.57860489,50.75038128,82.42846784,100.0,89.85078595,61.82981751,46.63381608,36.90557743,,36.90557743,60.7880526,54.55751382,68.44533107,83.88477258,94.95529986,31.0
QAT,pais,Qatar,2024,0-100,3_pillars_10_dims,68.22070132,76.06885218,46.90185052,81.69140125,100.0,79.28588531,70.48950338,54.50002005,31.45752514,,31.45752514,55.06440943,54.183617,69.08359718,76.34060657,99.65,32.0
LTU,pais,Lithuania,2024,0-100,3_pillars_10_dims,67.79802914,77.62506397,43.02221089,82.74681255,100.0,90.50063853,54.57826444,65.42135291,30.02914353,,30.02914353,53.83473355,45.20275557,66.24142125,83.99901638,98.0,33.0
POL,pais,Poland,2024,0-100,3_pillars_10_dims,67.51119621,76.5277114,45.41413385,80.59174338,100.0,85.8471946,66.27003437,53.99361664,29.54891343,,29.54891343,54.66494368,52.02854445,62.20813376,89.03189928,90.53519712,34.0
THA,pais,Thailand,2024,0-100,3_pillars_10_dims,66.16948723,75.77537138,44.8290477,77.9040426,100.0,78.46311529,69.74011304,54.8982572,26.74260859,,26.74260859,58.61436952,49.130165,70.05539537,85.65099869,78.00573375,35.0
BRA,pais,Brazil,2024,0-100,3_pillars_10_dims,65.88947723,74.50695299,44.7845554,78.37692331,100.0,80.52193576,69.31317256,48.19270364,32.55640228,,32.55640228,58.34177317,43.45549074,55.99616272,84.53316861,94.60143861,36.0
SVN,pais,Slovenia,2024,0-100,3_pillars_10_dims,65.85327433,77.48019942,43.32445607,76.7551675,100.0,88.71210296,69.18955318,52.01914154,25.95758632,,25.95758632,56.11174384,47.90403805,60.00487803,79.23935738,91.0212671,37.0
IDN,pais,Indonesia,2024,0-100,3_pillars_10_dims,65.85124932,79.85949065,48.05776504,69.63649227,100.0,82.45567702,63.94426535,73.03802021,26.57221016,,26.57221016,62.95581719,54.64526776,42.71171336,72.47530691,93.72245654,38.0
RUS,pais,Russian Federation,2024,0-100,3_pillars_10_dims,64.71707681,72.1515266,45.37520885,76.62449499,100.0,66.96769808,65.39245715,56.24595118,20.40846198,,20.40846198,54.23611691,61.48104766,49.36125708,86.79141516,93.72081274,39.0
NZL,pais,New Zealand,2024,0-100,3_pillars_10_dims,63.98217071,55.95051897,49.56359437,86.43239878,0.0,94.25134308,60.32062211,69.23011069,28.28650774,,28.28650774,61.66813377,58.7361416,64.95981469,95.1739968,99.16338485,40.0
SVK,pais,Slovakia,2024,0-100,3_pillars_10_dims,63.69003612,68.75893557,41.39709126,80.91408152,100.0,86.83273516,42.76367318,45.43933392,31.41975076,,31.41975076,52.72746667,40.04405636,57.40147702,90.69957222,94.64119532,41.0
MLT,pais,Malta,2024,0-100,3_pillars_10_dims,63.64342039,75.85860781,39.89417382,75.17747954,100.0,86.99421397,60.39936748,56.04084978,36.9021094,,36.9021094,46.48579975,36.29461232,63.24858989,69.92525642,92.35859231,42.0
HUN,pais,Hungary,2024,0-100,3_pillars_10_dims,63.63204457,74.08630687,41.80596355,75.00386329,100.0,81.41169254,62.82617214,52.10736282,30.79721804,,30.79721804,51.7950946,42.82557799,55.71057973,78.91543012,90.38558003,43.0
CHL,pais,Chile,2024,0-100,3_pillars_10_dims,63.19327114,70.75322887,44.11334081,74.71324374,100.0,83.84468047,46.10597107,53.06226396,31.90575267,,31.90575267,50.69566413,49.73860565,48.26025701,83.17804781,92.7014264,44.0
OMN,pais,Oman,2024,0-100,3_pillars_10_dims,62.91022757,69.60536402,41.28555315,77.83976555,100.0,56.16560693,68.49467735,53.76117181,20.4040485,,20.4040485,47.60924703,55.84336392,60.99020256,83.64848846,88.88060563,45.0
IND,pais,India,2024,0-100,3_pillars_10_dims,62.80654813,73.31982484,50.33660101,64.76321854,100.0,80.02717556,63.17405934,50.07806446,35.49099451,,35.49099451,63.76079966,51.75800887,43.8534311,67.47820245,82.95802207,46.0
