iso3,entity_type,pais_original,year,scale,framework,total_score,rank,privacy_laws,ai_strategy,data_availability,govt_procurement_advanced_tech,data_capability_govt,technology_skills,ai_startups,log_ai_startups,innovation_capability,digital_public_services,govt_effectiveness,ict_govt_vision,norm_privacy_laws,norm_ai_strategy,norm_data_availability,norm_govt_procurement,norm_data_capability,norm_technology_skills,norm_log_ai_startups,norm_innovation_capability,norm_digital_public_services,norm_govt_effectiveness,norm_ict_govt_vision,avg_governance,avg_infrastructure_data,avg_skills_education,avg_govt_public_services,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail,policy_capacity,ai_infrastructure,governance_2025,public_sector_adoption,development_diffusion,resilience,policy_vision,policy_commitment,compute_capacity,enabling_technical_infrastructure,data_quality,governance_principles,regulatory_compliance,government_digital_policy,e_government_delivery,human_capital_2025,ai_sector_maturity,ai_technology_diffusion,societal_transition,safety_security,ind_ai_strategy,ind_data_protection_laws,ind_cybersecurity,ind_regulatory_quality,ind_ethical_principles,ind_accountability,ind_online_services,ind_foundational_it,ind_govt_promotion_emerging_tech,ind_govt_effectiveness,ind_govt_responsiveness,ind_procurement_data,ind_ai_unicorns_log,ind_non_ai_unicorns_log,ind_ict_trade_services_log,ind_ict_trade_goods_log,ind_software_spending,ind_time_govt_regulations,ind_vc_availability,ind_rd_spending_log,ind_company_investment_emerging_tech,ind_ai_research_papers_log,ind_stem_graduates,ind_github_activity_log,ind_female_stem_graduates,ind_eng_tech_higher_ed_quality,ind_ict_skills,ind_telecom_infrastructure,ind_supercomputers_log,ind_broadband_quality,ind_5g_infrastructure,ind_adoption_emerging_tech,ind_open_data,ind_data_governance,ind_mobile_subscriptions,ind_households_internet,ind_statistical_capacity,ind_cost_internet_device,ind_gender_gap_internet,rank_global,score_global,rank_asia_pacific,score_asia_pacific,rank_africa,score_africa,rank_latam,score_latam,rank_north_america,score_north_america,rank_eastern_europe,score_eastern_europe,rank_australasia,score_australasia,rank_western_europe,score_western_europe,region_pertenece
MNE,pais,Montenegro,2024,0-100,3_pillars_10_dims,47.42969132,,,,66.97671303,,,,,,,,,,,,,,,,,,,,,,,,,39.40605982,33.39878236,69.48423176,0.0,58.72827025,44.7831497,54.11281935,,25.55057896,37.8844483,36.76131982,52.06320809,66.97671303,89.41277417,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,pais,Bangladesh,2024,0-100,3_pillars_10_dims,47.11916395,,,,72.84711168,,,,,,,,,,,,,,,,,,,,,,,,,58.51580282,26.2564749,56.58521415,100.0,41.75235298,53.26748315,39.04337514,,9.620103353,40.72048205,28.4288393,30.07675523,72.84711168,66.83177552,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,pais,Georgia,2024,0-100,3_pillars_10_dims,46.91902495,,,,71.91169495,,,,,,,,,,,,,,,,,,,,,,,,,43.41362,34.53211601,62.81133885,0.0,63.02774789,44.10461334,66.52211876,,19.98712007,44.90017995,38.709048,37.74371859,71.91169495,78.77860301,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,pais,Lebanon,2024,0-100,3_pillars_10_dims,46.66806935,,,,44.37492254,,,,,,,,,,,,,,,,,,,,,,,,,51.0442805,40.47508636,48.48484118,100.0,38.66011968,34.88697072,30.6300316,,15.30806205,50.53397593,55.58322109,31.24392747,44.37492254,69.83567353,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,pais,Senegal,2024,0-100,3_pillars_10_dims,46.10767554,,,,45.06023607,,,,,,,,,,,,,,,,,,,,,,,,,62.36934837,28.77175476,47.18192348,100.0,72.98174633,25.40546889,51.09017824,,15.48861049,39.29328529,31.53336849,30.49230504,45.06023607,65.99322934,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,pais,Albania,2024,0-100,3_pillars_10_dims,45.46622776,,,,59.67893434,,,,,,,,,,,,,,,,,,,,,,,,,47.92975113,28.36110633,60.10782582,0.0,59.30598258,59.69410733,72.7189146,,13.00632636,35.48023054,36.59676207,36.76640809,59.67893434,83.87813504,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,pais,Sri Lanka,2024,0-100,3_pillars_10_dims,45.29464691,,,,58.03593562,,,,,,,,,,,,,,,,,,,,,,,,,55.04026057,32.19202535,48.65165481,100.0,54.31368682,44.34114877,21.5062067,,21.80381439,37.59037246,37.1818892,30.75068525,58.03593562,57.16834357,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,pais,North Macedonia,2024,0-100,3_pillars_10_dims,45.12278472,,,,54.86075836,,,,,,,,,,,,,,,,,,,,,,,,,36.51118282,32.36027349,66.49689785,0.0,56.14788419,40.80111978,49.09572729,,22.60593656,39.52936246,34.94552146,45.87993519,54.86075836,98.75,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,pais,Seychelles,2024,0-100,3_pillars_10_dims,44.76984511,,,,56.66423353,,,,,,,,,,,,,,,,,,,,,,,,,41.40907195,36.80747877,56.09298461,0.0,54.20728354,47.86811159,63.56089267,,27.18469827,40.55089684,42.6868412,35.70866667,56.66423353,75.90605363,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM,pais,Armenia,2024,0-100,3_pillars_10_dims,44.51279855,,,,69.97876505,,,,,,,,,,,,,,,,,,,,,,,,,37.96864882,32.90502401,62.66472282,0.0,51.61322511,46.60758194,53.65378824,,25.15523408,36.93545561,36.62438233,39.41884061,69.97876505,78.5965628,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,pais,Panama,2024,0-100,3_pillars_10_dims,44.38966066,,,,78.35958088,,,,,,,,,,,,,,,,,,,,,,,,,35.78823401,26.9699988,70.41074916,0.0,57.06320158,46.81295089,39.27678355,,23.90170777,33.87537063,23.13291801,34.3726666,78.35958088,98.5,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJI,pais,Fiji,2024,0-100,3_pillars_10_dims,44.21900038,,,,72.38812493,,,,,,,,,,,,,,,,,,,,,,,,,37.02072517,32.3231917,63.31308429,0.0,31.59497522,55.57498885,60.91293659,,20.68482517,44.55124956,31.73350036,38.15647786,72.38812493,79.39465008,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,pais,Iran (Islamic Republic of),2024,0-100,3_pillars_10_dims,43.88147313,,,,82.20007278,,,,,,,,,,,,,,,,,,,,,,,,,26.54199446,38.81534069,66.28708424,0.0,38.18860782,44.81333333,23.16603669,,21.67679692,47.64449555,47.12472958,41.63341611,82.20007278,75.02776382,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUN,pais,Tunisia,2024,0-100,3_pillars_10_dims,43.67929184,,,,74.12242032,,,,,,,,,,,,,,,,,,,,,,,,,28.62222721,41.06785607,61.34779224,0.0,52.89643152,34.31884408,27.27363325,,20.66210176,46.23449273,56.30697373,34.41671797,74.12242032,75.50423844,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,pais,Kenya,2024,0-100,3_pillars_10_dims,43.55729827,,,,39.55528996,,,,,,,,,,,,,,,,,,,,,,,,,56.20430435,30.97576648,43.49182398,50.0,77.76649823,54.55527821,42.49544096,,11.84482924,46.94634515,34.13612505,32.25563202,39.55528996,58.66454997,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,pais,Nigeria,2024,0-100,3_pillars_10_dims,43.32516864,,,,33.12569226,,,,,,,,,,,,,,,,,,,,,,,,,59.87967854,27.10995893,42.98586844,100.0,69.80062513,32.3695043,37.34858471,,9.775356246,43.99918219,27.55533836,25.81314227,33.12569226,70.01877079,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,pais,Ghana,2024,0-100,3_pillars_10_dims,43.30178073,,,,42.03175146,,,,,,,,,,,,,,,,,,,,,,,,,59.52623933,25.34735134,45.03175151,100.0,61.72583228,42.67034137,33.70878369,,6.893477458,43.54729969,25.60127687,31.01739528,42.03175146,62.0461078,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,pais,Benin,2024,0-100,3_pillars_10_dims,42.96796567,,,,47.41968283,,,,,,,,,,,,,,,,,,,,,,,,,59.91827431,24.30256725,44.68305544,100.0,56.21316266,43.51513442,39.94480016,,5.992781233,36.78841809,30.12650243,26.59020079,47.41968283,60.03928269,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,pais,Cuba,2024,0-100,3_pillars_10_dims,42.43439145,,,,41.88958721,,,,,,,,,,,,,,,,,,,,,,,,,51.55003678,26.75681083,48.99632675,100.0,41.60955028,22.54056496,42.05003187,,20.30416034,40.14674118,19.81953098,26.95145779,41.88958721,78.14793525,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,pais,Mongolia,2024,0-100,3_pillars_10_dims,42.36130396,,,,85.18550898,,,,,,,,,,,,,,,,,,,,,,,,,36.93689603,26.78497186,63.362044,0.0,52.09878261,53.56818844,42.08061307,,17.25885239,36.00150764,27.09455553,34.43844308,85.18550898,70.46217995,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,pais,Bahamas,2024,0-100,3_pillars_10_dims,42.03231259,,,,55.39339402,,,,,,,,,,,,,,,,,,,,,,,,,31.48639577,30.40248135,64.20806063,0.0,51.63984116,37.35254354,36.95319839,,22.99274856,35.87200005,32.34269544,38.89745454,55.39339402,98.33333333,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,pais,Zambia,2024,0-100,3_pillars_10_dims,41.87395066,,,,40.26908263,,,,,,,,,,,,,,,,,,,,,,,,,60.77581198,23.21623235,41.62980764,100.0,56.49448846,41.66210655,44.94665291,,5.884700885,37.12431383,26.63968233,24.23287398,40.26908263,60.38746631,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,pais,Morocco,2024,0-100,3_pillars_10_dims,41.77772556,,,,51.27588538,,,,,,,,,,,,,,,,,,,,,,,,,34.81714719,36.69524288,53.82078661,0.0,56.94542181,38.9642475,43.35891944,,19.64301729,49.81559988,40.62711147,37.96524035,51.27588538,72.22123412,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNA,pais,Saint Kitts and Nevis,2024,0-100,3_pillars_10_dims,41.61719413,,,,52.0639896,,,,,,,,,,,,,,,,,,,,,,,,,30.26260392,32.6468498,61.94212866,0.0,52.96968899,22.69890835,45.38181836,,25.31079672,40.21320326,32.41654941,39.99576883,52.0639896,93.76662756,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,pais,Antigua and Barbuda,2024,0-100,3_pillars_10_dims,41.61237893,,,,58.18052695,,,,,,,,,,,,,,,,,,,,,,,,,30.68458463,30.65951104,63.49304111,0.0,50.06815971,27.28836048,45.38181836,,23.51799092,36.60890241,31.85163978,38.53196883,58.18052695,93.76662756,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,pais,Ecuador,2024,0-100,3_pillars_10_dims,41.45594571,,,,80.59136043,,,,,,,,,,,,,,,,,,,,,,,,,34.2739723,29.30504628,60.78881857,0.0,54.35689629,48.17982805,34.55916484,,18.35024399,41.09624638,28.46864846,29.37149092,80.59136043,72.40360435,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRT,pais,Mauritania,2024,0-100,3_pillars_10_dims,41.39992651,,,,42.09517784,,,,,,,,,,,,,,,,,,,,,,,,,50.11835718,29.10376253,44.97765982,100.0,40.1443432,23.42417568,36.90490984,,11.93356255,32.67459783,42.7031272,25.94334771,42.09517784,66.89445391,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,pais,Barbados,2024,0-100,3_pillars_10_dims,41.10918269,,,,55.23381569,,,,,,,,,,,,,,,,,,,,,,,,,32.12344233,31.69007045,59.5140353,0.0,55.94503053,27.16668773,45.38205106,,23.65583532,37.97890241,33.43547361,36.84105454,55.23381569,86.46723566,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,pais,Iraq,2024,0-100,3_pillars_10_dims,40.90613432,,,,53.10131661,,,,,,,,,,,,,,,,,,,,,,,,,32.601393,35.86924844,54.24776153,50.0,19.41107711,20.89853528,40.0959596,,19.01728203,41.61397641,46.97648687,29.39325299,53.10131661,80.24871499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,pais,Cabo Verde,2024,0-100,3_pillars_10_dims,40.67090537,,,,59.67585462,,,,,,,,,,,,,,,,,,,,,,,,,39.57566802,27.24891134,55.18813676,0.0,56.77074037,52.79752501,48.73440668,,19.17560573,33.56383197,29.00729632,26.55114771,59.67585462,79.33740795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,pais,Pakistan,2024,0-100,3_pillars_10_dims,40.47235612,,,,40.76262691,,,,,,,,,,,,,,,,,,,,,,,,,40.6128633,36.93722819,43.86697687,50.0,40.63256544,37.37965074,34.43923701,,16.69267783,45.23943533,48.87957143,28.67205327,40.76262691,62.16625045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,pais,Trinidad and Tobago,2024,0-100,3_pillars_10_dims,40.13955078,,,,45.04354283,,,,,,,,,,,,,,,,,,,,,,,,,32.32995961,31.52954548,56.55914726,0.0,54.28490626,34.77929741,40.25563474,,19.97937167,37.00206595,37.6071988,36.25674941,45.04354283,88.37714954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZE,pais,Azerbaijan,2024,0-100,3_pillars_10_dims,39.92386783,,,,50.70196357,,,,,,,,,,,,,,,,,,,,,,,,,35.5554264,29.4334401,54.78273698,0.0,50.98546268,45.65054416,45.58569877,,13.04640518,38.8962408,36.35767431,33.81180809,50.70196357,79.83443928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,pais,Paraguay,2024,0-100,3_pillars_10_dims,39.53861042,,,,52.99724395,,,,,,,,,,,,,,,,,,,,,,,,,36.90180549,23.15469899,58.55932678,0.0,55.17154987,42.08676171,50.34891036,,12.56422932,33.44870378,23.45116388,29.21101983,52.99724395,93.46971657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,pais,Belarus,2024,0-100,3_pillars_10_dims,39.23880845,,,,56.31693208,,,,,,,,,,,,,,,,,,,,,,,,,27.5434051,34.56645637,55.60656387,0.0,37.3505079,36.89534348,35.92776903,,20.55557782,37.37871534,45.76507593,36.20720809,56.31693208,74.29555144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,pais,Saint Lucia,2024,0-100,3_pillars_10_dims,39.10720613,,,,61.6075446,,,,,,,,,,,,,,,,,,,,,,,,,31.09782151,28.62766551,57.59613135,0.0,51.7223497,37.29196849,35.37696786,,19.88437315,34.87159649,31.12702689,29.3544933,61.6075446,81.82635616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,pais,Algeria,2024,0-100,3_pillars_10_dims,39.05673544,,,,55.04811161,,,,,,,,,,,,,,,,,,,,,,,,,31.67587515,33.25931557,52.23501561,0.0,44.04483391,35.0113491,47.6473176,,10.25145881,45.03332315,44.49316475,29.71848986,55.04811161,71.93844534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,pais,Vanuatu,2024,0-100,3_pillars_10_dims,39.03768065,,,,45.32332125,,,,,,,,,,,,,,,,,,,,,,,,,34.44281875,30.84615995,51.82406325,0.0,47.04190796,44.36240695,46.36696011,,19.96732815,39.46084888,33.1103028,33.52832257,45.32332125,76.62054593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,pais,Bhutan,2024,0-100,3_pillars_10_dims,38.77536479,,,,68.39403474,,,,,,,,,,,,,,,,,,,,,,,,,34.017059,25.58034036,56.728695,0.0,51.75899764,41.72529435,42.58394401,,13.58252087,30.16319652,32.99530369,36.82781119,68.39403474,64.96423906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,pais,Tonga,2024,0-100,3_pillars_10_dims,38.63065051,,,,35.09508991,,,,,,,,,,,,,,,,,,,,,,,,,31.75248109,34.88705063,49.25241982,0.0,29.9412526,40.50429036,56.5643814,,24.68264282,47.66063942,32.31786965,32.71127786,35.09508991,79.95089168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH,pais,Ethiopia,2024,0-100,3_pillars_10_dims,38.33624612,,,,41.27219155,,,,,,,,,,,,,,,,,,,,,,,,,51.46134117,21.57147675,41.97592043,100.0,45.43494114,27.79799672,32.61242683,,4.411435653,34.7978215,25.5051731,18.63543093,41.27219155,66.02013879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,pais,Botswana,2024,0-100,3_pillars_10_dims,38.16381779,,,,46.19876982,,,,,,,,,,,,,,,,,,,,,,,,,35.13639427,30.23328622,49.12177289,0.0,60.94495724,29.70254358,49.89807626,,17.04558114,39.97547159,33.67880592,23.69361883,46.19876982,77.47293002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,pais,Grenada,2024,0-100,3_pillars_10_dims,37.96322567,,,,46.92146616,,,,,,,,,,,,,,,,,,,,,,,,,31.88157706,28.39046968,53.61763026,0.0,50.47414023,31.63338578,45.41878224,,20.17108535,34.87159649,30.12872721,33.51682271,46.92146616,80.41460192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,pais,Jamaica,2024,0-100,3_pillars_10_dims,37.79095056,,,,43.4657383,,,,,,,,,,,,,,,,,,,,,,,,,34.43360977,28.82493464,50.11430727,0.0,55.32524254,33.92965054,48.47954601,,20.98093343,35.48718721,30.00668327,30.26097871,43.4657383,76.6162048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHL,pais,Marshall Islands,2024,0-100,3_pillars_10_dims,37.62419653,,,,32.93351535,,,,,,,,,,,,,,,,,,,,,,,,,29.93938481,31.64629573,51.28690904,0.0,27.20599316,34.6581337,57.89341238,,26.33325213,50.72681258,17.87882249,37.210535,32.93351535,83.71667675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLZ,pais,Belize,2024,0-100,3_pillars_10_dims,37.58701156,,,,57.74804968,,,,,,,,,,,,,,,,,,,,,,,,,26.7623987,30.50702101,55.49161496,0.0,47.67258131,25.49401341,33.88300008,,20.69663317,38.11419539,32.71023447,26.9418933,57.74804968,81.78490189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,pais,State of Palestine,2024,0-100,3_pillars_10_dims,37.53267308,,,,56.04901957,,,,,,,,,,,,,,,,,,,,,,,,,24.63512789,32.75031609,55.21257526,0.0,20.3490152,46.63668097,31.55481539,,15.41653706,45.55998338,37.27442782,33.2415922,56.04901957,76.34711402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,pais,Guyana,2024,0-100,3_pillars_10_dims,37.23458971,,,,39.56604571,,,,,,,,,,,,,,,,,,,,,,,,,26.53266825,27.56040046,57.61070043,0.0,48.04729174,23.79437228,34.289009,,17.10638635,36.60890241,28.96591261,35.47665454,39.56604571,97.78940104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,pais,Samoa,2024,0-100,3_pillars_10_dims,37.16037622,,,,43.84882298,,,,,,,,,,,,,,,,,,,,,,,,,31.8185904,27.40615462,52.25638365,0.0,33.20735084,40.0854091,53.98160165,,19.7628267,39.94084888,22.51478829,30.41092257,43.84882298,82.5094054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,pais,Bosnia and Herzegovina,2024,0-100,3_pillars_10_dims,37.01680441,,,,53.71866803,,,,,,,,,,,,,,,,,,,,,,,,,26.7373587,29.25469296,55.05836159,0.0,44.47798633,29.09484675,33.37660171,,18.1024524,33.41787042,36.24375605,32.55421914,53.71866803,78.9021976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,pais,Suriname,2024,0-100,3_pillars_10_dims,36.87352519,,,,58.08902958,,,,,,,,,,,,,,,,,,,,,,,,,25.79481463,27.83807291,56.98768803,0.0,35.88188541,28.77566689,38.52170622,,17.91092042,36.69886922,28.90442909,33.7866933,58.08902958,79.08734122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,pais,Papua New Guinea,2024,0-100,3_pillars_10_dims,36.84643455,,,,35.67155167,,,,,,,,,,,,,,,,,,,,,,,,,32.63870963,29.50313732,48.39745672,0.0,40.06404561,45.8013812,44.6894117,,17.10395517,40.59297057,30.81248621,24.90052257,35.67155167,84.62029593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,pais,Tajikistan,2024,0-100,3_pillars_10_dims,36.71542489,,,,42.72945762,,,,,,,,,,,,,,,,,,,,,,,,,51.04589401,19.79042437,39.3099563,100.0,31.16683472,32.2765304,40.74021091,,4.790178072,29.62210184,24.95899321,30.20041126,42.72945762,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,pais,Saint Vincent and the Grenadines,2024,0-100,3_pillars_10_dims,36.6544747,,,,51.2185458,,,,,,,,,,,,,,,,,,,,,,,,,29.30494357,28.11025266,52.54822786,0.0,41.28708377,29.94064329,45.99204722,,19.79486437,34.07487617,30.46101744,29.8934933,51.2185458,76.53264447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,pais,Cambodia,2024,0-100,3_pillars_10_dims,36.6318842,,,,40.05164287,,,,,,,,,,,,,,,,,,,,,,,,,29.17988072,29.31207796,51.40369392,0.0,27.54737056,51.22085933,37.951293,,11.98086418,40.10187803,35.85349168,35.45259701,40.05164287,78.7068419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,pais,Kyrgyzstan,2024,0-100,3_pillars_10_dims,36.55450391,,,,51.4361795,,,,,,,,,,,,,,,,,,,,,,,,,34.6767153,24.49355625,50.49324016,0.0,46.7799375,44.18833126,47.73859245,,12.55824033,34.09131351,26.83111491,30.4627881,51.4361795,69.58075288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,pais,Guatemala,2024,0-100,3_pillars_10_dims,36.4144385,,,,61.98215721,,,,,,,,,,,,,,,,,,,,,,,,,28.95414311,23.69790992,56.59126248,0.0,43.97291251,33.22103744,38.62262249,,14.88451094,35.09336788,21.11585092,38.24544431,61.98215721,69.54618593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
