iso3,country_name,region,income_group,value_used_for_ranking,question_id,question_label,outcome,outcome_label,value_type,rank_desc,rank_asc,percentile,n_ranked,is_top_5_global,is_bottom_5_global,interpretation_label,missingness_flag,why_high_or_low_short
BEL,Belgium,Europe & Central Asia,High income,59.43,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,28.0,16.0,0.37209302325581395,43,False,False,low_performer,False,desempeño bajo relativo
CAN,Canada,North America,High income,77.58,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,15.0,29.0,0.6744186046511628,43,False,False,middle_performer,False,desempeño intermedio relativo
CHE,Switzerland,Europe & Central Asia,High income,72.84,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,18.0,26.0,0.6046511627906976,43,False,False,middle_performer,False,desempeño intermedio relativo
SWE,Sweden,Europe & Central Asia,High income,50.54,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,36.0,8.0,0.18604651162790697,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
AUT,Austria,Europe & Central Asia,High income,67.24,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,25.0,19.0,0.4418604651162791,43,False,False,middle_performer,False,desempeño intermedio relativo
KOR,South Korea,East Asia & Pacific,High income,66.96,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,26.0,18.0,0.4186046511627907,43,False,False,middle_performer,False,desempeño intermedio relativo
HUN,Hungary,Europe & Central Asia,High income,80.86,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,11.0,33.0,0.7674418604651163,43,False,False,high_performer,False,desempeño alto relativo
DNK,Denmark,Europe & Central Asia,High income,70.54,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,22.0,21.0,0.5,43,False,False,middle_performer,False,desempeño intermedio relativo
DEU,Germany,Europe & Central Asia,High income,80.18,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,12.0,32.0,0.7441860465116279,43,False,False,middle_performer,False,desempeño intermedio relativo
POL,Poland,Europe & Central Asia,High income,54.59,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,33.0,11.0,0.2558139534883721,43,False,False,low_performer,False,desempeño bajo relativo
TWN,Taiwan,,,77.15,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,16.0,28.0,0.6511627906976745,43,False,False,middle_performer,False,desempeño intermedio relativo
CZE,Czech Republic,Europe & Central Asia,High income,46.15,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,38.0,6.0,0.13953488372093023,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ITA,Italy,Europe & Central Asia,High income,46.42,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,37.0,7.0,0.16279069767441862,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
BGR,Bulgaria,Europe & Central Asia,High income,35.0,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,41.0,3.0,0.06976744186046512,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
FIN,Finland,Europe & Central Asia,High income,74.3,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,17.0,27.0,0.627906976744186,43,False,False,middle_performer,False,desempeño intermedio relativo
CRI,Costa Rica,Latin America & Caribbean ,High income,21.43,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,43.0,1.0,0.023255813953488372,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
CHL,Chile,Latin America & Caribbean ,High income,45.0,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,39.0,5.0,0.11627906976744186,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
USA,United States,North America,High income,87.9,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,7.0,37.0,0.8604651162790697,43,False,False,high_performer,False,desempeño alto relativo
CHN,China,East Asia & Pacific,Upper middle income,41.65,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,40.0,4.0,0.09302325581395349,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
IND,India,South Asia,Lower middle income,71.19,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,20.0,24.0,0.5581395348837209,43,False,False,middle_performer,False,desempeño intermedio relativo
JPN,Japan,East Asia & Pacific,High income,71.86,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,19.0,25.0,0.5813953488372093,43,False,False,middle_performer,False,desempeño intermedio relativo
EST,Estonia,Europe & Central Asia,High income,99.38,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,1.0,43.0,1.0,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
ARG,Argentina,Latin America & Caribbean ,Upper middle income,55.71,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,30.0,14.0,0.32558139534883723,43,False,False,low_performer,False,desempeño bajo relativo
BRA,Brazil,Latin America & Caribbean ,Upper middle income,91.91,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
COL,Colombia,Latin America & Caribbean ,Upper middle income,56.09,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,29.0,15.0,0.3488372093023256,43,False,False,low_performer,False,desempeño bajo relativo
MEX,Mexico,Latin America & Caribbean ,Upper middle income,54.87,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,32.0,12.0,0.27906976744186046,43,False,False,low_performer,False,desempeño bajo relativo
PER,Peru,Latin America & Caribbean ,Upper middle income,84.86,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,9.0,35.0,0.813953488372093,43,False,False,high_performer,False,desempeño alto relativo
URY,Uruguay,Latin America & Caribbean ,High income,77.85,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,14.0,30.0,0.6976744186046512,43,False,False,middle_performer,False,desempeño intermedio relativo
GRC,Greece,Europe & Central Asia,High income,70.65,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,21.0,23.0,0.5348837209302325,43,False,False,middle_performer,False,desempeño intermedio relativo
ROU,Romania,Europe & Central Asia,High income,28.45,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,42.0,2.0,0.046511627906976744,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
HRV,Croatia,Europe & Central Asia,High income,55.0,Q6,Sector público,oxford_government_digital_policy,oxford_government_digital_policy,observed_or_score,31.0,13.0,0.3023255813953488,43,False,False,low_performer,False,desempeño bajo relativo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
SGP,Singapore,East Asia & Pacific,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
NOR,Norway,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
IRL,Ireland,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
FRA,France,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
ESP,Spain,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
NZL,New Zealand,East Asia & Pacific,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
GBR,United Kingdom,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
AUS,Australia,East Asia & Pacific,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
BEL,Belgium,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
CAN,Canada,North America,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
CHE,Switzerland,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
SWE,Sweden,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
AUT,Austria,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
KOR,South Korea,East Asia & Pacific,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
HUN,Hungary,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
DNK,Denmark,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
DEU,Germany,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
POL,Poland,Europe & Central Asia,High income,0.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,42.0,1.0,0.03488372093023256,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
TWN,Taiwan,,,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
CZE,Czech Republic,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
ITA,Italy,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
BGR,Bulgaria,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
FIN,Finland,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
CRI,Costa Rica,Latin America & Caribbean ,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
CHL,Chile,Latin America & Caribbean ,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
USA,United States,North America,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
CHN,China,East Asia & Pacific,Upper middle income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
IND,India,South Asia,Lower middle income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
JPN,Japan,East Asia & Pacific,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
EST,Estonia,Europe & Central Asia,High income,100.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,1.0,29.0,0.8372093023255814,43,True,False,high_performer,False,desempeño alto relativo
ARG,Argentina,Latin America & Caribbean ,Upper middle income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
BRA,Brazil,Latin America & Caribbean ,Upper middle income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
COL,Colombia,Latin America & Caribbean ,Upper middle income,0.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,42.0,1.0,0.03488372093023256,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
MEX,Mexico,Latin America & Caribbean ,Upper middle income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
PER,Peru,Latin America & Caribbean ,Upper middle income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
URY,Uruguay,Latin America & Caribbean ,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
GRC,Greece,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
ROU,Romania,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
HRV,Croatia,Europe & Central Asia,High income,50.0,Q6,Sector público,oxford_ind_data_governance,oxford_ind_data_governance,observed_or_score,16.0,3.0,0.36046511627906974,43,False,True,low_performer,False,desempeño bajo relativo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,78.88630175,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,35.0,9.0,0.20930232558139536,43,False,False,low_performer,False,desempeño bajo relativo
SGP,Singapore,East Asia & Pacific,High income,89.90285165,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,21.0,23.0,0.5348837209302325,43,False,False,middle_performer,False,desempeño intermedio relativo
NOR,Norway,Europe & Central Asia,High income,96.34582842,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,4.0,40.0,0.9302325581395349,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
IRL,Ireland,Europe & Central Asia,High income,94.13709482,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,10.0,34.0,0.7906976744186046,43,False,False,high_performer,False,desempeño alto relativo
FRA,France,Europe & Central Asia,High income,91.44377087,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,17.0,27.0,0.627906976744186,43,False,False,middle_performer,False,desempeño intermedio relativo
ESP,Spain,Europe & Central Asia,High income,89.85078595,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,22.0,22.0,0.5116279069767442,43,False,False,middle_performer,False,desempeño intermedio relativo
NZL,New Zealand,East Asia & Pacific,High income,94.25134308,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,8.0,36.0,0.8372093023255814,43,False,False,high_performer,False,desempeño alto relativo
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,96.41650674,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,3.0,41.0,0.9534883720930233,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
GBR,United Kingdom,Europe & Central Asia,High income,93.87755175,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,12.0,32.0,0.7441860465116279,43,False,False,middle_performer,False,desempeño intermedio relativo
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,79.28588531,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,34.0,10.0,0.23255813953488372,43,False,False,low_performer,False,desempeño bajo relativo
AUS,Australia,East Asia & Pacific,High income,96.1843043,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,6.0,38.0,0.8837209302325582,43,False,False,high_performer,False,desempeño alto relativo
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,87.45224258,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,26.0,18.0,0.4186046511627907,43,False,False,middle_performer,False,desempeño intermedio relativo
BEL,Belgium,Europe & Central Asia,High income,92.00044939,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,15.0,29.0,0.6744186046511628,43,False,False,middle_performer,False,desempeño intermedio relativo
CAN,Canada,North America,High income,94.13656235,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,11.0,33.0,0.7674418604651163,43,False,False,high_performer,False,desempeño alto relativo
CHE,Switzerland,Europe & Central Asia,High income,95.11859838,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,7.0,37.0,0.8604651162790697,43,False,False,high_performer,False,desempeño alto relativo
SWE,Sweden,Europe & Central Asia,High income,96.22510355,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
AUT,Austria,Europe & Central Asia,High income,91.7245832,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,16.0,28.0,0.6511627906976745,43,False,False,middle_performer,False,desempeño intermedio relativo
KOR,South Korea,East Asia & Pacific,High income,89.90837904,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,20.0,24.0,0.5581395348837209,43,False,False,middle_performer,False,desempeño intermedio relativo
HUN,Hungary,Europe & Central Asia,High income,81.41169254,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,31.0,13.0,0.3023255813953488,43,False,False,low_performer,False,desempeño bajo relativo
DNK,Denmark,Europe & Central Asia,High income,97.37684188,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,1.0,43.0,1.0,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
DEU,Germany,Europe & Central Asia,High income,94.18942638,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,9.0,35.0,0.813953488372093,43,False,False,high_performer,False,desempeño alto relativo
POL,Poland,Europe & Central Asia,High income,85.8471946,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,27.0,17.0,0.3953488372093023,43,False,False,low_performer,False,desempeño bajo relativo
TWN,Taiwan,,,90.7954344,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,19.0,25.0,0.5813953488372093,43,False,False,middle_performer,False,desempeño intermedio relativo
CZE,Czech Republic,Europe & Central Asia,High income,89.4051722,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,23.0,21.0,0.4883720930232558,43,False,False,middle_performer,False,desempeño intermedio relativo
ITA,Italy,Europe & Central Asia,High income,89.25821821,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,24.0,20.0,0.46511627906976744,43,False,False,middle_performer,False,desempeño intermedio relativo
BGR,Bulgaria,Europe & Central Asia,High income,59.07425136,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,43.0,1.0,0.023255813953488372,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
FIN,Finland,Europe & Central Asia,High income,96.88326238,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,2.0,42.0,0.9767441860465116,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
CRI,Costa Rica,Latin America & Caribbean ,High income,83.48130678,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,29.0,15.0,0.3488372093023256,43,False,False,low_performer,False,desempeño bajo relativo
CHL,Chile,Latin America & Caribbean ,High income,83.84468047,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,28.0,16.0,0.37209302325581395,43,False,False,low_performer,False,desempeño bajo relativo
USA,United States,North America,High income,91.1380571,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,18.0,26.0,0.6046511627906976,43,False,False,middle_performer,False,desempeño intermedio relativo
CHN,China,East Asia & Pacific,Upper middle income,68.96736759,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,41.0,3.0,0.06976744186046512,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
IND,India,South Asia,Lower middle income,80.02717556,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,33.0,11.0,0.2558139534883721,43,False,False,low_performer,False,desempeño bajo relativo
JPN,Japan,East Asia & Pacific,High income,92.24036432,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,13.0,31.0,0.7209302325581395,43,False,False,middle_performer,False,desempeño intermedio relativo
EST,Estonia,Europe & Central Asia,High income,92.17699423,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,14.0,30.0,0.6976744186046512,43,False,False,middle_performer,False,desempeño intermedio relativo
ARG,Argentina,Latin America & Caribbean ,Upper middle income,71.34380001,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,39.0,5.0,0.11627906976744186,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
BRA,Brazil,Latin America & Caribbean ,Upper middle income,80.52193576,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,32.0,12.0,0.27906976744186046,43,False,False,low_performer,False,desempeño bajo relativo
COL,Colombia,Latin America & Caribbean ,Upper middle income,74.95060726,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,38.0,6.0,0.13953488372093023,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
MEX,Mexico,Latin America & Caribbean ,Upper middle income,76.12917443,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,37.0,7.0,0.16279069767441862,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
PER,Peru,Latin America & Caribbean ,Upper middle income,78.63215645,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,36.0,8.0,0.18604651162790697,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
URY,Uruguay,Latin America & Caribbean ,High income,69.22651663,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,40.0,4.0,0.09302325581395349,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
GRC,Greece,Europe & Central Asia,High income,87.84038176,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,25.0,19.0,0.4418604651162791,43,False,False,middle_performer,False,desempeño intermedio relativo
ROU,Romania,Europe & Central Asia,High income,82.80649914,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,30.0,14.0,0.32558139534883723,43,False,False,low_performer,False,desempeño bajo relativo
HRV,Croatia,Europe & Central Asia,High income,63.87893804,Q6,Sector público,oxford_governance_ethics,oxford_governance_ethics,observed_or_score,42.0,2.0,0.046511627906976744,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.065739706158638,Q6,Sector público,oecd_2_indigo_oecd_indigo_score,oecd_2_indigo_oecd_indigo_score,observed_or_score,37.0,7.0,0.16279069767441862,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
SGP,Singapore,East Asia & Pacific,High income,0.0721943229436874,Q6,Sector público,oecd_2_indigo_oecd_indigo_score,oecd_2_indigo_oecd_indigo_score,observed_or_score,35.0,9.0,0.20930232558139536,43,False,False,low_performer,False,desempeño bajo relativo
NOR,Norway,Europe & Central Asia,High income,0.1109244823455811,Q6,Sector público,oecd_2_indigo_oecd_indigo_score,oecd_2_indigo_oecd_indigo_score,observed_or_score,21.0,23.0,0.5348837209302325,43,False,False,middle_performer,False,desempeño intermedio relativo
IRL,Ireland,Europe & Central Asia,High income,0.1252350062131882,Q6,Sector público,oecd_2_indigo_oecd_indigo_score,oecd_2_indigo_oecd_indigo_score,observed_or_score,3.0,41.0,0.9534883720930233,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
FRA,France,Europe & Central Asia,High income,0.1394549906253815,Q6,Sector público,oecd_2_indigo_oecd_indigo_score,oecd_2_indigo_oecd_indigo_score,observed_or_score,2.0,42.0,0.9767441860465116,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
ESP,Spain,Europe & Central Asia,High income,0.1156119853258133,Q6,Sector público,oecd_2_indigo_oecd_indigo_score,oecd_2_indigo_oecd_indigo_score,observed_or_score,7.0,27.0,0.7441860465116279,43,False,False,middle_performer,False,desempeño intermedio relativo
NZL,New Zealand,East Asia & Pacific,High income,0.0943123772740364,Q6,Sector público,oecd_2_indigo_oecd_indigo_score,oecd_2_indigo_oecd_indigo_score,observed_or_score,27.0,17.0,0.3953488372093023,43,False,False,low_performer,False,desempeño bajo relativo
