STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,REGULATORY_CATEGORY,Regulatory category,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2021,,0.45,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2021,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,EST,Estonia,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,0.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2021,,0.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2021,,0.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2021,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2021,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FIN,Finland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2021,,0.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2021,,0.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2021,,1.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2021,,0.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2021,,0.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2021,,0.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,1.58,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,FRA,France,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2021,,0.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,2.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2021,,2.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2021,,0.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2021,,0.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2021,,0.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,DEU,Germany,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2021,,0.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,0.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2021,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2021,,0.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2021,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.05,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2021,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.05,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2021,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,GRC,Greece,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2021,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.06,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2021,,0.06,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,0.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2021,,0.55,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2021,,0.34,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,HUN,Hungary,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2021,,0.36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2021,,0.37,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2021,,0.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2021,,0.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2021,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISL,Iceland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,0.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,0.5,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_TR,Transparency,REG,Regulatory governance,2021,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,IRL,Ireland,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S,Subordinate regulations,REG,Regulatory governance,2021,,0.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_M,Methodology,REG,Regulatory governance,2021,,0.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P,Primary laws,REG,Regulatory governance,2021,,1.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_O,Oversight,REG,Regulatory governance,2021,,0.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_SA,Systematic adoption,REG,Regulatory governance,2021,,0.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_O,Oversight,REG,Regulatory governance,2021,,0.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_M,Methodology,REG,Regulatory governance,2021,,0.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,S_SA,Systematic adoption,REG,Regulatory governance,2021,,0.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV_REG@DF_GOV_REG_2025(1.0),"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",I,A,Annual,ISR,Israel,EPE,Ex post evaluation,IX,Index,_Z,Not applicable,2025,2025,P_TR,Transparency,REG,Regulatory governance,2021,,0.29,,A,Normal value,0,Units,_Z,Not applicable,,
