STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,ACTIVITY,Economic activity,POL_CAT,Policy category,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observational value,DECIMALS,Decimals,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,KGZ,Kyrgyzstan,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0015,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,KEN,Kenya,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00028125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,KAZ,Kazakhstan,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0009625,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,JOR,Jordan,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00103125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,IND,India,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0071125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SWZ,Eswatini,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00609375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,EGY,Egypt,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00714375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CHN,China (People’s Republic of),_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0006,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BGR,Bulgaria,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0012,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BRA,Brazil,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00126875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BLR,Belarus,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0013625,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BGD,Bangladesh,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0007,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AZE,Azerbaijan,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0024625,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ARG,Argentina,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.001125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AGO,Angola,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00075,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DZA,Algeria,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0030075,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,USA,United States,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0057375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,TUR,Türkiye,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00203125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ESP,Spain,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0007425,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,PRT,Portugal,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000315,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,POL,Poland,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000418125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NOR,Norway,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00121,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NZL,New Zealand,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00025,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NLD,Netherlands,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000315,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LUX,Luxembourg,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000195,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LTU,Lithuania,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0002775,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,KOR,Korea,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00235,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,JPN,Japan,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0036875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ITA,Italy,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00136875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ISR,Israel,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00475,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,HUN,Hungary,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0006675,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,GRC,Greece,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00150375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DEU,Germany,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000675,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,FRA,France,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000890625,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,FIN,Finland,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.0006,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,EST,Estonia,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.00024,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DNK,Denmark,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000315,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CRI,Costa Rica,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000178125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,COL,Colombia,_T,Total - All activities,CLAS1_3,Restrictions on key foreign personnel,RR,Regulatory restrictiveness,IX,Index,2024,,0.000528125,,5,Five,0,Units,A,Normal value
