iso3,region,income_group,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,oxford_dimension_ai_sector_maturity,oxford_dimension_human_capital,oxford_dimension_data_quality,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_societal_transition,oxford_dimension_ai_technology_diffusion,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_high_tech_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.1,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.2.24,stanford_fig_4.2.25,stanford_fig_4.2.7,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.15,stanford_fig_4.3.16,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.4.12,stanford_fig_4.4.2,stanford_fig_4.4.5,stanford_fig_4.4.6,stanford_fig_1.1.11,stanford_fig_1.3.3,stanford_fig_6.2.1,stanford_fig_6.2.20,stanford_fig_6.2.8,wb_ict_service_exports_pct,stanford_fig_1.2.4,stanford_fig_1.3.12,stanford_fig_1.3.25,stanford_fig_1.4.6,stanford_fig_6.2.15,stanford_fig_6.2.16,oecd_year_enacted,stanford_fig_4.2.2,stanford_fig_1.2.5,stanford_fig_6.2.17,stanford_fig_6.2.3,stanford_fig_6.2.4,stanford_fig_6.3.1,stanford_fig_6.3.2,stanford_fig_6.3.3,stanford_fig_6.3.4,stanford_fig_6.3.5,iapp_year_enacted,stanford_fig_6.3.8,stanford_fig_4.5.4,stanford_fig_4.5.7,stanford_fig_1.3.1,oxford_dimension_policy_commitment,oxford_dimension_enabling_technical_infrastructure,oxford_dimension_governance_principles,wipo_income_group,wipo_research_and_development,wipo_information_and_communication_technologies,wipo_trade_diversification,oecd_has_ai_law_2024,oecd_regulatory_approach_2024,oecd_regulatory_intensity_2024,oecd_enforcement_level_2024,oecd_thematic_coverage_2024,stanford_fig_4.4.4,stanford_fig_4.4.7,stanford_fig_4.5.5,wipo_information_and_communication_technology_ict,wb_year,wb_education_expenditure_pct_gdp,wb_exports_pct_gdp,wb_internet_penetration,wb_mobile_subscriptions_per100,wb_patent_applications_residents,wb_rd_expenditure,wb_rd_expenditure_pct_gdp,wb_tertiary_education,iapp_approach_ordinal,iapp_enforcement_ordinal,income_ordinal,gdpr_eu_adequacy,gdpr_eu_eea_member,gdpr_eu_eu_member,legal_English,legal_French,legal_German,legal_Scandinavian,legal_Socialist,region_simplified,region_africa,region_asia,region_europe,region_latam,region_mena,region_north_america,region_other,region_south_asia,fh_status_ordinal
MNG,East Asia,LM,0,light_touch,1,none,1,40.86,94,35.0,44.37,49.0,69.4,20.5,33.84,5.84,50.0,78.8,26.33,1.43,28.76,68.32,50.0,60.0,41.34,37.68,12.6,14.3,1.7,F,84.0,36.0,48.0,2025.0,1,2.0,2021.0,0,none,0,Socialist,0,26.6945540254358,78.0,UM,"South East Asia, East Asia, and Oceania",19063.37,3475.54,25.2631659741468,27.4900834520396,2.15676066589544,39.4178120171312,8.5314365989288,8.45035322900195,51.0893213373369,33.9442966993197,26.080459528445,72.6898133785187,38.3614877689468,29.7665550530268,14.4692871362911,27.6192270616309,45.775956428596,35.8766518331113,66.6666666666667,,25.9532506315221,15.8206421061306,23.151592967331,7.05952249929086,17.25081085177,42.0477125883055,21.0240926825912,22.1811540692961,36.590833096591,1.62108700908475,25.5309702389133,33.5167487662535,,,,,,,,,,,,,,18.9440212140792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0084,,,,,,,,,,4.06157059671248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,asia,0,1,0,0,0,0,0,0,
MUS,Sub-Saharan Africa,UM,0,strategy_led,2,low,5,52.76,67,65.5,48.72,72.5,65.63,38.52,36.76,7.19,70.0,81.26,33.33,,,,,,,,,,,F,84.0,36.0,48.0,2025.0,1,2.0,2017.0,1,none,1,French,0,32.5030604688201,53.0,UM,Sub-Saharan Africa,32062.71,1271.17,54.9871889867543,25.6296113959724,16.3363972329603,25.6023426277342,32.8627561370999,20.5922048958356,58.2789677892631,14.9782326755588,31.0020685409256,66.0673777531969,33.8792717748638,41.5704010744452,29.5813970013687,19.5566238396158,75.1224472011214,66.577295344587,29.9975006165195,62.3050834347543,22.0377274470877,13.5109050514974,8.66742775754196,16.0896077911452,15.7756796058051,25.2697097394608,50.7637583158774,26.0779720449375,69.6222498458853,2.64136773691936,32.0858700965942,57.1234353757781,,,,,,,,,,,,,,2.14379472409531,2024.0,1.0,strategy_led,5.0,medium,6.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,0.0107355979335282,,,1.0,1.318923138,2018.0,,0.022,,,,,,,0.0,,,3.58188640012572,,,,,11.0,88.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,1,0,0,0,africa,1,0,0,0,0,0,0,0,
MYS,SE Asia,UM,0,strategy_led,3,low,6,62.34,38,80.5,60.52,78.48,64.78,55.36,38.33,19.78,70.0,63.95,33.33,,,,,,,,18.3,19.7,1.4,PF,53.0,22.0,31.0,2025.0,1,2.0,2010.0,1,none,1,English,1,40.5814895487474,34.0,UM,"South East Asia, East Asia, and Oceania",41021.96,35557.67,72.2988626149083,36.970123291383,32.31452831924,31.6898959439674,67.5443466597642,15.9163425119178,44.116408701222,39.0267081155604,41.4622469330839,82.3437394843081,45.7622633705954,49.6562356287319,33.8047195921323,31.3072693486597,75.6288581999662,69.0929933731988,34.8892030627938,29.403651990444,40.9557721029365,30.924642753352,13.2759654010584,42.667211480905,36.8307513780926,36.1498781790801,54.9935511753985,24.6666493310418,59.3512593047218,30.9837665217491,49.2865655762806,68.0326548759872,38779.2830442253,0.875369668006897,0.660894274711609,0.571915447711945,0.295621365308762,0.0876194089651108,0.16851469874382,422227005428.688,35557673.0,18384977.0,15593246086.7664,1.834100204499,3.846,51.5927774360365,2024.0,0.0,light_touch,2.0,none,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,1.0,15.0,,,0.0643,0.427439288,,,,,,,0.0,,,7.29165008840823,0.042703048,,,,44.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51480007171631,71.3410849829908,98.0206,142.732,883.0,0.95055,,38.5013945445142,2,1,1,0,0,0,1,0,0,0,0,asia,0,1,0,0,0,0,0,0,
NGA,Sub-Saharan Africa,LM,0,strategy_led,3,low,7,50.79,70,80.5,39.1,78.13,47.46,39.45,42.66,9.27,70.0,54.93,66.67,,,,,,,,8.7,9.3,0.6,PF,43.0,21.0,22.0,2025.0,1,2.0,2023.0,1,none,1,English,1,21.0815209410651,105.0,LM,Sub-Saharan Africa,6542.59,232679.48,29.2899872449984,19.5459460252531,0.581614521829026,17.7889821029956,3.80476829596836,5.93487451686057,75.5980609336879,16.4788947479549,27.3087256198658,36.7394580820314,19.7177424489489,20.5799446477496,12.2146198308359,13.6321024749822,19.4740154570847,21.1054323125021,24.39381393115,11.6069001114488,17.8729705388329,9.47522284696872,7.28663031499569,1.34723659229709,19.7918016336134,28.5502477060904,15.2218768321779,21.7866860278535,14.5522942354233,1.16193211252412,5.1661838133853,30.2539620891166,9086.87550609627,-0.847906708717346,-0.936865150928497,-0.887689292430878,-1.04097437858582,-0.548258185386658,-1.7684383392334,252261880141.151,232679478.0,113320742.0,1080310701.18297,33.2420966545406,3.045,1.48240117353044,2024.0,0.0,light_touch,4.0,none,6.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2014.0,24.97%,1/1/18,0.86,Female,1.64%,157%,2016.0,2016.0,1.26,1/1/23,,,,39.0,239.0,,,0.847717123,7.27106726,,,,,4.0,11.0,0.0,,,4.28101540058254,0.980119128,,,,85.0,331.0,,,25.45910977,,,,36.56407878235948,40.0,276.711071,378.4244997,16.84187894450524,,,,,,,,,,,,,,,,,,,,,,,0.319069049792343,,39.2136,98.4773,410.0,0.28444,,,2,1,0,0,0,0,1,0,0,0,0,africa,1,0,0,0,0,0,0,0,
NLD,Europe,HI,1,comprehensive,10,high,14,77.18,4,92.0,69.85,94.19,94.01,62.5,66.61,39.17,80.0,98.03,66.67,46.51,78.49,88.87,88.38,90.0,66.55,67.82,36.3,38.9,2.6,F,97.0,39.0,58.0,2025.0,1,3.0,2018.0,1,eu_member,1,French,0,57.035492429262,8.0,HI,Europe,81494.63,18228.74,73.3863837080044,62.4707376593728,40.0754666521675,55.923825013253,59.4376966236545,23.1575632811887,62.2102149500281,46.4578092800854,56.0988306994903,91.5267349126119,53.7140358246287,61.9398626604729,62.0128918501496,55.7262102538514,81.6171812925887,81.3646154673126,46.6290485704696,39.3453725731943,57.7163037181894,55.5285954944497,63.3689293567024,53.8126878804037,49.4041692462431,67.6830174097796,56.0510936515603,90.3617362599052,89.0902814013447,63.804307286861,42.2819698615817,69.3702117578322,86173.6290841738,1.62553191184998,1.79096639156342,1.64250445365906,1.86710047721863,1.55626440048218,0.658281981945038,1214927698572.66,17993485.0,10314837.0,-17058018836.8683,3.34754304219953,3.7,23.0482346929973,2024.0,0.0,light_touch,11.0,medium,23.0,23.0,0.0,22.0,0.0,6.0,1.0,1.0,2014.0,8.57%,1/1/18,0.92,Female,1.07%,84%,2016.0,2016.0,0.92,1/1/23,,,,24.0,116.0,,,1.090665984,3.089097178,,,,,,6.0,0.0,,,9.19705544094305,0.402749504,,,,23.0,120.0,,,10.27996108,,,,7.066898100739291,28.0,171.246513,40.17719416,,2024.0,,,,,,,,,,,,,,,,,,,,,,5.17918014526367,82.4303604853273,97.0068,117.352,2080.0,2.25533,,86.5938262939453,3,3,2,0,0,1,0,1,0,0,0,europe,0,0,1,0,0,0,0,0,
NOR,Europe-Other,HI,0,strategy_led,4,medium,8,74.84,10,88.0,65.67,94.02,84.17,60.57,77.5,18.92,70.0,97.79,66.67,38.45,79.77,92.01,88.05,70.54,88.33,70.87,45.3,46.4,1.1,F,100.0,40.0,60.0,2025.0,1,3.0,2018.0,1,eea_member,1,Scandinavian,0,49.2378087475471,20.0,HI,Europe,103446.04,5576.66,68.7735148240432,51.1828415764032,30.8394126793775,43.4367633731665,51.6240830565256,45.0283349036155,64.2514072076784,66.5781580785238,50.9413005168847,82.2691431673714,64.6252120498369,59.044000110661,54.4055416212933,39.076266323116,93.0203837844327,83.2700914776109,35.9833341214112,23.1957534418622,37.185612470706,34.7157692730656,45.9643197720275,19.5744089125682,38.608579134601,61.9573706372103,45.2005549325692,70.9409725704661,88.0163758243569,49.5666954110519,39.0057989319237,60.7818282993198,102037.526800237,1.79993534088135,1.59752345085144,1.83398151397705,2.11352157592773,1.77725434303284,0.892857432365417,483592648313.301,5572279.0,3074577.0,12044176872.556,3.14530134431073,4.0,22.4920145628444,2024.0,1.0,regulation_focused,14.0,medium,0.0,18.0,2.0,9.0,0.0,6.0,1.0,1.0,,13.33%,1/1/18,0.46,Female,0.66%,158%,2016.0,2016.0,0.55,1/1/23,,,,9.0,50.0,,,0.19464037,0.759006546,,,,,,1.0,0.0,,6.0,6.34306449310678,0.090586373,,,,0.0,0.0,2018.0,,,,,,25.82677709636227,11.0,625.3652844,472.7983633,,,,,,,,,,,,,,,,,,,82%,73.70%,,,,5.45586013793945,47.4917090116126,99.0,111.657,946.0,1.55752,,95.0573806762695,2,2,2,0,1,0,0,0,0,1,0,europe,0,0,1,0,0,0,0,0,
NZL,Oceania,HI,0,strategy_led,4,medium,9,62.7,37,92.0,57.24,71.88,64.32,49.33,64.3,12.18,80.0,48.63,59.67,32.49,57.24,88.12,70.0,80.0,68.93,63.88,37.6,40.5,2.9,F,99.0,40.0,59.0,2025.0,1,3.0,2020.0,1,adequacy,1,English,1,45.4891781536966,26.0,HI,"South East Asia, East Asia, and Oceania",52983.05,5213.94,71.2719149632346,52.8860235327345,20.9392383714973,40.2720971584619,54.2854034310489,30.7298848743733,63.0986129440794,46.1579541823111,49.7803984912258,92.2543092020136,56.3807160862327,57.3386215009537,52.0544358122921,34.3876514507321,85.1636379792262,82.866879936296,41.6274447499377,23.3140510938987,46.0227517276311,28.5032057430023,34.9429072271016,28.0899042168281,22.4768057850773,60.5808830582803,44.7790894582797,56.8942607624749,92.1650868664274,44.0306179991188,42.2119645304792,56.7378138498915,55551.143658637,1.5299768447876,1.91022837162018,1.70570802688599,2.08409547805786,1.68778347969055,1.35856962203979,260172385097.616,5287500.0,3054575.0,1759833655.17085,2.92279782301957,4.724,9.86594609152879,2024.0,1.0,regulation_focused,7.0,medium,5.0,10.0,1.0,7.0,0.0,5.0,1.0,1.0,,12.73%,1/1/18,0.39,Female,0.64%,104%,2016.0,2016.0,-0.23,1/1/22,,,,2.0,27.0,,,0.010355605,0.354527332,,,,,,,0.0,,,4.9623619824799,0.076582872,,,,12.0,73.0,2020.0,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27568006515503,24.805238610326,96.1638,126.855,330.0,1.46569,,76.3811416625977,2,2,2,1,0,0,1,0,0,0,0,other,0,0,0,0,0,0,1,0,
PAK,South Asia,LM,0,strategy_led,2,low,3,45.38,81,61.5,41.23,61.25,36.51,36.95,50.21,9.99,60.0,59.1,66.67,,,,,,,,9.7,10.3,0.7,NF,27.0,12.0,15.0,2025.0,0,1.0,2020.0,0,none,0,English,1,22.0640834582869,99.0,LM,Central and Southern Asia,6715.3,251269.16,28.4123413700653,24.8670607800166,1.46304592639826,22.585922426444,13.1748343994354,14.9437482450007,31.1170908248701,2.18378767553197,15.4158180609381,46.2016614605331,21.1097324603553,22.2005159685894,25.1429704536217,21.8116867228229,25.8474425807837,25.2703953029493,31.1791787718349,5.09194141299775,29.2903444186903,21.0374510192018,18.8111906296394,15.379953591379,28.9212088365869,20.1678674677376,24.339573238688,26.522286235708,21.5514019579988,8.8553858995604,6.27497745838381,54.7519439036308,,,,,,,,,,,,,,2.30269691786268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0096590376737,0.001212099,,,,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0,0,0,0,south_asia,0,0,0,0,0,0,0,1,
PAN,LATAM,HI,0,strategy_led,2,low,2,39.3,102,23.0,53.03,41.75,61.33,20.84,30.73,8.67,20.0,62.01,22.0,,,,,,,,20.3,21.5,1.2,F,83.0,36.0,47.0,2025.0,1,2.0,2019.0,1,none,1,French,0,25.8798675140179,82.0,HI,Latin America and the Caribbean,41292.26,4515.58,34.7307511630105,18.3897086951914,30.987042533797,24.7798260480336,28.5706542779949,27.4402919960308,44.1851200795698,39.1102913340714,22.0795120816797,65.0544708170577,43.8683513823866,29.9118983206021,16.345810476208,19.5735924044457,51.9937011548727,42.022562111691,19.6372886047861,4.17209413167181,14.7679049124889,14.3673587608577,4.51697194434117,16.8430264945342,21.7420778436978,24.0554106968774,23.1993573320615,28.8576844487652,39.3432340171897,1.94061015680529,20.112806008664,36.8553235865178,,,,,,,,,,,,,,0.295190561101589,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69%,42.0,388.0,,,0.927028226,5.892677976,,,,,,10.0,1.0,,,3.5406650582061,4.577701054,,,,5.0,25.0,,,3.652353356,3.0,,4.0,,,,,,,,46.1,-9%,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,2,1,2,0,0,0,0,1,0,0,0,latam,0,0,0,1,0,0,0,0,
PER,LATAM,UM,1,comprehensive,6,medium,9,56.52,60,72.5,45.52,72.5,90.4,31.57,55.57,8.12,50.0,95.94,66.67,,,,,,,,13.4,14.7,1.2,PF,66.0,28.0,38.0,2025.0,1,2.0,2011.0,1,none,1,French,0,26.4660453517052,80.0,UM,Latin America and the Caribbean,17775.18,34217.85,37.3625494986585,24.2270162299287,5.0854067831304,21.8058942064179,42.3742878456661,30.9204194578429,43.4280195472587,23.5626753240883,35.5019040463339,74.9225569064098,43.135217229447,36.0099735581245,12.4217343923989,17.3880624778043,45.4637364509529,40.1650305591537,29.4994312701331,4.52091305293238,28.1984220174622,12.9702307491907,11.2876594398496,8.07877539770976,19.5442574100127,32.060892279925,37.0206997257592,23.139307502275,37.6688057278498,7.0404900761814,56.0372025155617,64.1668982786791,17802.4182498972,-0.491872787475586,0.292205184698105,-0.538132667541504,-0.721040904521942,0.060481496155262,-0.52178555727005,289221969062.941,34217848.0,18941504.0,6799395299.75657,2.00770739412712,5.199,4.07500438789898,2024.0,0.0,light_touch,10.0,medium,1.0,16.0,0.0,15.0,0.0,7.0,1.0,1.0,,,,,,,,,,,,2.00%,0.0019638288902795,,1.0,1.0,0.067700002,2019.0,0.002,0.002,Little or no change,Advanced industries ,19%,2023.0,,,,2024.0,,1.68111699951174,,,2021-09-10,,,,,,,,,,,,,,,2023.0,,,,,,,,,,,,,,,,,,,,,,4.23516988754272,28.5375908827221,81.9571,121.975,94.0,0.16178,,71.2404708862305,3,2,1,0,0,0,0,1,0,0,0,latam,0,0,0,1,0,0,0,0,
PHL,SE Asia,LM,0,strategy_led,2,low,4,60.51,43,84.5,49.5,83.34,69.17,43.96,58.17,10.39,80.0,95.14,66.67,,,,,,,,17.1,18.3,1.2,PF,58.0,25.0,33.0,2025.0,1,2.0,2012.0,1,none,1,French,0,33.5939127875318,50.0,LM,"South East Asia, East Asia, and Oceania",12079.57,115843.67,53.632147978184,36.6941813378251,16.3550065108025,26.2442673138514,7.99696623413322,17.346820143186,33.0385747846052,28.793092694959,26.1518609025902,56.7282207203793,34.2893778528414,34.8112491125432,29.082432706625,27.4527092733202,51.8372811729892,47.2324967196865,31.8751424193667,13.1292330173929,47.7436739559004,28.661151232789,13.3912988397401,43.1978517867192,29.3943030719077,33.2564373509498,29.6883287497729,24.8717779058697,36.2280610078864,7.22834195905246,38.188665964113,67.9387869977926,11794.1375488492,0.154091909527779,0.16425496339798,-0.41814711689949,-0.537639975547791,-0.0168379731476307,-0.566050469875336,461617509782.355,115843670.0,51307682.0,9440028898.64281,3.21260487006347,2.202,62.2466747019023,,,,,,,,,,,,,,,,,,,,,,,,,,0.0104737540814909,,2.0,5.0,,,0.0055,0.021,,,,,,,6.0,,,14.7780281734487,0.000870389,,,,5.0,8.0,,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92501087473821,25.7734411549927,83.7661,117.276,490.0,0.32222,,47.4134996154186,2,1,0,0,0,0,0,1,0,0,0,asia,0,1,0,0,0,0,0,0,
POL,Europe,HI,1,comprehensive,10,high,14,69.14,24,96.0,64.79,85.0,74.84,47.18,75.73,33.27,90.0,95.09,95.67,36.11,52.98,87.87,70.0,54.59,55.79,56.14,26.4,28.5,2.1,F,81.0,34.0,47.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,37.7080354431444,39.0,HI,Europe,51628.83,38539.2,17.6293576838079,38.0149708146227,27.8897786087318,38.0556535526162,20.7427840042045,17.3674817057492,60.2607572746064,36.9303212910977,42.6283530177312,83.0131888686202,45.7703306218224,40.9779049578425,23.136075543187,33.0309335542818,58.7132965692685,44.9246645477198,40.7056987158775,5.74771831105972,39.7648335513827,28.0062135559473,23.9654766241817,29.9083994822356,30.1447645614247,51.1440033492985,33.5512057873163,42.9214381699783,58.4313393900831,34.5096272817137,33.1146744968735,74.1631150466849,51262.5105756884,0.421437799930573,0.780193567276001,0.458741247653961,0.565399944782257,0.626450896263123,0.559584558010101,917767106146.761,36559233.0,18269205.0,20606000000.0,3.7842600751287,2.807,9.8529348361967,2024.0,0.0,light_touch,8.0,none,19.0,13.0,0.0,13.0,0.0,1.0,1.0,1.0,,13.05%,1/1/18,0.78,Female,0.94%,110%,2016.0,2016.0,0.95,1/1/23,,0.3892308860534109,,5.0,48.0,,,0.03659772,0.351180082,,,,,,3.0,0.0,,,12.2154090728439,0.057240434,,,11/17/16,13.0,23.0,,,,,,,55.91825447208751,136.0,170.6330736,150.1446372,22.98186890577564,2024.0,,,,,,,,,,,,,,,,,,,,,,4.31372976303101,52.1798133919011,88.585,135.146,3377.0,1.45383,,76.8794097900391,3,3,2,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
PRT,Europe,HI,1,comprehensive,10,high,14,66.09,28,57.5,55.38,93.55,81.87,52.86,69.68,11.67,50.0,94.69,66.67,,,,,,,,22.4,24.2,1.8,F,94.0,38.0,56.0,2025.0,1,3.0,2018.0,1,eu_member,1,French,0,43.8576909479602,31.0,HI,Europe,49236.5,10425.29,45.2503589416928,38.8521955178309,28.5004258104736,45.9031842888364,49.7569120653345,30.6734638481907,64.2370063019554,32.0209983573413,50.6848903894501,81.5265020044663,48.0736547366661,48.8184725525912,28.6859197400272,38.4929657127772,74.4041798614048,62.8266733654705,51.1636269370271,14.5041776518316,32.9762309385764,31.0827471367181,30.5080682271288,26.4103097541731,36.3298634288523,54.894435874889,43.6549487535382,52.7850574708177,68.8254812933139,42.3032755050417,45.5143893613532,66.7037565434486,51679.8883807527,0.987550020217896,0.755356550216675,1.06766510009766,0.696312069892883,1.21128296852112,0.712578117847443,313271185085.102,10694681.0,5450166.0,13486433394.8596,2.41613187791884,6.5,6.94181475443009,2024.0,0.0,light_touch,13.0,medium,13.0,35.0,0.0,34.0,0.0,1.0,1.0,1.0,,19.67%,1/1/18,0.62,Female,0.61%,237%,2016.0,2016.0,0.42,1/1/19,,,,5.0,27.0,,,0.071261713,0.793556783,,,,,,,20.0,,,6.02069227745646,0.141801411,,,,3.0,41.0,2022.0,,,20.0,5.0,20.0,11.60587060625429,15.0,601.2850239,111.4179526,,2024.0,,,,,,,,,,,,,,,,,,,,,,4.55159997940063,45.771725043315,88.487,123.002,711.0,1.70179,,77.6778182983398,3,3,2,0,0,1,0,1,0,0,0,europe,0,0,1,0,0,0,0,0,
ROU,Europe,UM,1,comprehensive,10,high,14,56.73,57,84.0,55.23,71.72,55.66,38.06,59.05,12.56,60.0,82.87,59.67,,,,,,,,15.3,16.2,0.9,F,83.0,35.0,48.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,34.2643558022539,49.0,HI,Europe,47203.73,19015.09,21.2291430396499,31.1205076918701,20.2883610839412,28.4639619172088,26.7702510962069,45.6054843119937,47.2136193409733,32.9721485088783,30.7862146775579,75.7716068442403,51.4497465550374,37.5947382221853,20.621962206854,29.2027155273,51.9919900641346,42.2133490069694,30.6033725566631,3.41718737530486,37.1656200928051,29.9414691373912,13.1891129728454,40.8426889246033,35.7926055147247,35.5739407759513,32.4038731794919,32.3607414715677,53.4189139171237,6.65845432776587,38.4865703639345,67.024181066964,49076.5399383138,-0.0926659479737282,0.318900614976883,0.437425792217255,0.0404953435063362,0.503180325031281,0.373643964529037,382564217988.866,19051804.0,8263437.0,7159113565.92973,5.72140574354439,5.4,11.0725693077429,2024.0,0.0,light_touch,9.0,none,15.0,12.0,0.0,12.0,0.0,0.0,1.0,1.0,,27.31%,1/1/18,0.57,Female,0.56%,148%,2016.0,2016.0,0.06,1/1/23,2.90%,0.0218639616451125,,2.0,13.0,,,0.071166738,0.392566533,,,,,,,0.0,,,20.6903260485,0.031480399,,,,11.0,54.0,,,,,,,46.36938885148581,48.0,247.8933548,242.7632371,31.12631523548312,2024.0,,,,,,,,,,,,,,,,,,,,,,3.2788200378418,35.6030266999465,91.2905,123.252,772.0,0.45881,,55.1682891845703,3,3,1,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
RUS,Europe-Other,UM,1,comprehensive,7,high,8,59.57,49,65.5,57.23,74.14,69.78,49.64,47.13,21.43,70.0,73.42,50.0,,,,,,,,7.6,8.0,0.4,NF,12.0,5.0,7.0,2025.0,1,2.0,2006.0,1,none,1,Socialist,0,30.2640735373132,60.0,HI,Europe,47298.71,144820.42,27.0163207324538,29.7524745356761,10.2778035420515,30.0548226903463,17.3547286527768,7.90535533446826,58.6815636405877,25.4271827201265,41.1073862216966,77.363092679196,36.8985435779303,32.5927303274053,22.8145665515012,26.8662884288222,19.5768827627278,19.0972118777811,38.953995844219,4.3523031471128,33.8506624329863,23.6777541672981,29.5962622069731,15.3325419551291,26.1044583397921,32.592194622541,36.1080354239423,32.0334955308956,10.6984321381616,21.4809428301883,43.1596521943139,86.6170744719375,47404.96484375,-0.712461888790131,-1.12207186222076,-1.18764269351959,-1.10467827320099,-1.2855396270752,-1.13433384895325,2173835806671.66,143533851.0,73405850.0,-9350250000.0,8.43486410496723,2.43,12.9053155381414,,,,,,,,,,,,,,,6.86%,1/1/18,0.26,,0.89%,219%,2016.0,2016.0,4.67,1/1/23,,,,2.0,29.0,,,0.004167409,0.225774717,,,,,,1.0,0.0,,,8.8588069792426,0.019467951,,,,8.0,108.0,,,,20.0,7.0,20.0,0.3698029842206609,1.0,369.8029842,29.54906353,,2020.0,,,,,,,,,,,,,,,,,,,,,,4.16454853394225,21.91660028345,94.365,180.842,19569.0,0.92527,,60.3891235376867,3,3,1,0,0,0,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
