question,y_var,model,x_var,coefficient,std_error,p_value,ci95_lower,ci95_upper,p_value_bootstrap,n_effective,r2,ci_method,n_boot,seed,r2_adj,cv_r2_mean_5fold,cv_r2_std_5fold,loocv_r2,model_hyperparams_json,fdr_q_value,fdr_significant_05
Q1,oxford_ind_company_investment_emerging_tech,Lasso,n_hybrid,-0.0,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,regulatory_intensity,0.0,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,n_regulatory_mechanisms,-0.0,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_gdp_per_capita_ppp_z,-0.11728964438424272,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_internet_penetration_z,-2.5254667364978283,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_tertiary_education_enrollment_z,-1.989363817444874,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_rd_expenditure_pct_gdp_z,6.461962150900732,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_researchers_rd_per_million_z,-6.4304372267195005,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_government_effectiveness_z,0.0,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_rule_of_law_z,-2.678230210424113,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_regulatory_quality_z,11.554960186450952,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wipo_in_score_z,5.2313121086156,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_mobile_subscriptions_per100_z,-0.7583751340186923,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_secure_servers_per_1m_z,1.8155781556465127,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_company_investment_emerging_tech,Lasso,wb_electric_consumption_kwh_pc_z,2.134101926981092,,,,,,36,0.46067444815796604,,,42,,0.46067444815796604,0.332901813812525,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,OLS_full,n_binding,22.399541668864188,10.147468211721666,0.03978257155207704,-59.55411037545346,100.19932879661948,0.492,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,0.08245155920143062,False
Q1,oxford_ind_ai_unicorns_log,OLS_full,n_non_binding,-21.37570248004417,6.468736491211736,0.0037276783402261913,-68.84173777032984,34.682457872745125,0.277,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,n_hybrid,13.651397375147393,6.349055920802944,0.04463162575766044,-41.79841076032111,65.00493300518603,0.289,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,regulatory_intensity,-374.4671821249159,80.63021484960339,0.00017684462275991824,-999.4503590743429,408.58419057234,0.21,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,n_regulatory_mechanisms,14.675236563965276,2.974843842919938,9.232416701023735e-05,-15.034136188053111,38.44021949259281,0.186,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_gdp_per_capita_ppp_z,-4.382554759655149,2.0328738707364042,0.04412614680279189,-14.913828961730179,3.99922953311374,0.261,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_internet_penetration_z,4.005981310137091,1.9010810852330198,0.048614538686945145,-6.994260619785934,8.895675409054615,0.502,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_tertiary_education_enrollment_z,1.5961263918606792,1.1392952560931386,0.1773427348349397,-4.587696569787414,5.54169875325603,0.516,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_rd_expenditure_pct_gdp_z,2.7390309395694787,5.03472798449371,0.5927499157066363,-16.491770078112886,27.17048640080238,0.698,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_researchers_rd_per_million_z,-11.480195385792104,4.355026757713932,0.016279626731235747,-29.008800532542573,7.458534605210809,0.211,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_government_effectiveness_z,3.5494276931308484,8.32197108685197,0.6745276143709023,-26.367036084867472,31.849763944886398,0.85,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_rule_of_law_z,-8.335803930178617,6.096742653502833,0.18750410958980485,-34.75181888385115,17.350940851267385,0.488,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_regulatory_quality_z,8.671549418135971,7.327134905986952,0.2512138065805127,-19.972678222364255,34.26905123579392,0.485,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wipo_in_score_z,7.088242703480372,6.157135781088592,0.26392201977126356,-18.444796406807423,26.307265616172174,0.492,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_mobile_subscriptions_per100_z,-2.4956857874004337,1.0783313226111826,0.031993579636426885,-7.2879399575867305,4.6905375544664665,0.524,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_secure_servers_per_1m_z,0.4832971564299624,1.4158689601772887,0.7365912748150025,-4.52216304839593,6.539917223077509,0.815,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,wb_electric_consumption_kwh_pc_z,-0.044601283169004746,1.025494912663972,0.9657628163589937,-4.6215429261821575,6.296699309329065,0.962,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_full,const,9.166559259040254,5.931510593372537,0.13874319917723446,-21.325475457531457,27.456973118837812,0.428,36,0.8881247166279239,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_ai_unicorns_log,OLS_only_X2,__model_metadata__,,,,,,,36,0.6446654114720375,,,42,0.459273452240057,,,,,,
Q1,oxford_ind_ai_unicorns_log,Ridge,n_binding,-6.319327150534101,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,n_non_binding,1.428012716685192,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,n_hybrid,6.657164164677676,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,regulatory_intensity,-6.7020323175745915,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,n_regulatory_mechanisms,1.765849730828587,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_gdp_per_capita_ppp_z,-1.0792389763262975,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_internet_penetration_z,2.388360825112148,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_tertiary_education_enrollment_z,1.197871534060795,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_rd_expenditure_pct_gdp_z,10.075531044055197,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_researchers_rd_per_million_z,-14.599376738079963,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_government_effectiveness_z,-4.170611634186682,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_rule_of_law_z,-4.713813875791888,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_regulatory_quality_z,2.1828561535914575,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wipo_in_score_z,7.297748763681081,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_mobile_subscriptions_per100_z,-2.337498643452699,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_secure_servers_per_1m_z,3.8130219533274317,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Ridge,wb_electric_consumption_kwh_pc_z,1.3142290295916994,,,,,,36,-3.2110888675825975,,,42,,-3.2110888675825975,5.049702400814037,,"{""alpha"":1.0}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,n_binding,0.0,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,n_non_binding,-0.0,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,n_hybrid,13.871378656402191,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,regulatory_intensity,-104.87705494982734,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,n_regulatory_mechanisms,2.10197697853532,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_gdp_per_capita_ppp_z,-1.9168091208927065,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_internet_penetration_z,3.1222740353813943,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_tertiary_education_enrollment_z,1.466042801870237,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_rd_expenditure_pct_gdp_z,10.114957884403463,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_researchers_rd_per_million_z,-15.89250882677519,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_government_effectiveness_z,-4.238629878581845,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_rule_of_law_z,-4.859287364539604,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_regulatory_quality_z,4.05030432080192,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wipo_in_score_z,8.071396523617251,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_mobile_subscriptions_per100_z,-2.12144900343172,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_secure_servers_per_1m_z,2.90719714864745,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_ai_unicorns_log,Lasso,wb_electric_consumption_kwh_pc_z,1.0449455508316474,,,,,,36,-3.689575475832904,,,42,,-3.689575475832904,5.63711715415501,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,n_binding,16.71208693784739,13.56117845284846,0.23285203555103376,-76.75385001922226,105.52372504823418,0.533,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,0.2794224426612405,False
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,n_non_binding,-16.01303059448602,8.644884427471544,0.07958241113667959,-83.04218930963604,41.983068153935996,0.348,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,n_hybrid,7.670282154776713,8.484942110945976,0.37732156255782934,-49.32059370999376,90.51691868946558,0.556,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,regulatory_intensity,-164.03787922271357,107.75502908241832,0.14439836158691066,-1104.4590820646072,614.4485944683088,0.422,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,n_regulatory_mechanisms,8.369338498137127,3.9756111949770867,0.04881176666539896,-20.668644042141306,42.06834316679408,0.295,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_gdp_per_capita_ppp_z,0.9460554626971271,2.716753061748378,0.7314959317104328,-12.07844744112207,12.755231502850942,0.943,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_internet_penetration_z,-3.09178100219994,2.540623859299155,0.23852856765455083,-14.205566091029748,7.886979457232524,0.573,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_tertiary_education_enrollment_z,0.5041357745060395,1.5225656248438142,0.7441857516826423,-5.76718948631011,8.634021750766465,0.572,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_rd_expenditure_pct_gdp_z,4.713252922111031,6.728461053999704,0.49210800874856,-20.345806382294377,31.681419524333062,0.672,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_researchers_rd_per_million_z,-6.142166985110898,5.820101506705621,0.30450675183101855,-35.576538054564374,13.268992427490783,0.378,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_government_effectiveness_z,13.612212383330334,11.121565757444952,0.23593344022706036,-30.69346540627379,60.35281178504879,0.413,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_rule_of_law_z,-9.795565572508076,8.147748125955161,0.24403968088338854,-40.35078014253571,39.320894015686534,0.423,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_regulatory_quality_z,-3.5517857734071825,9.792056691875601,0.7208168739165135,-39.96972579958318,40.61607746423672,0.96,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wipo_in_score_z,10.292813895294863,8.228458108329885,0.22616313584675596,-21.66103600866791,39.03091645402805,0.427,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_mobile_subscriptions_per100_z,-5.918914278280908,1.4410928117354773,0.0005997492897045394,-12.574636121049588,2.9317313056011676,0.129,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_secure_servers_per_1m_z,0.5570138443826842,1.8921815012570011,0.7716622230988277,-7.291705097507795,7.461859096413121,0.918,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,wb_electric_consumption_kwh_pc_z,-0.2691556631900194,1.3704817027226597,0.8463864630212212,-7.364356450990838,5.640457075711172,0.661,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
