question,y_var,binarization_threshold_value,binarization_method,model,x_var,n_effective,n_class_0,n_class_1,auc_cv_5fold_mean,auc_cv_5fold_std,auc_loocv,confusion_tp,confusion_tn,confusion_fp,confusion_fn,model_hyperparams_json,seed,coefficient_or_importance
Q2,ms_h2_2025_ai_diffusion_pct,,,Logistic,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,-0.28189825758481724
Q2,ms_h2_2025_ai_diffusion_pct,,,Logistic,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,-0.6935871317927992
Q2,ms_h2_2025_ai_diffusion_pct,,,Logistic,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,-0.2496321157207847
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,__model_metadata__,35,,,0.8796666666666667,0.13250953844073934,,,,,,"{""n_estimators"":300,""max_depth"":4}",42,
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,n_binding,35,,,,,,,,,,,42,0.006857344473295603
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,n_non_binding,35,,,,,,,,,,,42,0.011463033353917955
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,n_hybrid,35,,,,,,,,,,,42,0.0034065974131910755
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,regulatory_intensity,35,,,,,,,,,,,42,0.011411073145727537
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,n_regulatory_mechanisms,35,,,,,,,,,,,42,0.01378617891419487
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_gdp_per_capita_ppp_z,35,,,,,,,,,,,42,0.13635846560116344
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_internet_penetration_z,35,,,,,,,,,,,42,0.1856575628781529
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_tertiary_education_enrollment_z,35,,,,,,,,,,,42,0.01621312249848929
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_rd_expenditure_pct_gdp_z,35,,,,,,,,,,,42,0.01455642233499478
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_researchers_rd_per_million_z,35,,,,,,,,,,,42,0.11109523138165703
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_government_effectiveness_z,35,,,,,,,,,,,42,0.10751419818349023
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_rule_of_law_z,35,,,,,,,,,,,42,0.050087972587298205
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_regulatory_quality_z,35,,,,,,,,,,,42,0.06908673457977772
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wipo_in_score_z,35,,,,,,,,,,,42,0.11056505253527722
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,0.011154238388885056
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,0.021447523978776195
Q2,ms_h2_2025_ai_diffusion_pct,,,RandomForest,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,0.1193392477517108
Q2,ms_h1_2025_ai_diffusion_pct,26.4,median,Logistic,__model_metadata__,35,17.0,18.0,0.8480000000000001,0.17171164459316346,,14.0,12.0,5.0,4.0,"{""penalty"":""l2"",""C"":1.0}",42,
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,n_binding,35,,,,,,,,,,,42,-0.3752328777453485
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,n_non_binding,35,,,,,,,,,,,42,0.5465617341253667
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,n_hybrid,35,,,,,,,,,,,42,-0.4455476030649066
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,regulatory_intensity,35,,,,,,,,,,,42,-0.045021768483010066
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,n_regulatory_mechanisms,35,,,,,,,,,,,42,-0.27421874668488877
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_gdp_per_capita_ppp_z,35,,,,,,,,,,,42,1.0081377462577465
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_internet_penetration_z,35,,,,,,,,,,,42,1.0317665348200276
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_tertiary_education_enrollment_z,35,,,,,,,,,,,42,-0.4082294029195313
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_rd_expenditure_pct_gdp_z,35,,,,,,,,,,,42,-0.20180444894582522
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_researchers_rd_per_million_z,35,,,,,,,,,,,42,0.5450375793805352
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_government_effectiveness_z,35,,,,,,,,,,,42,0.36441337281326847
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_rule_of_law_z,35,,,,,,,,,,,42,-0.057778835935396504
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_regulatory_quality_z,35,,,,,,,,,,,42,0.2661279453462686
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wipo_in_score_z,35,,,,,,,,,,,42,0.3597680808207663
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,-0.23991752830300508
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,-0.4315854509733564
Q2,ms_h1_2025_ai_diffusion_pct,,,Logistic,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,-0.21199682847952417
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,__model_metadata__,35,,,0.8420000000000001,0.17263448863615483,,,,,,"{""n_estimators"":300,""max_depth"":4}",42,
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,n_binding,35,,,,,,,,,,,42,0.01621348499060812
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,n_non_binding,35,,,,,,,,,,,42,0.006510669889074006
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,n_hybrid,35,,,,,,,,,,,42,0.014953697765231692
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,regulatory_intensity,35,,,,,,,,,,,42,0.03315766006066523
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,n_regulatory_mechanisms,35,,,,,,,,,,,42,0.006090015596231469
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_gdp_per_capita_ppp_z,35,,,,,,,,,,,42,0.16271590201406383
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_internet_penetration_z,35,,,,,,,,,,,42,0.13718957649489547
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_tertiary_education_enrollment_z,35,,,,,,,,,,,42,0.035331683162649404
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_rd_expenditure_pct_gdp_z,35,,,,,,,,,,,42,0.05263407801978373
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_researchers_rd_per_million_z,35,,,,,,,,,,,42,0.09822798165689312
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_government_effectiveness_z,35,,,,,,,,,,,42,0.07959705290615739
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_rule_of_law_z,35,,,,,,,,,,,42,0.05557608753646998
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_regulatory_quality_z,35,,,,,,,,,,,42,0.0939221026143385
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wipo_in_score_z,35,,,,,,,,,,,42,0.06774957559063632
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,0.01482195159189278
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,0.05428009061861451
Q2,ms_h1_2025_ai_diffusion_pct,,,RandomForest,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,0.07102838949179449
Q2,anthropic_usage_pct,0.4704,median,Logistic,__model_metadata__,35,17.0,18.0,0.6366666666666666,0.24743124746527512,,12.0,7.0,10.0,6.0,"{""penalty"":""l2"",""C"":1.0}",42,
Q2,anthropic_usage_pct,,,Logistic,n_binding,35,,,,,,,,,,,42,-0.20897182941649783
Q2,anthropic_usage_pct,,,Logistic,n_non_binding,35,,,,,,,,,,,42,0.099334033464576
Q2,anthropic_usage_pct,,,Logistic,n_hybrid,35,,,,,,,,,,,42,0.2804862073290029
Q2,anthropic_usage_pct,,,Logistic,regulatory_intensity,35,,,,,,,,,,,42,-0.043724480893312
Q2,anthropic_usage_pct,,,Logistic,n_regulatory_mechanisms,35,,,,,,,,,,,42,0.17084841137708148
Q2,anthropic_usage_pct,,,Logistic,wb_gdp_per_capita_ppp_z,35,,,,,,,,,,,42,0.2695514189941304
Q2,anthropic_usage_pct,,,Logistic,wb_internet_penetration_z,35,,,,,,,,,,,42,0.0018918409500166809
Q2,anthropic_usage_pct,,,Logistic,wb_tertiary_education_enrollment_z,35,,,,,,,,,,,42,-0.179808433735451
Q2,anthropic_usage_pct,,,Logistic,wb_rd_expenditure_pct_gdp_z,35,,,,,,,,,,,42,1.2470035610465853
Q2,anthropic_usage_pct,,,Logistic,wb_researchers_rd_per_million_z,35,,,,,,,,,,,42,0.10140851816089544
Q2,anthropic_usage_pct,,,Logistic,wb_government_effectiveness_z,35,,,,,,,,,,,42,0.20209804110666946
Q2,anthropic_usage_pct,,,Logistic,wb_rule_of_law_z,35,,,,,,,,,,,42,-0.8863766496513946
Q2,anthropic_usage_pct,,,Logistic,wb_regulatory_quality_z,35,,,,,,,,,,,42,-0.7007803184579455
Q2,anthropic_usage_pct,,,Logistic,wipo_in_score_z,35,,,,,,,,,,,42,0.7524333299780875
Q2,anthropic_usage_pct,,,Logistic,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,0.22703487166086092
Q2,anthropic_usage_pct,,,Logistic,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,-0.05515219306951017
Q2,anthropic_usage_pct,,,Logistic,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,-0.2853492164249332
Q2,anthropic_usage_pct,,,RandomForest,__model_metadata__,35,,,0.5690000000000001,0.21761357188067723,,,,,,"{""n_estimators"":300,""max_depth"":4}",42,
Q2,anthropic_usage_pct,,,RandomForest,n_binding,35,,,,,,,,,,,42,0.031704640692280746
Q2,anthropic_usage_pct,,,RandomForest,n_non_binding,35,,,,,,,,,,,42,0.032566102088504224
Q2,anthropic_usage_pct,,,RandomForest,n_hybrid,35,,,,,,,,,,,42,0.03817022305308791
Q2,anthropic_usage_pct,,,RandomForest,regulatory_intensity,35,,,,,,,,,,,42,0.02558458055718883
Q2,anthropic_usage_pct,,,RandomForest,n_regulatory_mechanisms,35,,,,,,,,,,,42,0.03610926502933463
Q2,anthropic_usage_pct,,,RandomForest,wb_gdp_per_capita_ppp_z,35,,,,,,,,,,,42,0.09955130538959664
Q2,anthropic_usage_pct,,,RandomForest,wb_internet_penetration_z,35,,,,,,,,,,,42,0.07353637818226527
Q2,anthropic_usage_pct,,,RandomForest,wb_tertiary_education_enrollment_z,35,,,,,,,,,,,42,0.053048210178683344
Q2,anthropic_usage_pct,,,RandomForest,wb_rd_expenditure_pct_gdp_z,35,,,,,,,,,,,42,0.09757980189102128
Q2,anthropic_usage_pct,,,RandomForest,wb_researchers_rd_per_million_z,35,,,,,,,,,,,42,0.04841737859746018
Q2,anthropic_usage_pct,,,RandomForest,wb_government_effectiveness_z,35,,,,,,,,,,,42,0.04223724481472438
Q2,anthropic_usage_pct,,,RandomForest,wb_rule_of_law_z,35,,,,,,,,,,,42,0.06321268405888285
Q2,anthropic_usage_pct,,,RandomForest,wb_regulatory_quality_z,35,,,,,,,,,,,42,0.0641690533875133
Q2,anthropic_usage_pct,,,RandomForest,wipo_in_score_z,35,,,,,,,,,,,42,0.10401559239320914
Q2,anthropic_usage_pct,,,RandomForest,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,0.08987321799242858
Q2,anthropic_usage_pct,,,RandomForest,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,0.04152441718413398
Q2,anthropic_usage_pct,,,RandomForest,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,0.058699904509684694
Q2,anthropic_collaboration_pct,16.66666666666667,median,Logistic,__model_metadata__,35,4.0,31.0,,,,22.0,1.0,3.0,9.0,"{""penalty"":""l2"",""C"":1.0}",42,
Q2,anthropic_collaboration_pct,,,Logistic,n_binding,35,,,,,,,,,,,42,0.14054827776946913
Q2,anthropic_collaboration_pct,,,Logistic,n_non_binding,35,,,,,,,,,,,42,0.2788781240677769
Q2,anthropic_collaboration_pct,,,Logistic,n_hybrid,35,,,,,,,,,,,42,0.09273300614662328
Q2,anthropic_collaboration_pct,,,Logistic,regulatory_intensity,35,,,,,,,,,,,42,0.015585079520272018
Q2,anthropic_collaboration_pct,,,Logistic,n_regulatory_mechanisms,35,,,,,,,,,,,42,0.5121594079838692
Q2,anthropic_collaboration_pct,,,Logistic,wb_gdp_per_capita_ppp_z,35,,,,,,,,,,,42,0.19991640355806153
Q2,anthropic_collaboration_pct,,,Logistic,wb_internet_penetration_z,35,,,,,,,,,,,42,1.2357227938403432
Q2,anthropic_collaboration_pct,,,Logistic,wb_tertiary_education_enrollment_z,35,,,,,,,,,,,42,-0.10334566382022854
Q2,anthropic_collaboration_pct,,,Logistic,wb_rd_expenditure_pct_gdp_z,35,,,,,,,,,,,42,-0.5865408173095034
Q2,anthropic_collaboration_pct,,,Logistic,wb_researchers_rd_per_million_z,35,,,,,,,,,,,42,0.46155334035869644
Q2,anthropic_collaboration_pct,,,Logistic,wb_government_effectiveness_z,35,,,,,,,,,,,42,-0.03237397936728509
Q2,anthropic_collaboration_pct,,,Logistic,wb_rule_of_law_z,35,,,,,,,,,,,42,-0.9258125501156373
Q2,anthropic_collaboration_pct,,,Logistic,wb_regulatory_quality_z,35,,,,,,,,,,,42,0.4109004939585779
Q2,anthropic_collaboration_pct,,,Logistic,wipo_in_score_z,35,,,,,,,,,,,42,-0.016697443285559683
Q2,anthropic_collaboration_pct,,,Logistic,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,-0.2493144825034552
Q2,anthropic_collaboration_pct,,,Logistic,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,0.5461541147538415
Q2,anthropic_collaboration_pct,,,Logistic,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,-0.05442655237551863
Q2,anthropic_collaboration_pct,,,RandomForest,__model_metadata__,35,,,,,,,,,,"{""n_estimators"":300,""max_depth"":4}",42,
Q2,anthropic_collaboration_pct,,,RandomForest,n_binding,35,,,,,,,,,,,42,0.0
Q2,anthropic_collaboration_pct,,,RandomForest,n_non_binding,35,,,,,,,,,,,42,0.0055296422182831975
Q2,anthropic_collaboration_pct,,,RandomForest,n_hybrid,35,,,,,,,,,,,42,0.003951653742161686
Q2,anthropic_collaboration_pct,,,RandomForest,regulatory_intensity,35,,,,,,,,,,,42,0.0009549368996358273
Q2,anthropic_collaboration_pct,,,RandomForest,n_regulatory_mechanisms,35,,,,,,,,,,,42,0.006978873983132662
Q2,anthropic_collaboration_pct,,,RandomForest,wb_gdp_per_capita_ppp_z,35,,,,,,,,,,,42,0.06649601748698256
Q2,anthropic_collaboration_pct,,,RandomForest,wb_internet_penetration_z,35,,,,,,,,,,,42,0.13562116428624965
Q2,anthropic_collaboration_pct,,,RandomForest,wb_tertiary_education_enrollment_z,35,,,,,,,,,,,42,0.08563652422630814
Q2,anthropic_collaboration_pct,,,RandomForest,wb_rd_expenditure_pct_gdp_z,35,,,,,,,,,,,42,0.09673575718926408
Q2,anthropic_collaboration_pct,,,RandomForest,wb_researchers_rd_per_million_z,35,,,,,,,,,,,42,0.11195384225432513
Q2,anthropic_collaboration_pct,,,RandomForest,wb_government_effectiveness_z,35,,,,,,,,,,,42,0.06489442218965416
Q2,anthropic_collaboration_pct,,,RandomForest,wb_rule_of_law_z,35,,,,,,,,,,,42,0.06074184521740079
Q2,anthropic_collaboration_pct,,,RandomForest,wb_regulatory_quality_z,35,,,,,,,,,,,42,0.10068298443346466
Q2,anthropic_collaboration_pct,,,RandomForest,wipo_in_score_z,35,,,,,,,,,,,42,0.08893339012756381
Q2,anthropic_collaboration_pct,,,RandomForest,wb_mobile_subscriptions_per100_z,35,,,,,,,,,,,42,0.06192014111447905
Q2,anthropic_collaboration_pct,,,RandomForest,wb_secure_servers_per_1m_z,35,,,,,,,,,,,42,0.043887864234370313
Q2,anthropic_collaboration_pct,,,RandomForest,wb_electric_consumption_kwh_pc_z,35,,,,,,,,,,,42,0.06508094039672434
Q2,oecd_5_ict_business_oecd_biz_ai_pct,17.88205,median,Logistic,__model_metadata__,26,13.0,13.0,,,,8.0,11.0,2.0,5.0,"{""penalty"":""l2"",""C"":1.0}",42,
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,n_binding,26,,,,,,,,,,,42,0.048711056567469706
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,n_non_binding,26,,,,,,,,,,,42,-0.3748669910926247
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,n_hybrid,26,,,,,,,,,,,42,0.056607528288007865
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,regulatory_intensity,26,,,,,,,,,,,42,0.012234438787788765
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,n_regulatory_mechanisms,26,,,,,,,,,,,42,-0.2695484062371471
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_gdp_per_capita_ppp_z,26,,,,,,,,,,,42,-0.07221300017177264
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_internet_penetration_z,26,,,,,,,,,,,42,0.6395944521374818
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_tertiary_education_enrollment_z,26,,,,,,,,,,,42,0.08517053194036342
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_rd_expenditure_pct_gdp_z,26,,,,,,,,,,,42,0.143339657064584
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_researchers_rd_per_million_z,26,,,,,,,,,,,42,0.6143868005019892
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_government_effectiveness_z,26,,,,,,,,,,,42,0.35939819421847746
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_rule_of_law_z,26,,,,,,,,,,,42,0.49413516284951386
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_regulatory_quality_z,26,,,,,,,,,,,42,0.16567449099787973
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wipo_in_score_z,26,,,,,,,,,,,42,0.34859031355378794
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_mobile_subscriptions_per100_z,26,,,,,,,,,,,42,0.2872105917644128
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_secure_servers_per_1m_z,26,,,,,,,,,,,42,-0.3019572610723821
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,Logistic,wb_electric_consumption_kwh_pc_z,26,,,,,,,,,,,42,0.32049504221199976
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,__model_metadata__,26,,,,,,,,,,"{""n_estimators"":300,""max_depth"":4}",42,
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,n_binding,26,,,,,,,,,,,42,0.00930125734118281
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,n_non_binding,26,,,,,,,,,,,42,0.024315256349130794
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,n_hybrid,26,,,,,,,,,,,42,0.007673530757490264
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,regulatory_intensity,26,,,,,,,,,,,42,0.01719524150771547
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,n_regulatory_mechanisms,26,,,,,,,,,,,42,0.01790917609648148
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_gdp_per_capita_ppp_z,26,,,,,,,,,,,42,0.08628067405733832
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_internet_penetration_z,26,,,,,,,,,,,42,0.08882829323992569
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_tertiary_education_enrollment_z,26,,,,,,,,,,,42,0.06544026780127256
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_rd_expenditure_pct_gdp_z,26,,,,,,,,,,,42,0.10418210902282858
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_researchers_rd_per_million_z,26,,,,,,,,,,,42,0.18480426482682333
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_government_effectiveness_z,26,,,,,,,,,,,42,0.07464122998002866
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_rule_of_law_z,26,,,,,,,,,,,42,0.08005988021910931
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_regulatory_quality_z,26,,,,,,,,,,,42,0.04527656432057915
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wipo_in_score_z,26,,,,,,,,,,,42,0.09786456695768816
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_mobile_subscriptions_per100_z,26,,,,,,,,,,,42,0.018964916675584954
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_secure_servers_per_1m_z,26,,,,,,,,,,,42,0.026196164653455728
Q2,oecd_5_ict_business_oecd_biz_ai_pct,,,RandomForest,wb_electric_consumption_kwh_pc_z,26,,,,,,,,,,,42,0.05106660619336464
Q2,oxford_public_sector_adoption,76.525,median,Logistic,__model_metadata__,36,18.0,18.0,0.4909166666666666,0.2069381449451341,,9.0,8.0,10.0,9.0,"{""penalty"":""l2"",""C"":1.0}",42,
Q2,oxford_public_sector_adoption,,,Logistic,n_binding,36,,,,,,,,,,,42,0.18415413889128762
Q2,oxford_public_sector_adoption,,,Logistic,n_non_binding,36,,,,,,,,,,,42,-0.13619455217114373
Q2,oxford_public_sector_adoption,,,Logistic,n_hybrid,36,,,,,,,,,,,42,0.014823262388775545
Q2,oxford_public_sector_adoption,,,Logistic,regulatory_intensity,36,,,,,,,,,,,42,0.0056042877822743056
Q2,oxford_public_sector_adoption,,,Logistic,n_regulatory_mechanisms,36,,,,,,,,,,,42,0.06278284910891817
Q2,oxford_public_sector_adoption,,,Logistic,wb_gdp_per_capita_ppp_z,36,,,,,,,,,,,42,-0.4746887003079992
Q2,oxford_public_sector_adoption,,,Logistic,wb_internet_penetration_z,36,,,,,,,,,,,42,-0.07484104834646017
Q2,oxford_public_sector_adoption,,,Logistic,wb_tertiary_education_enrollment_z,36,,,,,,,,,,,42,0.1871629359362054
Q2,oxford_public_sector_adoption,,,Logistic,wb_rd_expenditure_pct_gdp_z,36,,,,,,,,,,,42,-0.4630599533086866
Q2,oxford_public_sector_adoption,,,Logistic,wb_researchers_rd_per_million_z,36,,,,,,,,,,,42,0.444075406562175
Q2,oxford_public_sector_adoption,,,Logistic,wb_government_effectiveness_z,36,,,,,,,,,,,42,-0.2564142259662816
Q2,oxford_public_sector_adoption,,,Logistic,wb_rule_of_law_z,36,,,,,,,,,,,42,0.48964914096739903
Q2,oxford_public_sector_adoption,,,Logistic,wb_regulatory_quality_z,36,,,,,,,,,,,42,-0.5696119959935341
Q2,oxford_public_sector_adoption,,,Logistic,wipo_in_score_z,36,,,,,,,,,,,42,0.323555107521665
Q2,oxford_public_sector_adoption,,,Logistic,wb_mobile_subscriptions_per100_z,36,,,,,,,,,,,42,-0.06087448863705373
Q2,oxford_public_sector_adoption,,,Logistic,wb_secure_servers_per_1m_z,36,,,,,,,,,,,42,0.5121754018252577
Q2,oxford_public_sector_adoption,,,Logistic,wb_electric_consumption_kwh_pc_z,36,,,,,,,,,,,42,0.4165086562900225
Q2,oxford_public_sector_adoption,,,RandomForest,__model_metadata__,36,,,0.6095595238095237,0.22582139091600267,,,,,,"{""n_estimators"":300,""max_depth"":4}",42,
Q2,oxford_public_sector_adoption,,,RandomForest,n_binding,36,,,,,,,,,,,42,0.0044304689047065205
Q2,oxford_public_sector_adoption,,,RandomForest,n_non_binding,36,,,,,,,,,,,42,0.0058405178334876755
Q2,oxford_public_sector_adoption,,,RandomForest,n_hybrid,36,,,,,,,,,,,42,0.002079750413996783
Q2,oxford_public_sector_adoption,,,RandomForest,regulatory_intensity,36,,,,,,,,,,,42,0.004525281790189435
Q2,oxford_public_sector_adoption,,,RandomForest,n_regulatory_mechanisms,36,,,,,,,,,,,42,0.006577885972141831
Q2,oxford_public_sector_adoption,,,RandomForest,wb_gdp_per_capita_ppp_z,36,,,,,,,,,,,42,0.07881131590360674
Q2,oxford_public_sector_adoption,,,RandomForest,wb_internet_penetration_z,36,,,,,,,,,,,42,0.11319541765239013
