question,tier,y_var,model,x_var,coefficient_or_importance,n_effective,cv_r2_mean_5fold,cv_r2_std_5fold,loocv_r2,model_hyperparams_json,seed,std_error,p_value,ci95_lower,ci95_upper,p_value_bootstrap,r2,ci_method,n_boot,fdr_q_value,fdr_significant_05
Q3,primary,wipo_out_score,OLS_full,n_regulatory_mechanisms,0.5347069071744768,36,,,,,42,1.3062370445822435,0.6868613646692634,-12.875227790580025,7.635573252939826,0.919,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_gdp_per_capita_ppp_z,-0.3476268963753206,36,,,,,42,0.8926233769342264,0.7012783374462147,-3.5643253698178294,4.562095222190842,0.926,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_internet_penetration_z,-0.6321444362118376,36,,,,,42,0.8347539129477648,0.45817003712676085,-4.843021968362922,2.452117603696614,0.552,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_tertiary_education_enrollment_z,-0.15574131864806606,36,,,,,42,0.5002580796862767,0.7589459058807293,-2.449926572893392,2.1723680105400893,0.755,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_rd_expenditure_pct_gdp_z,1.6518244865963734,36,,,,,42,2.2107204781160585,0.4640971267577576,-7.039252135781552,9.23623979555052,0.835,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_researchers_rd_per_million_z,-0.0026737770414015927,36,,,,,42,1.9122675277937056,0.9988989559851067,-7.716275777449698,8.278309711098114,0.912,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_government_effectiveness_z,2.245133045137699,36,,,,,42,3.6541302641682747,0.5462324106337106,-12.192266358294857,15.793208833940918,0.77,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_rule_of_law_z,-1.039396480414533,36,,,,,42,2.677045090700707,0.7021378115624813,-14.47232915985552,8.908414940759489,0.561,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_regulatory_quality_z,-4.581270247253812,36,,,,,42,3.217303344385789,0.17067816800467234,-17.30257834801594,9.95827254312699,0.455,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wipo_in_score_z,11.355044566042155,36,,,,,42,2.7035633701991255,0.0004852843623467145,5.425561650058233,22.89499584651235,0.01,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_mobile_subscriptions_per100_z,-0.44881224335842496,36,,,,,42,0.4734891625590451,0.3550902083897828,-1.7611286172219565,3.6543408916487023,0.895,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_secure_servers_per_1m_z,0.8432695763917597,36,,,,,42,0.6217000231657168,0.19087447556783596,-1.6932584231676293,3.0440475744673554,0.478,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,wb_electric_consumption_kwh_pc_z,-0.8297022970518815,36,,,,,42,0.45028899487964275,0.08104835429180882,-3.2959619847509902,1.7402835069847424,0.255,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,OLS_full,const,45.272577698019376,36,,,,,42,2.6044926310452166,4.0107172688022385e-13,37.83847429207501,58.07099254187936,0.0,0.9338173611523602,bootstrap_2000,2000.0,,
Q3,primary,wipo_out_score,Ridge,n_binding,-0.6464102488828051,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,n_non_binding,-0.4700322771279994,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,n_hybrid,1.1550283270092176,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,regulatory_intensity,-0.27479746878585126,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,n_regulatory_mechanisms,0.0385858009981736,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_gdp_per_capita_ppp_z,-0.19471967295347145,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_internet_penetration_z,-0.6186143863556021,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_tertiary_education_enrollment_z,-0.20660640394203642,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_rd_expenditure_pct_gdp_z,3.0488743006472347,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_researchers_rd_per_million_z,0.12553055847628605,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_government_effectiveness_z,2.136212491337391,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_rule_of_law_z,-1.7905177415133324,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_regulatory_quality_z,-2.949941813755543,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wipo_in_score_z,8.672844024593052,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_mobile_subscriptions_per100_z,-0.5560282710693346,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_secure_servers_per_1m_z,1.0648384643731255,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_out_score,Ridge,wb_electric_consumption_kwh_pc_z,-0.6713923133712345,36,0.6557683694495183,0.49002976882235694,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,n_binding,0.03219422679742776,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,n_non_binding,0.008671559060035295,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,n_hybrid,0.00400572828033881,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,regulatory_intensity,0.011696505467907794,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,n_regulatory_mechanisms,0.015139421507797126,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_gdp_per_capita_ppp_z,0.01732242269919565,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_internet_penetration_z,0.013780786913467014,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_tertiary_education_enrollment_z,0.006557449208738783,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_rd_expenditure_pct_gdp_z,0.13099691373378944,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_researchers_rd_per_million_z,0.065359117982686,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_government_effectiveness_z,0.0005466516096211859,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_rule_of_law_z,0.03699182698689931,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_regulatory_quality_z,0.01919801148838203,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wipo_in_score_z,0.56073351855153,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_mobile_subscriptions_per100_z,0.03015920047307593,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_secure_servers_per_1m_z,0.024138560928067983,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,GBR,wb_electric_consumption_kwh_pc_z,0.022508098311039993,36,0.15852577005294907,0.4665279366133967,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,oxford_total_score,OLS_full,n_binding,10.884098602624373,36,,,,,42,6.795604129725331,0.12573111564538272,-44.58632170296179,59.30313530349383,0.457,0.7462756428114254,bootstrap_2000,2000.0,0.7543866938722963,False
Q3,primary,oxford_total_score,OLS_full,n_non_binding,-6.044733745238403,36,,,,,42,4.332013808430068,0.17900288182124677,-40.48145708280145,26.4003312143186,0.437,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,n_hybrid,-1.9149588558046409,36,,,,,42,4.251865562429317,0.657532808197187,-31.64266953410081,46.54378037559564,0.894,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,regulatory_intensity,-74.1594746319053,36,,,,,42,53.99682064336727,0.1856172898874502,-532.5775420678777,360.8679721837827,0.461,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,n_regulatory_mechanisms,2.9244060015808904,36,,,,,42,1.9922073843880308,0.15848557827104565,-13.916545307301234,20.52386509229962,0.413,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_gdp_per_capita_ppp_z,0.3013009262432007,36,,,,,42,1.3613845131566253,0.8272048488319659,-6.242568493667139,6.173216720971452,0.945,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_internet_penetration_z,0.2672760487126231,36,,,,,42,1.2731249021139166,0.8359516181364217,-6.296348020474973,6.723186497430081,0.909,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_tertiary_education_enrollment_z,0.07500320329726562,36,,,,,42,0.7629685933225935,0.9227202425280169,-2.9848886751473644,4.760992111287652,0.785,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_rd_expenditure_pct_gdp_z,-3.3026496273514834,36,,,,,42,3.3716802624665965,0.3396286219642187,-16.98872661886304,10.09541335224504,0.537,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_researchers_rd_per_million_z,2.5287918556922513,36,,,,,42,2.9164947553714864,0.3967247043380674,-7.829913609600697,18.090105596862376,0.43,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_government_effectiveness_z,4.361401890971738,36,,,,,42,5.573096648870512,0.44351792314083405,-17.317922087725407,30.27920075713899,0.492,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_rule_of_law_z,3.0337330870322354,36,,,,,42,4.082895229586243,0.4665493621981762,-23.165761488549666,15.3196572835374,0.851,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_regulatory_quality_z,-7.9160756854768906,36,,,,,42,4.906870086930932,0.12317320086273618,-25.275036514744823,19.159055824528888,0.596,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wipo_in_score_z,5.42241510349211,36,,,,,42,4.123339582666821,0.20414305556439227,-12.697453010850694,20.42043484213014,0.56,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_mobile_subscriptions_per100_z,-0.7339478734597957,36,,,,,42,0.7221419802709039,0.32223179016865366,-3.646110408613378,5.053977824668697,0.781,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_secure_servers_per_1m_z,0.492135184505891,36,,,,,42,0.948185769314988,0.6097341853684606,-4.561102793812243,3.4063398683733106,0.905,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,wb_electric_consumption_kwh_pc_z,-0.29925711346035033,36,,,,,42,0.6867582453189315,0.6679262240643339,-4.43953349636404,2.377756288934685,0.485,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,OLS_full,const,68.46026461955438,36,,,,,42,3.972241848195265,4.674044248277903e-13,52.74363832818242,89.122887708934,0.001,0.7462756428114254,bootstrap_2000,2000.0,,
Q3,primary,oxford_total_score,Ridge,n_binding,1.922993463673131,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,n_non_binding,-0.9528667423626074,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,n_hybrid,-0.5032228607142081,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,regulatory_intensity,-0.7663802234190719,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,n_regulatory_mechanisms,0.4669038605961939,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_gdp_per_capita_ppp_z,0.4141396727896221,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_internet_penetration_z,0.30336176250431,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_tertiary_education_enrollment_z,0.061427901964954665,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_rd_expenditure_pct_gdp_z,0.5811532967344069,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_researchers_rd_per_million_z,0.38874611535415515,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_government_effectiveness_z,1.8468778635927696,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_rule_of_law_z,1.3802006498765862,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_regulatory_quality_z,-4.316913856994203,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wipo_in_score_z,4.005219923595812,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_mobile_subscriptions_per100_z,-0.7049646700766411,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_secure_servers_per_1m_z,0.9004193614326667,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,oxford_total_score,Ridge,wb_electric_consumption_kwh_pc_z,0.10953820759278035,36,0.05476333373758124,0.5947173740646705,,"{""alpha"":1.0}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,n_binding,8.29666131650164e-05,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,n_non_binding,0.0005728944768749669,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,n_hybrid,0.0005258171976295084,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,regulatory_intensity,5.048640230044221e-05,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,n_regulatory_mechanisms,0.0014510988802289187,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_gdp_per_capita_ppp_z,0.0033117591870266538,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_internet_penetration_z,0.011362605256019748,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_tertiary_education_enrollment_z,0.005642804500639507,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_rd_expenditure_pct_gdp_z,0.13490813487521544,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_researchers_rd_per_million_z,0.022074796860293584,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_government_effectiveness_z,0.0020284038627464028,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_rule_of_law_z,0.004343016985762151,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_regulatory_quality_z,0.0007262521399790166,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wipo_in_score_z,0.7862466485519746,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_mobile_subscriptions_per100_z,0.008627167658059917,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_secure_servers_per_1m_z,0.007793119850570647,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,GBR,wb_electric_consumption_kwh_pc_z,0.010252026701513617,36,0.7763002400297081,0.13055764872171505,,"{""n_estimators"":200,""max_depth"":3,""lr"":0.05}",42,,,,,,,,,,
Q3,primary,wipo_gii_score,OLS_full,n_binding,0.004963623700534825,36,,,,,42,2.227847844588245,0.9982455490343517,-20.685892673490443,10.182076162969858,0.718,0.9795243045544394,bootstrap_2000,2000.0,0.9982455490343517,False
Q3,primary,wipo_gii_score,OLS_full,n_non_binding,-0.7820830069419955,36,,,,,42,1.4201927365989055,0.5882647628532324,-9.377452133658759,12.530468744205681,0.884,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,n_hybrid,1.0444728368287532,36,,,,,42,1.393917207051907,0.4628488620790713,-9.003668918856734,15.433786760746118,0.586,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,regulatory_intensity,-6.013351971109685,36,,,,,42,17.702134819587563,0.7378114496887394,-107.10621536436159,178.5100047749012,0.954,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,n_regulatory_mechanisms,0.26735345358721085,36,,,,,42,0.6531185222911228,0.686861364669294,-6.437613895290084,3.817786626469927,0.919,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,wb_gdp_per_capita_ppp_z,-0.17381344818765498,36,,,,,42,0.4463116884671139,0.7012783374462239,-1.7821626849089214,2.2810476110954196,0.926,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,wb_internet_penetration_z,-0.3160722181059157,36,,,,,42,0.417376956473883,0.45817003712676585,-2.421510984181526,1.2260588018483083,0.552,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,wb_tertiary_education_enrollment_z,-0.0778706593240438,36,,,,,42,0.25012903984313867,0.7589459058806973,-1.2249632864467153,1.0861840052700777,0.755,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,wb_rd_expenditure_pct_gdp_z,0.8259122432982355,36,,,,,42,1.1053602390580308,0.4640971267577323,-3.5196260678907314,4.618119897775329,0.835,0.9795243045544394,bootstrap_2000,2000.0,,
Q3,primary,wipo_gii_score,OLS_full,wb_researchers_rd_per_million_z,-0.0013368885207025727,36,,,,,42,0.9561337638968542,0.9988989559851053,-3.8581378887248494,4.13915485554912,0.912,0.9795243045544394,bootstrap_2000,2000.0,,
