source_id,raw_entity_name,raw_geo_code,candidate_iso3,final_iso3,iso3_resuelto,country_name_canonical,entity_type_final,match_method,confidence_score,action,review_status,reviewer,review_date,evidence,notes
microsoft,Portugal,,PRT,PRT,PRT,Portugal,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Portugal; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Slovakia,,SVK,SVK,SVK,Slovakia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Slovakia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Croatia,,HRV,HRV,HRV,Croatia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Croatia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Vietnam,,VNM,VNM,VNM,Vietnam,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Vietnam; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Dominican Republic,,DOM,DOM,DOM,Dominican Republic,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Dominican Republic; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Uruguay,,URY,URY,URY,Uruguay,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Uruguay; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Lithuania,,LTU,LTU,LTU,Lithuania,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Lithuania; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Jamaica,,JAM,JAM,JAM,Jamaica,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Jamaica; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Colombia,,COL,COL,COL,Colombia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Colombia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Panama,,PAN,PAN,PAN,Panama,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Panama; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Serbia,,SRB,SRB,SRB,Serbia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Serbia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,South Africa,,ZAF,ZAF,ZAF,South Africa,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=South Africa; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Chile,,CHL,CHL,CHL,Chile,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Chile; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Malaysia,,MYS,MYS,MYS,Malaysia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Malaysia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Argentina,,ARG,ARG,ARG,Argentina,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Argentina; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Bosnia And Herzegovina,,BIH,BIH,BIH,Bosnia And Herzegovina,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Bosnia And Herzegovina; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Kuwait,,KWT,KWT,KWT,Kuwait,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Kuwait; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Greece,,GRC,GRC,GRC,Greece,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Greece; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Japan,,JPN,JPN,JPN,Japan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Japan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Philippines,,PHL,PHL,PHL,Philippines,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Philippines; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Georgia,,GEO,GEO,GEO,Georgia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Georgia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Mexico,,MEX,MEX,MEX,Mexico,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Mexico; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Ecuador,,ECU,ECU,ECU,Ecuador,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Ecuador; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Brazil,,BRA,BRA,BRA,Brazil,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Brazil; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Moldova,,MDA,MDA,MDA,Moldova,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Moldova; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Albania,,ALB,ALB,ALB,Albania,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Albania; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,China,,CHN,CHN,CHN,China,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=China; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Romania,,ROU,ROU,ROU,Romania,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Romania; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,El Salvador,,SLV,SLV,SLV,El Salvador,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=El Salvador; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,India,,IND,IND,IND,India,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=India; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Azerbaijan,,AZE,AZE,AZE,Azerbaijan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Azerbaijan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Guatemala,,GTM,GTM,GTM,Guatemala,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Guatemala; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Peru,,PER,PER,PER,Peru,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Peru; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Türkiye,,TUR,TUR,TUR,Türkiye,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Türkiye; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Mongolia,,MNG,MNG,MNG,Mongolia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Mongolia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Namibia,,NAM,NAM,NAM,Namibia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Namibia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Libya,,LBY,LBY,LBY,Libya,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Libya; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Kazakhstan,,KAZ,KAZ,KAZ,Kazakhstan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Kazakhstan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Botswana,,BWA,BWA,BWA,Botswana,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Botswana; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Gabon,,GAB,GAB,GAB,Gabon,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Gabon; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Egypt,,EGY,EGY,EGY,Egypt,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Egypt; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Honduras,,HND,HND,HND,Honduras,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Honduras; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Nepal,,NPL,NPL,NPL,Nepal,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Nepal; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Senegal,,SEN,SEN,SEN,Senegal,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Senegal; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Indonesia,,IDN,IDN,IDN,Indonesia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Indonesia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Tunisia,,TUN,TUN,TUN,Tunisia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Tunisia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Zambia,,ZMB,ZMB,ZMB,Zambia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Zambia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Algeria,,DZA,DZA,DZA,Algeria,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Algeria; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Cote D'Ivoire,,CIV,CIV,CIV,Cote D'Ivoire,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Cote D'Ivoire; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Bolivia,,BOL,BOL,BOL,Bolivia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Bolivia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Iraq,,IRQ,IRQ,IRQ,Iraq,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Iraq; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Paraguay,,PRY,PRY,PRY,Paraguay,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Paraguay; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Morocco,,MAR,MAR,MAR,Morocco,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Morocco; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Gambia,,GMB,GMB,GMB,Gambia,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Gambia; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Thailand,,THA,THA,THA,Thailand,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Thailand; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Nicaragua,,NIC,NIC,NIC,Nicaragua,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Nicaragua; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Iran,,IRN,IRN,IRN,Iran,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Iran; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Pakistan,,PAK,PAK,PAK,Pakistan,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Pakistan; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Angola,,AGO,AGO,AGO,Angola,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Angola; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Madagascar,,MDG,MDG,MDG,Madagascar,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Madagascar; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Malawi,,MWI,MWI,MWI,Malawi,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Malawi; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
microsoft,Mozambique,,MOZ,MOZ,MOZ,Mozambique,country_iso3,fuzzy_token_sort_ratio,100.0,approved_by_human,approved_by_bulk_exact_match_policy,project_owner_policy,2026-05-06,candidate=Mozambique; score=100.0,Exact matches bulk-approved under documented rescue policy; lower scores remain excluded until reviewed.
