iso3,country_name_canonical,entity_type,region,income_group,n_sources_present,source_list,n_variables_available,pct_variables_available,included_in_matrix,included_in_dense_candidate,inclusion_notes,iapp_ley_ia_vigente,iapp_categoria_obligatoriedad,iapp_proyecto_ley_ia,iapp_modelo_gobernanza,iapp_n_leyes_relacionadas,iapp_n_autoridades,oxford_ind_company_investment_emerging_tech,oxford_ind_ai_unicorns_log,oxford_ind_non_ai_unicorns_log,oxford_ind_vc_availability,wipo_c_vencapdeal_score,wb_fdi_net_inflows,ms_h2_2025_ai_diffusion_pct,ms_h1_2025_ai_diffusion_pct,ms_change_pp,anthropic_usage_pct,anthropic_collaboration_pct,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_bigdata_pct,oxford_public_sector_adoption,oxford_ind_adoption_emerging_tech,wipo_out_score,oxford_total_score,wipo_gii_score,oxford_innovation_capacity,oxford_ind_ai_research_papers_log,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,wb_patent_applications_residents,wb_gdp_per_capita_ppp,wb_internet_penetration,wb_tertiary_education_enrollment,wb_rd_expenditure_pct_gdp,wb_researchers_rd_per_million,wb_government_effectiveness,wb_rule_of_law,wb_regulatory_quality,wipo_in_score,wb_mobile_subscriptions_per100,wb_secure_servers_per_1m,wb_electric_consumption_kwh_pc,oxford_ind_ai_unicorns_log_log,oxford_ind_non_ai_unicorns_log_log,oxford_ind_vc_availability_log,wb_fdi_net_inflows_log,wb_gdp_per_capita_ppp_log,wb_researchers_rd_per_million_log,wb_mobile_subscriptions_per100_log,wb_secure_servers_per_1m_log,wb_electric_consumption_kwh_pc_log,iapp_ley_ia_vigente_z,iapp_proyecto_ley_ia_z,iapp_n_leyes_relacionadas_z,iapp_n_autoridades_z,oxford_ind_company_investment_emerging_tech_z,oxford_ind_ai_unicorns_log_z,oxford_ind_ai_unicorns_log_log_z,oxford_ind_non_ai_unicorns_log_z,oxford_ind_non_ai_unicorns_log_log_z,oxford_ind_vc_availability_z,oxford_ind_vc_availability_log_z,wipo_c_vencapdeal_score_z,wb_fdi_net_inflows_z,wb_fdi_net_inflows_log_z,ms_h2_2025_ai_diffusion_pct_z,ms_h1_2025_ai_diffusion_pct_z,ms_change_pp_z,anthropic_usage_pct_z,anthropic_collaboration_pct_z,oecd_5_ict_business_oecd_biz_ai_pct_z,oecd_5_ict_business_oecd_biz_bigdata_pct_z,oxford_public_sector_adoption_z,oxford_ind_adoption_emerging_tech_z,wipo_out_score_z,oxford_total_score_z,wipo_gii_score_z,oxford_innovation_capacity_z,oxford_ind_ai_research_papers_log_z,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications_z,wb_patent_applications_residents_z,wb_gdp_per_capita_ppp_z,wb_gdp_per_capita_ppp_log_z,wb_internet_penetration_z,wb_tertiary_education_enrollment_z,wb_rd_expenditure_pct_gdp_z,wb_researchers_rd_per_million_z,wb_researchers_rd_per_million_log_z,wb_government_effectiveness_z,wb_rule_of_law_z,wb_regulatory_quality_z,wipo_in_score_z,wb_mobile_subscriptions_per100_z,wb_mobile_subscriptions_per100_log_z,wb_secure_servers_per_1m_z,wb_secure_servers_per_1m_log_z,wb_electric_consumption_kwh_pc_z,wb_electric_consumption_kwh_pc_log_z,n_binding,binding_variables_used,n_non_binding,non_binding_variables_used,n_hybrid,hybrid_variables_used,regulatory_intensity,n_regulatory_mechanisms,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law_light_touch,iapp_categoria_obligatoriedad_binding_ai_specific_laws_subnational_or_use_case,iapp_categoria_obligatoriedad_binding_ai_specific_laws_use_case,iapp_categoria_obligatoriedad_nonbinding_ai_frameworks_plus_adjacent_binding_laws,iapp_modelo_gobernanza_binding_horizontal_ai_law,iapp_modelo_gobernanza_binding_use_case_specific_ai_laws,iapp_modelo_gobernanza_draft_horizontal_ai_law,iapp_modelo_gobernanza_strategy_voluntary_sectoral,split
JPN,Japan,country_iso3,East Asia & Pacific,High income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",387,97.48,True,True,,1.0,binding_ai_specific_horizontal_law_light_touch,0.0,binding_horizontal_ai_law,6.0,5.0,80.0,16.99916163,26.61383928,37.0,13.5611776309987,16160318365.9944,19.1,16.7,2.4,2.9128,16.66666666666667,9.1715,5.6375,72.71,85.26,47.2945814622031,72.24,53.5565691353389,68.80644108,77.77834795,3.0,222452.0,52039.1716551611,85.54153081,64.4907608032227,3.44125,5608.63075,2.0879101,1.5115753,1.3296352,59.8185568084746,178.432441299977,32928.7580837326,7530.06014396198,2.8903251807003527,3.318317070240911,3.6375861597263857,23.50582459077317,10.859771231144466,8.632240176386164,5.189798765494898,10.402132028964214,8.926791100254826,0.0,0.0,-1.0,-1.3333333333333333,0.875,0.0,0.0,0.46497352084553517,0.4318889781737617,0.7058823529411765,0.3971586354928563,-0.24675819956326417,0.2703971180164121,0.21675793336901822,-1.2352941176470587,-1.328767123287671,0.777777777777778,7.271716260895704,0.0,-0.7519152751723143,-3.0204630109859023,-0.3073593073593091,0.9844413012729846,0.8284532727392127,0.44426751592356556,0.7373615221885853,0.6456722398627581,2.5017504559867825,0.0,196.94033837934106,-0.3511591895942987,-0.39880593614153487,-1.7544509547759195,-1.1018428959397744,1.7746152833075002,0.34595813413892557,0.2951035481005412,1.5785593765082568,0.9544813994238038,0.38060526571870434,0.3748235239524464,4.279873953313785,3.6178157004141713,-0.04537370564970243,-0.03525350273661801,0.7688478432257208,0.6028915825124358,4,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,9,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.3076923076923077,15,0,1,0,0,0,1,0,0,0,train
EST,Estonia,country_iso3,Europe & Central Asia,High income,6,"oxford, wb, wipo, stanford, oecd, anthropic",368,92.7,True,True,,,,,,,,58.75,16.99916163,0.0,100.0,89.8155460919345,-3437916450.37682,,,,0.0741,16.66666666666667,23.4026,55.98699999999999,99.63,73.19,45.8041056493187,69.56,51.091978139021,63.20960161,44.37861507,,25.0,49968.7108278373,92.23796204,65.6692276000977,1.83878,4800.4412,1.2969908,1.4864478,1.3977035,56.3798506287234,151.131825017309,139022.298393767,5297.51716227964,2.8903251807003527,0.0,4.61512051684126,-21.958131442092533,10.819172317406103,8.476671401829972,5.0247474148357965,11.842396812410762,8.575182279692337,,,,,-0.3055555555555556,0.0,0.0,-1.0,-3.4930404551447762,4.411764705882353,1.4202069330324063,5.235404802092267,-1.3838894674735793,-44.383850701988266,,,,-1.2605951307484222,0.0,1.02520618904716,1.7274741854872924,3.5772005772005797,0.13083451202263044,0.6775937571688488,0.017515923566878887,0.4704683780465415,0.0,-2.466641922982204,,-1.1246660730187,-0.48131259618039757,-0.5576250231197232,-0.15108781979199937,-1.0,0.1511868218703464,-0.032051539914136395,-0.029348795106531465,0.20171200847430726,0.9112984829309974,0.5040680526029541,-0.019660649933208627,1.9807068031069262,1.8247515571753259,3.7434094861710405,1.3308428832865598,-0.4635696773369572,-0.4336866243124588,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
ARG,Argentina,country_iso3,Latin America & Caribbean ,Upper middle income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",379,95.47,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,1.0,draft_horizontal_ai_law,5.0,6.0,34.5,0.0,11.4619567,4.0,1.46047711722145,11644393816.0627,19.6,17.8,1.8,0.4985,16.66666666666667,,,71.06,51.97,22.4275937654867,58.25,26.7779545767115,43.88824832,43.23129027,,406.0,30431.1931223693,89.66715228,107.822574129434,0.60111,1312.75278,0.1837479,-0.2513801,-0.2350259999999999,31.1283153879363,140.234979049333,5453.43428098629,2822.09714825266,0.0,2.522680539553323,1.6094379124341003,23.17809068371635,10.323256311354466,7.180643038268846,4.950425021358159,8.604184186378975,7.945589840786649,0.0,0.0,-1.6666666666666667,-0.6666666666666666,-1.6527777777777777,0.0,0.0,-0.3690702462760919,-0.50919566546231,-1.2352941176470589,-1.7254200712792533,-1.1167150818988367,-0.1107919775339896,-0.10475240142479446,-1.1699346405228757,-1.1780821917808215,-0.5555555555555551,0.015028554253081038,0.0,,,-0.5454545454545462,-1.36987270155587,-1.6884756738372557,-1.78343949044586,-2.1625227369025386,-2.2289832543533667,-2.6373127428059018,,-0.7853962600178095,-1.7094809594957763,-2.4976012453054035,-0.7666308537851766,2.642884886943323,-1.1026704758431347,-1.663327226221685,-2.732329779689325,-1.7362424160130978,-2.0752492072319413,-2.4573888120187237,-2.9164859377300143,1.0630106591433175,1.0173372691233205,-1.0265648762853,-1.7406135714152817,-1.8300611720446895,-2.2897885284323025,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,5,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.375,10,0,0,0,0,1,0,0,1,0,test
BRA,Brazil,country_iso3,Latin America & Caribbean ,Upper middle income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",389,97.98,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,1.0,draft_horizontal_ai_law,5.0,2.0,39.0,16.99916163,42.41427981,12.0,7.73827777506172,74090786050.19,17.1,15.6,1.5,2.5548,16.66666666666666,12.94,6.11,94.78,55.65,27.8959385794381,69.55,32.8689996973019,58.34177317,67.81593314,2.0,4666.0,22338.4765640635,84.46347227,69.7317733764648,1.1938,,-0.2240029999999999,-0.446218,-0.2945386,37.8420608151657,101.926846460424,6941.17408045006,3068.09612345834,2.8903251807003527,3.7707884148687407,2.5649493574615367,25.028557016728737,10.014110641912861,,4.634018507358291,8.845370272519029,8.029138374904207,0.0,0.0,-1.6666666666666667,-3.3333333333333335,-1.4027777777777777,0.0,0.0,1.334717519470321,0.9670753574952691,-0.7647058823529411,-0.7254200712792531,-0.6653845261181334,5.160306667476063,1.7105741102392644,-1.4967320261437906,-1.4794520547945202,-1.2222222222222219,6.195671776375115,0.0,-0.2813204344424277,-2.975906454806922,2.87734487734488,-1.10961810466761,-1.134993462000516,0.015923566878979983,-1.5029170717945497,-0.5615708131293667,1.019786932626659,-0.5,3.008014247551202,-2.218205691062263,-3.706949684536747,-2.012576404141669,-0.648915499486058,-0.5022287734654387,,,-2.4460629419232305,-2.4100882785814104,-2.5653332068504975,-2.146293260572929,-2.163172923023823,-2.420000096943713,-0.9734351237147,-1.5118476914035868,-1.6942638102149585,-2.0434790372771037,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,4,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.42857142857142855,9,0,0,0,0,1,0,0,1,0,train
COL,Colombia,country_iso3,Latin America & Caribbean ,Upper middle income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",392,98.74,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,1.0,draft_horizontal_ai_law,6.0,8.0,38.75,0.0,11.4619567,8.0,3.20128857045219,13683876155.4127,22.0,20.4,1.6,0.6908,16.66666666666667,7.184849904,7.325321263,70.7,46.99,20.4457905587096,56.02,28.4802835988839,46.42259461,50.37339715,,432.0,22349.436440123,79.34543299,59.2901382446289,0.2894,,-0.1110990999999999,-0.5597434,0.0133922,36.5147766390581,174.094289675393,1126.20714719974,1551.19383043981,0.0,2.522680539553323,2.197224577336219,23.339484053773276,10.014601127373338,,5.165324626969014,7.027498301231278,7.347424583692264,0.0,0.0,-1.0,0.6666666666666666,-1.4166666666666667,0.0,0.0,-0.3690702462760919,-0.50919566546231,-1.0,-1.1102660948815752,-0.991562748539093,0.06136068350628445,0.05357615513651405,-0.8562091503267975,-0.821917808219178,-0.9999999999999996,0.5930267508265707,0.0,-1.0,-2.8613021582347122,-0.5974025974025982,-1.722065063649222,-1.8890652232587972,-2.1385350318471334,-1.9781757414900636,-1.9366116302567105,-1.5748854018488574,,-0.7622439893143366,-2.2175167308143418,-3.705030952092058,-3.2380165263650444,-1.5512797943414955,-1.4184572835303768,,,-2.2495176843277105,-2.6051875868298415,-2.0068060402326067,-2.2985576804894903,3.9145292444402258,3.351936626706608,-1.1810976158259983,-3.2361058686300606,-2.531630426775685,-4.053239936141379,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,5,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.375,10,0,0,0,0,1,0,0,1,0,test
MEX,Mexico,country_iso3,Latin America & Caribbean ,Upper middle income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",370,93.2,True,True,,,,,,,,39.75,0.0,34.3858701,5.0,2.07476943223105,45474733959.0,17.8,16.7,1.1,0.9757,16.66666666666667,,,66.11,55.16,26.8689683616508,48.33,30.5127163343233,47.26935175,58.67198887,,1117.0,26185.3564713253,83.12233799,48.203441619873,0.25372,438.24497,-0.2199329,-1.1538645,-0.1957883,34.1564643069957,116.486713265167,531.655697865752,2658.04923845649,0.0,3.566312590740762,1.791759469228055,24.540422711086094,10.172993808744964,6.085057275664132,4.766325248596024,6.277875245204069,7.885723908731024,,,,,-1.3611111111111112,0.0,0.0,0.8927892611717242,0.725219873666021,-1.1764705882352942,-1.5346096338504065,-1.0725517025473683,2.744826316939897,1.2317093341137302,-1.4052287581699345,-1.328767123287671,-2.1111111111111107,1.4493537721671181,0.0,,,-1.2597402597402616,-1.1442715700141448,-1.2389389458663445,-3.3630573248407645,-1.7580814687165907,-1.8389265738719176,-0.340424635172716,,-0.1522707034728406,-1.9763829441403116,-3.085413855891308,-2.333691516021223,-2.5093901913971934,-1.4546039368244028,-2.072355544163877,-5.017270114762872,-2.4389776343923164,-3.6262156177885254,-2.386219181031493,-2.5691003914533272,-0.9369893408566826,-0.9826627308766794,-1.2023300728759418,-3.947126064005424,-1.9206195711005214,-2.466279324086537,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,test
PER,Peru,country_iso3,Latin America & Caribbean ,Upper middle income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",368,92.7,True,True,,1.0,binding_ai_specific_horizontal_law,0.0,binding_horizontal_ai_law,9.0,7.0,25.25,0.0,0.0,2.0,0.635879349436584,6799395299.75657,14.7,13.4,1.2,0.3354,16.66666666666667,,,90.4,38.64,16.4253596952914,56.52,26.4660453517052,39.67343668,56.22170712,1.0,94.0,17802.4182498972,81.95705992,,0.17611,,-0.2004128,-0.5057749,0.0828146,36.506731008119,124.623544414599,826.790743824685,1594.68211201468,0.0,0.0,1.0986122886681096,22.64009951881496,9.787145754354604,,4.833289691996752,6.718760397595539,7.375056580235531,0.0,0.0,1.0,0.0,-2.1666666666666665,0.0,0.0,-1.0,-3.4930404551447762,-1.3529411764705883,-2.2600297051296603,-1.1759979723749903,-0.5197581996117487,-0.6325272694477421,-1.8104575163398693,-1.7808219178082187,-1.8888888888888888,-0.4752028854824166,0.0,,,2.245310245310248,-2.3125884016973126,-2.295995847155108,-2.058917197452229,-2.196299714045282,-2.7152196180699817,-0.7049174057216882,-1.0,-1.0632235084594834,-2.503351603639149,-4.594814725715149,-2.6127004142344896,,-1.5332289862119968,,,-2.4049966728596304,-2.512439910827771,-1.8808871767353084,-2.2994806654461843,-0.2517324700280616,-0.25518281717521957,-1.1917902916774001,-3.528944893254318,-2.5076238474660024,-3.9717780280413773,4,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,4,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,1,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.5,9,1,0,0,0,0,1,0,0,0,train
URY,Uruguay,country_iso3,Latin America & Caribbean ,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",347,87.41,True,True,,,,,,,,27.0,0.0,0.0,8.0,4.24955873945845,-3936668278.41077,22.5,20.9,1.6,0.0593,16.66666666666666,,,83.22,51.47,19.2946369960216,58.47,28.837903949844,41.42624181,32.23674514,,,36417.874162496,91.99109007,79.9536903496537,0.70196,937.57039,0.6904798999999999,0.9505638,0.6468484,38.3811709036664,145.501755749445,4640.65897593684,3789.75591197495,0.0,0.0,2.197224577336219,-22.093600588159994,10.50284244018699,6.8443578558778295,4.987037413023157,8.442827119236274,8.240320727259057,,,,,-2.0694444444444446,0.0,0.0,-1.0,-3.4930404551447762,-1.0,-1.1102660948815752,-0.9161993555656226,-1.4259890987075083,-44.51674732808814,-0.7908496732026145,-0.7534246575342465,-0.9999999999999996,-1.3050796513375416,0.0,,,1.2092352092352099,-1.4052333804809054,-2.005580008210681,-1.7484076433121023,-1.9394486585706179,-2.5130094920879276,-4.272811278988286,,,-1.3331459324167823,-1.7950773994967357,-0.21019772507790158,0.2344607902541711,-1.0005014740297236,-1.8388090459932331,-3.433682064065471,-0.8541137076877615,-0.009646060769375181,-0.8578384911516582,-2.0844472095354982,1.506561084928396,1.4150823734836926,-1.0555904833627845,-1.8936613365320933,-1.2958902180598697,-1.4208921983950331,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,test
GRC,Greece,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",364,91.69,True,True,,,,,,,,23.5,0.0,11.4619567,4.0,1.94203888165926,6742277267.34835,19.1,17.7,1.4,0.2108,16.66666666666667,8.9269,31.4459,78.76,38.5,30.9938565235821,60.51,37.3467991812641,52.9252794,63.81604227,,394.0,44327.2097808276,86.26968886,165.113418579102,1.4943,5283.3671,0.1912731,0.2983017,0.4796528,43.6997418389461,113.597610306796,15657.9434729048,4685.95599057158,0.0,2.522680539553323,1.6094379124341003,22.631663578446368,10.699376543003673,8.57250813711244,4.7414269515919845,9.658797500659931,8.452538608198994,,,,,-2.263888888888889,0.0,0.0,-0.3690702462760919,-0.50919566546231,-1.2352941176470589,-1.7254200712792533,-1.082094113404876,-0.5245795315167818,-0.6408030137445826,-1.2352941176470587,-1.191780821917808,-1.4444444444444444,-0.8497144574691916,0.0,-0.7824599210639237,-0.586741477674572,0.5656565656565665,-2.3224893917963225,-0.8214356059854789,-1.4235668789808922,-1.0180114688373993,-1.1864377015624876,0.42478135618638296,,-0.7960819234194123,-0.8359489021840382,-1.0262546923037337,-1.5801040924380554,7.593949715465783,-0.1977985796634551,0.19382450865736722,0.1705271338285597,-1.7231424046542536,-1.1305924261349143,-1.1610991092482505,-1.4743072464265026,-1.1802999880111615,-1.2531497242116376,-0.6621442641147738,-0.7403090066924373,-0.8011661801110723,-0.7952525169758271,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
ROU,Romania,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",362,91.18,True,True,,,,,,,,31.25,0.0,0.0,4.0,2.68000752252643,7159113565.92973,16.2,15.3,0.9,0.3833,16.66666666666667,5.2108,35.0692,55.66,52.7,29.1279533506678,56.73,34.2643558022539,47.3181095,60.7740076,,772.0,49076.5399383138,91.29048551,55.1682891845703,0.51656,1082.10503,0.4181245999999999,0.3710994999999999,0.3834547,39.40075825384,119.804862328273,27229.5998846093,2585.27043246593,0.0,0.0,1.6094379124341003,22.691652006753245,10.801156774062383,6.987587222908093,4.794176535752524,10.21209661570826,7.8579721294503635,,,,,-1.8333333333333333,0.0,0.0,-1.0,-3.4930404551447762,-1.2352941176470589,-1.7254200712792533,-1.029039259486355,-0.4893943883878478,-0.581953748369808,-1.6143790849673203,-1.520547945205479,-2.555555555555556,-0.33122933573790203,0.0,-1.246511264472795,-0.24506577396388304,-2.7676767676767717,-1.3182461103253182,-1.0102942552394463,-2.02547770700637,-1.3518124955769064,-1.8333016982931354,-0.02773788776355354,,-0.4594835262689225,-0.5373962848916322,-0.6281001142441945,-0.3779473046857897,-1.9074892743337697,-1.18832629243534,-1.7712067215685032,-3.1349646390448775,-1.3282349966423954,-1.0054856181253622,-1.3355839357970223,-1.9674813937569025,-0.6575458570029385,-0.6800954138329424,-0.24890046825245324,-0.21550278345855717,-1.9607952256631982,-2.548094363757406,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
HRV,Croatia,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",355,89.42,True,True,,,,,,,,25.25,0.0,11.4619567,9.0,,4535565345.95969,23.7,21.8,1.9,0.1084,16.66666666666666,15.1928,41.9005,71.67,49.87,31.1754860795854,49.79,37.6794484448472,46.19545765,54.91086046,,77.0,49550.7921506017,83.63240029,81.1775207519531,1.38621,2440.27743,0.7097625,0.3774834999999999,0.2858764,44.1834108101091,121.732525659138,29458.6415601883,4484.04352063873,0.0,2.522680539553323,2.3025850929940455,22.235215575799877,10.810773707632862,7.800276718174872,4.8100073993851895,10.290776522942885,8.408503478044196,,,,,-2.1666666666666665,0.0,0.0,-0.3690702462760919,-0.50919566546231,-0.9411764705882353,-1.0,,-0.7108480380327188,-1.0297225832937678,-0.6339869281045754,-0.6301369863013695,-0.33333333333333315,-1.1574992485722875,0.0,0.0,0.3991230138148901,-0.4574314574314582,-1.5183875530410187,-0.8030518478627006,-3.1305732484076434,-0.9819885311626008,-1.962814995656936,-0.8999129938283477,,-1.0783615316117543,-0.5075838198617827,-0.590479585305014,-2.2115645113114155,0.34022400109712386,-0.3073022723358558,-1.1359568519904257,-1.4400293167650375,-0.8205461906745195,-0.9945143818746377,-1.512572179332227,-1.4188213326700778,-0.4952044592449381,-0.5081140648595316,-0.16929754794625904,-0.140874605250485,-0.912626728735231,-0.925072514608819,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
