iso3,country_name_canonical,variable_matriz,bloque_tematico,value,q1,q3,iqr,lower_fence,upper_fence,direction,iqr_k
AND,Andorra,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
BTN,Bhutan,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
CPV,Cabo Verde,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
CYP,Cyprus,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
KOR,South Korea,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
LIE,Liechtenstein,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
MNE,Montenegro,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
NZL,New Zealand,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
USA,United States,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
XKX,Kosovo,anthropic_ai_autonomy_median,adoption_diffusion,3.0,4.0,4.0,0.0,4.0,4.0,below,3.0
SYC,Seychelles,anthropic_ai_education_years_mean,adoption_diffusion,16.884605,11.752282,12.223572,0.47129,10.338413,13.637441,above,3.0
IRQ,Iraq,anthropic_ai_education_years_mean,adoption_diffusion,10.211194,11.752282,12.223572,0.47129,10.338413,13.637441,below,3.0
BDI,Burundi,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
BLZ,Belize,anthropic_collaboration_pct,adoption_diffusion,33.333333,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
BRN,Brunei,anthropic_collaboration_pct,adoption_diffusion,33.333333,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
BTN,Bhutan,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
CPV,Cabo Verde,anthropic_collaboration_pct,adoption_diffusion,33.333333,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
DJI,Djibouti,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
FJI,Fiji,anthropic_collaboration_pct,adoption_diffusion,33.333333,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
GMB,The Gambia,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
GUY,Guyana,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
LBR,Liberia,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
LSO,Lesotho,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
MCO,Monaco,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
PNG,Papua New Guinea,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
SUR,Suriname,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
SWZ,Swaziland,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
TCD,Chad,anthropic_collaboration_pct,adoption_diffusion,33.333333,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
TLS,Timor Leste,anthropic_collaboration_pct,adoption_diffusion,50.0,16.666667,20.0,3.333333,6.666667,30.0,above,3.0
AUS,Australia,anthropic_gdp_total,socioeconomic_control,1796805000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
BRA,Brazil,anthropic_gdp_total,socioeconomic_control,2171337000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
CAN,Canada,anthropic_gdp_total,socioeconomic_control,2241253000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
DEU,Germany,anthropic_gdp_total,socioeconomic_control,4658526000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
ESP,Spain,anthropic_gdp_total,socioeconomic_control,1722227000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
FRA,France,anthropic_gdp_total,socioeconomic_control,3162023000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
GBR,United Kingdom,anthropic_gdp_total,socioeconomic_control,3644636000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
IDN,Indonesia,anthropic_gdp_total,socioeconomic_control,1396300000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
IND,India,anthropic_gdp_total,socioeconomic_control,3909097000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
ITA,Italy,anthropic_gdp_total,socioeconomic_control,2372059000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
JPN,Japan,anthropic_gdp_total,socioeconomic_control,4026211000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
KOR,South Korea,anthropic_gdp_total,socioeconomic_control,1869714000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
MEX,Mexico,anthropic_gdp_total,socioeconomic_control,1852723000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
NLD,Netherlands (Kingdom of the),anthropic_gdp_total,socioeconomic_control,1227174000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
TUR,Turkiye,anthropic_gdp_total,socioeconomic_control,1322405000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
USA,United States,anthropic_gdp_total,socioeconomic_control,29184900000000.0,13370000000.0,298833000000.0,285463000000.0,-843019000000.0,1155222000000.0,above,3.0
AUS,Australia,anthropic_usage_pct,adoption_diffusion,1.5906,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
BRA,Brazil,anthropic_usage_pct,adoption_diffusion,2.5548,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
CAN,Canada,anthropic_usage_pct,adoption_diffusion,2.5902,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
DEU,Germany,anthropic_usage_pct,adoption_diffusion,3.027,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
ESP,Spain,anthropic_usage_pct,adoption_diffusion,1.564,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
FRA,France,anthropic_usage_pct,adoption_diffusion,3.2332,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
GBR,United Kingdom,anthropic_usage_pct,adoption_diffusion,3.5869,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
IND,India,anthropic_usage_pct,adoption_diffusion,6.1627,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
ITA,Italy,anthropic_usage_pct,adoption_diffusion,1.7373,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
JPN,Japan,anthropic_usage_pct,adoption_diffusion,2.9128,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
KOR,South Korea,anthropic_usage_pct,adoption_diffusion,2.9075,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
SYC,Seychelles,anthropic_usage_pct,adoption_diffusion,2.471809,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
USA,United States,anthropic_usage_pct,adoption_diffusion,22.2372,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
VAT,Vatican,anthropic_usage_pct,adoption_diffusion,4.044188,0.0176,0.3577,0.3401,-1.0027,1.378,above,3.0
SOM,"Somalia, Fed. Rep.",oecd_1_digital_stri_digital_stri_ip,institutional_control,0.108235,0.0,0.021647,0.021647,-0.064941,0.086588,above,3.0
SSD,South Sudan,oecd_1_digital_stri_digital_stri_ip,institutional_control,0.108235,0.0,0.021647,0.021647,-0.064941,0.086588,above,3.0
USA,United States,oxford_ai_sector_maturity,ecosystem_outcome,100.0,5.1,24.975,19.875,-54.525,84.6,above,3.0
ARE,United Arab Emirates,oxford_compute_capacity,ecosystem_outcome,40.49,2.08,10.19,8.11,-22.25,34.52,above,3.0
AUS,Australia,oxford_compute_capacity,ecosystem_outcome,40.81,2.08,10.19,8.11,-22.25,34.52,above,3.0
BRA,Brazil,oxford_compute_capacity,ecosystem_outcome,38.57,2.08,10.19,8.11,-22.25,34.52,above,3.0
CAN,Canada,oxford_compute_capacity,ecosystem_outcome,44.24,2.08,10.19,8.11,-22.25,34.52,above,3.0
CHN,China,oxford_compute_capacity,ecosystem_outcome,80.66,2.08,10.19,8.11,-22.25,34.52,above,3.0
DEU,Germany,oxford_compute_capacity,ecosystem_outcome,56.98,2.08,10.19,8.11,-22.25,34.52,above,3.0
FRA,France,oxford_compute_capacity,ecosystem_outcome,51.11,2.08,10.19,8.11,-22.25,34.52,above,3.0
GBR,United Kingdom,oxford_compute_capacity,ecosystem_outcome,50.34,2.08,10.19,8.11,-22.25,34.52,above,3.0
IND,India,oxford_compute_capacity,ecosystem_outcome,48.5,2.08,10.19,8.11,-22.25,34.52,above,3.0
ITA,Italy,oxford_compute_capacity,ecosystem_outcome,39.99,2.08,10.19,8.11,-22.25,34.52,above,3.0
JPN,Japan,oxford_compute_capacity,ecosystem_outcome,50.49,2.08,10.19,8.11,-22.25,34.52,above,3.0
KOR,South Korea,oxford_compute_capacity,ecosystem_outcome,40.81,2.08,10.19,8.11,-22.25,34.52,above,3.0
NLD,Netherlands (Kingdom of the),oxford_compute_capacity,ecosystem_outcome,39.17,2.08,10.19,8.11,-22.25,34.52,above,3.0
SGP,Singapore,oxford_compute_capacity,ecosystem_outcome,41.99,2.08,10.19,8.11,-22.25,34.52,above,3.0
USA,United States,oxford_compute_capacity,ecosystem_outcome,90.92,2.08,10.19,8.11,-22.25,34.52,above,3.0
BRA,Brazil,oxford_ind_ai_unicorns_log,ecosystem_outcome,16.999162,0.0,0.0,0.0,0.0,0.0,above,3.0
CAN,Canada,oxford_ind_ai_unicorns_log,ecosystem_outcome,26.943034,0.0,0.0,0.0,0.0,0.0,above,3.0
CHL,Chile,oxford_ind_ai_unicorns_log,ecosystem_outcome,16.999162,0.0,0.0,0.0,0.0,0.0,above,3.0
CHN,China,oxford_ind_ai_unicorns_log,ecosystem_outcome,72.211206,0.0,0.0,0.0,0.0,0.0,above,3.0
DEU,Germany,oxford_ind_ai_unicorns_log,ecosystem_outcome,26.943034,0.0,0.0,0.0,0.0,0.0,above,3.0
EST,Estonia,oxford_ind_ai_unicorns_log,ecosystem_outcome,16.999162,0.0,0.0,0.0,0.0,0.0,above,3.0
FRA,France,oxford_ind_ai_unicorns_log,ecosystem_outcome,16.999162,0.0,0.0,0.0,0.0,0.0,above,3.0
GBR,United Kingdom,oxford_ind_ai_unicorns_log,ecosystem_outcome,43.942195,0.0,0.0,0.0,0.0,0.0,above,3.0
ISR,Israel,oxford_ind_ai_unicorns_log,ecosystem_outcome,39.470831,0.0,0.0,0.0,0.0,0.0,above,3.0
JPN,Japan,oxford_ind_ai_unicorns_log,ecosystem_outcome,16.999162,0.0,0.0,0.0,0.0,0.0,above,3.0
SGP,Singapore,oxford_ind_ai_unicorns_log,ecosystem_outcome,26.943034,0.0,0.0,0.0,0.0,0.0,above,3.0
USA,United States,oxford_ind_ai_unicorns_log,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
GBR,United Kingdom,oxford_ind_eng_tech_higher_ed_quality,ecosystem_outcome,98.369373,0.0,23.644098,23.644098,-70.932293,94.576391,above,3.0
USA,United States,oxford_ind_eng_tech_higher_ed_quality,ecosystem_outcome,100.0,0.0,23.644098,23.644098,-70.932293,94.576391,above,3.0
ARE,United Arab Emirates,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
ARG,Argentina,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
AUS,Australia,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
BRA,Brazil,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
CAN,Canada,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
CHE,Switzerland,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
CHL,Chile,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
CHN,China,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
CIV,Cote d'Ivoire,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
COL,Colombia,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
DEU,Germany,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
DNK,Denmark,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
EGY,Egypt,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
FIN,Finland,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
FRA,France,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
GBR,United Kingdom,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
IDN,Indonesia,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
IND,India,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
ISR,Israel,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
ITA,Italy,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
JOR,Jordan,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
JPN,Japan,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
KOR,South Korea,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
MAR,Morocco,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
MLT,Malta,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
MYS,Malaysia,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
NAM,Namibia,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
NOR,Norway,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
PER,Peru,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
PRT,Portugal,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
RUS,Russia,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
RWA,Rwanda,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
SAU,Saudi Arabia,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
SGP,Singapore,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
SRB,Serbia,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
THA,Thailand,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
TUR,Turkiye,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
URY,Uruguay,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
USA,United States,oxford_ind_ethical_principles,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
VNM,Vietnam,oxford_ind_ethical_principles,ecosystem_outcome,50.0,0.0,0.0,0.0,0.0,0.0,above,3.0
AND,Andorra,oxford_ind_female_stem_graduates,ecosystem_outcome,0.0,59.13107,76.812755,17.681685,6.086015,129.85781,below,3.0
KIR,Kiribati,oxford_ind_female_stem_graduates,ecosystem_outcome,0.0,59.13107,76.812755,17.681685,6.086015,129.85781,below,3.0
MCO,Monaco,oxford_ind_female_stem_graduates,ecosystem_outcome,0.0,59.13107,76.812755,17.681685,6.086015,129.85781,below,3.0
SWZ,Swaziland,oxford_ind_female_stem_graduates,ecosystem_outcome,0.0,59.13107,76.812755,17.681685,6.086015,129.85781,below,3.0
ARG,Argentina,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
AUS,Australia,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,36.333543,0.0,0.0,0.0,0.0,0.0,above,3.0
AUT,Austria,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
BEL,Belgium,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,22.923913,0.0,0.0,0.0,0.0,0.0,above,3.0
BRA,Brazil,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,42.41428,0.0,0.0,0.0,0.0,0.0,above,3.0
CAN,Canada,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,45.847827,0.0,0.0,0.0,0.0,0.0,above,3.0
CHE,Switzerland,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,26.613839,0.0,0.0,0.0,0.0,0.0,above,3.0
CHN,China,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,76.47905,0.0,0.0,0.0,0.0,0.0,above,3.0
COL,Colombia,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
DEU,Germany,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,46.850322,0.0,0.0,0.0,0.0,0.0,above,3.0
DNK,Denmark,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
ECU,Ecuador,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
EGY,Egypt,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
ESP,Spain,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
FIN,Finland,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
FRA,France,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,46.850322,0.0,0.0,0.0,0.0,0.0,above,3.0
GBR,United Kingdom,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,59.710529,0.0,0.0,0.0,0.0,0.0,above,3.0
GRC,Greece,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
HRV,Croatia,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
IDN,Indonesia,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,29.628728,0.0,0.0,0.0,0.0,0.0,above,3.0
IND,India,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,65.962271,0.0,0.0,0.0,0.0,0.0,above,3.0
IRL,Ireland,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,29.628728,0.0,0.0,0.0,0.0,0.0,above,3.0
ISR,Israel,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,43.639737,0.0,0.0,0.0,0.0,0.0,above,3.0
ITA,Italy,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
JPN,Japan,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,26.613839,0.0,0.0,0.0,0.0,0.0,above,3.0
KOR,South Korea,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,39.651855,0.0,0.0,0.0,0.0,0.0,above,3.0
LIE,Liechtenstein,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
LTU,Lithuania,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
MEX,Mexico,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,34.38587,0.0,0.0,0.0,0.0,0.0,above,3.0
MYS,Malaysia,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
NGA,Nigeria,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
NLD,Netherlands (Kingdom of the),oxford_ind_non_ai_unicorns_log,ecosystem_outcome,34.38587,0.0,0.0,0.0,0.0,0.0,above,3.0
NOR,Norway,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,26.613839,0.0,0.0,0.0,0.0,0.0,above,3.0
SEN,Senegal,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
SGP,Singapore,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,39.651855,0.0,0.0,0.0,0.0,0.0,above,3.0
SWE,Sweden,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
SYC,Seychelles,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
THA,Thailand,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
TUR,Turkiye,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
USA,United States,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,100.0,0.0,0.0,0.0,0.0,0.0,above,3.0
VNM,Vietnam,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,18.166772,0.0,0.0,0.0,0.0,0.0,above,3.0
ZAF,South Africa,oxford_ind_non_ai_unicorns_log,ecosystem_outcome,11.461957,0.0,0.0,0.0,0.0,0.0,above,3.0
SMR,San Marino,oxford_ind_stem_graduates,ecosystem_outcome,100.0,24.216759,35.475966,11.259207,-9.560863,69.253587,above,3.0
ARE,United Arab Emirates,oxford_ind_supercomputers_log,ecosystem_outcome,13.624257,0.0,0.0,0.0,0.0,0.0,above,3.0
ARG,Argentina,oxford_ind_supercomputers_log,ecosystem_outcome,13.624257,0.0,0.0,0.0,0.0,0.0,above,3.0
AUS,Australia,oxford_ind_supercomputers_log,ecosystem_outcome,38.248124,0.0,0.0,0.0,0.0,0.0,above,3.0
AUT,Austria,oxford_ind_supercomputers_log,ecosystem_outcome,21.593936,0.0,0.0,0.0,0.0,0.0,above,3.0
BEL,Belgium,oxford_ind_supercomputers_log,ecosystem_outcome,13.624257,0.0,0.0,0.0,0.0,0.0,above,3.0
BGR,Bulgaria,oxford_ind_supercomputers_log,ecosystem_outcome,21.593936,0.0,0.0,0.0,0.0,0.0,above,3.0
BRA,Brazil,oxford_ind_supercomputers_log,ecosystem_outcome,45.258801,0.0,0.0,0.0,0.0,0.0,above,3.0
CAN,Canada,oxford_ind_supercomputers_log,ecosystem_outcome,47.132184,0.0,0.0,0.0,0.0,0.0,above,3.0
CHE,Switzerland,oxford_ind_supercomputers_log,ecosystem_outcome,27.248513,0.0,0.0,0.0,0.0,0.0,above,3.0
CHN,China,oxford_ind_supercomputers_log,ecosystem_outcome,91.476604,0.0,0.0,0.0,0.0,0.0,above,3.0
CZE,Czech Republic,oxford_ind_supercomputers_log,ecosystem_outcome,21.593936,0.0,0.0,0.0,0.0,0.0,above,3.0
DEU,Germany,oxford_ind_supercomputers_log,ecosystem_outcome,70.97493,0.0,0.0,0.0,0.0,0.0,above,3.0
ESP,Spain,oxford_ind_supercomputers_log,ecosystem_outcome,27.248513,0.0,0.0,0.0,0.0,0.0,above,3.0
FIN,Finland,oxford_ind_supercomputers_log,ecosystem_outcome,27.248513,0.0,0.0,0.0,0.0,0.0,above,3.0
FRA,France,oxford_ind_supercomputers_log,ecosystem_outcome,62.466706,0.0,0.0,0.0,0.0,0.0,above,3.0
GBR,United Kingdom,oxford_ind_supercomputers_log,ecosystem_outcome,54.497026,0.0,0.0,0.0,0.0,0.0,above,3.0
HUN,Hungary,oxford_ind_supercomputers_log,ecosystem_outcome,13.624257,0.0,0.0,0.0,0.0,0.0,above,3.0
IND,India,oxford_ind_supercomputers_log,ecosystem_outcome,31.634544,0.0,0.0,0.0,0.0,0.0,above,3.0
IRL,Ireland,oxford_ind_supercomputers_log,ecosystem_outcome,31.634544,0.0,0.0,0.0,0.0,0.0,above,3.0
ITA,Italy,oxford_ind_supercomputers_log,ecosystem_outcome,50.41574,0.0,0.0,0.0,0.0,0.0,above,3.0
JPN,Japan,oxford_ind_supercomputers_log,ecosystem_outcome,68.72612,0.0,0.0,0.0,0.0,0.0,above,3.0
KOR,South Korea,oxford_ind_supercomputers_log,ecosystem_outcome,50.41574,0.0,0.0,0.0,0.0,0.0,above,3.0
LUX,Luxembourg,oxford_ind_supercomputers_log,ecosystem_outcome,21.593936,0.0,0.0,0.0,0.0,0.0,above,3.0
MAR,Morocco,oxford_ind_supercomputers_log,ecosystem_outcome,13.624257,0.0,0.0,0.0,0.0,0.0,above,3.0
NLD,Netherlands (Kingdom of the),oxford_ind_supercomputers_log,ecosystem_outcome,47.132184,0.0,0.0,0.0,0.0,0.0,above,3.0
NOR,Norway,oxford_ind_supercomputers_log,ecosystem_outcome,35.218192,0.0,0.0,0.0,0.0,0.0,above,3.0
POL,Poland,oxford_ind_supercomputers_log,ecosystem_outcome,31.634544,0.0,0.0,0.0,0.0,0.0,above,3.0
SAU,Saudi Arabia,oxford_ind_supercomputers_log,ecosystem_outcome,40.87277,0.0,0.0,0.0,0.0,0.0,above,3.0
SGP,Singapore,oxford_ind_supercomputers_log,ecosystem_outcome,27.248513,0.0,0.0,0.0,0.0,0.0,above,3.0
SVN,Slovenia,oxford_ind_supercomputers_log,ecosystem_outcome,21.593936,0.0,0.0,0.0,0.0,0.0,above,3.0
SWE,Sweden,oxford_ind_supercomputers_log,ecosystem_outcome,38.248124,0.0,0.0,0.0,0.0,0.0,above,3.0
