bloque_tematico,variable_matriz,component,loading,explained_variance_ratio,status
institutional_control,wb_rule_of_law_se,PC3,-0.413625,0.025927,exploratory_not_feature
institutional_control,wb_rule_of_law_se,PC4,0.339013,0.013138,exploratory_not_feature
institutional_control,wb_rule_of_law_se,PC5,-0.408803,0.01024,exploratory_not_feature
institutional_control,wb_voice_accountability,PC1,0.025938,0.857014,exploratory_not_feature
institutional_control,wb_voice_accountability,PC2,0.301407,0.075564,exploratory_not_feature
institutional_control,wb_voice_accountability,PC3,-0.062422,0.025927,exploratory_not_feature
institutional_control,wb_voice_accountability,PC4,-0.118127,0.013138,exploratory_not_feature
institutional_control,wb_voice_accountability,PC5,-0.050818,0.01024,exploratory_not_feature
institutional_control,wb_voice_accountability_se,PC1,0.473694,0.857014,exploratory_not_feature
institutional_control,wb_voice_accountability_se,PC2,0.05852,0.075564,exploratory_not_feature
institutional_control,wb_voice_accountability_se,PC3,-0.238704,0.025927,exploratory_not_feature
institutional_control,wb_voice_accountability_se,PC4,-0.510453,0.013138,exploratory_not_feature
institutional_control,wb_voice_accountability_se,PC5,0.608587,0.01024,exploratory_not_feature
tech_infrastructure_control,oecd_2_indigo_oecd_indigo_score,PC1,0.056611,0.746857,exploratory_not_feature
tech_infrastructure_control,oecd_2_indigo_oecd_indigo_score,PC2,-0.100836,0.082315,exploratory_not_feature
tech_infrastructure_control,oecd_2_indigo_oecd_indigo_score,PC3,-0.008626,0.03794,exploratory_not_feature
tech_infrastructure_control,oecd_2_indigo_oecd_indigo_score,PC4,-0.073562,0.022641,exploratory_not_feature
tech_infrastructure_control,oecd_2_indigo_oecd_indigo_score,PC5,0.057136,0.019295,exploratory_not_feature
tech_infrastructure_control,wb_electric_consumption_kwh_pc,PC1,0.086253,0.746857,exploratory_not_feature
tech_infrastructure_control,wb_electric_consumption_kwh_pc,PC2,-0.201198,0.082315,exploratory_not_feature
tech_infrastructure_control,wb_electric_consumption_kwh_pc,PC3,-0.074852,0.03794,exploratory_not_feature
tech_infrastructure_control,wb_electric_consumption_kwh_pc,PC4,0.567207,0.022641,exploratory_not_feature
tech_infrastructure_control,wb_electric_consumption_kwh_pc,PC5,0.429988,0.019295,exploratory_not_feature
tech_infrastructure_control,wb_fixed_broadband_per100,PC1,0.049441,0.746857,exploratory_not_feature
tech_infrastructure_control,wb_fixed_broadband_per100,PC2,-0.096296,0.082315,exploratory_not_feature
tech_infrastructure_control,wb_fixed_broadband_per100,PC3,-0.015791,0.03794,exploratory_not_feature
tech_infrastructure_control,wb_fixed_broadband_per100,PC4,-0.060908,0.022641,exploratory_not_feature
tech_infrastructure_control,wb_fixed_broadband_per100,PC5,0.032745,0.019295,exploratory_not_feature
tech_infrastructure_control,wb_internet_penetration,PC1,0.080093,0.746857,exploratory_not_feature
tech_infrastructure_control,wb_internet_penetration,PC2,-0.348579,0.082315,exploratory_not_feature
tech_infrastructure_control,wb_internet_penetration,PC3,-0.155512,0.03794,exploratory_not_feature
tech_infrastructure_control,wb_internet_penetration,PC4,0.032686,0.022641,exploratory_not_feature
tech_infrastructure_control,wb_internet_penetration,PC5,-0.056494,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_1_score,PC1,0.05714,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_1_score,PC2,-0.141248,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_1_score,PC3,0.017957,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_1_score,PC4,0.089564,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_1_score,PC5,0.129541,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_2_score,PC1,0.068935,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_2_score,PC2,-0.103063,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_2_score,PC3,-0.016553,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_2_score,PC4,0.104473,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_2_score,PC5,0.049329,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_score,PC1,0.061401,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_score,PC2,-0.116383,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_score,PC3,-0.000793,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_score,PC4,0.094362,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_1_score,PC5,0.082982,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_1_score,PC1,0.067865,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_1_score,PC2,-0.113998,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_1_score,PC3,0.008866,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_1_score,PC4,0.073328,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_1_score,PC5,0.065481,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_2_score,PC1,0.070954,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_2_score,PC2,-0.096451,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_2_score,PC3,-0.000439,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_2_score,PC4,0.087336,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_2_score,PC5,0.081182,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_score,PC1,0.066019,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_score,PC2,-0.099741,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_score,PC3,0.003861,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_score,PC4,0.076569,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_2_score,PC5,0.069941,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_score,PC1,0.056505,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_score,PC2,-0.088736,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_score,PC3,-0.005694,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_score,PC4,0.124274,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_1_score,PC5,0.057057,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_1_score,PC1,0.05167,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_1_score,PC2,-0.110694,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_1_score,PC3,0.005508,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_1_score,PC4,-0.00349,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_1_score,PC5,0.030797,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_4_score,PC1,0.114383,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_4_score,PC2,-0.086352,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_4_score,PC3,-0.203842,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_4_score,PC4,0.010005,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_4_score,PC5,-0.410284,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_score,PC1,0.146499,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_score,PC2,-0.0561,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_score,PC3,-0.123969,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_score,PC4,0.002615,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_3_score,PC5,-0.21794,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_score,PC1,0.076534,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_score,PC2,-0.099516,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_score,PC3,-0.049588,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_score,PC4,0.00125,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_2_score,PC5,-0.058277,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_1_score,PC1,0.063732,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_1_score,PC2,-0.244725,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_1_score,PC3,-0.068943,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_1_score,PC4,0.029616,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_1_score,PC5,-0.013724,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_2_score,PC1,0.069365,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_2_score,PC2,-0.28715,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_2_score,PC3,-0.100771,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_2_score,PC4,0.050461,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_2_score,PC5,-0.055092,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_3_score,PC1,0.049342,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_3_score,PC2,-0.127612,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_3_score,PC3,-0.041011,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_3_score,PC4,0.012151,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_3_score,PC5,-0.073074,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_score,PC1,0.061467,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_score,PC2,-0.211751,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_score,PC3,-0.067272,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_score,PC4,0.026873,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_1_score,PC5,-0.05226,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_2_score,PC1,0.056591,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_2_score,PC2,-0.094591,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_2_score,PC3,0.000956,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_2_score,PC4,0.179186,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_2_score,PC5,0.04543,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_2_score,PC1,0.022116,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_2_score,PC2,0.008219,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_2_score,PC3,0.090777,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_2_score,PC4,-0.069433,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_2_score,PC5,0.227762,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_3_score,PC1,0.05357,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_3_score,PC2,-0.290322,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_3_score,PC3,0.134618,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_3_score,PC4,-0.566749,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_3_score,PC5,0.340476,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_score,PC1,0.041603,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_score,PC2,-0.095005,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_score,PC3,0.095252,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_score,PC4,-0.276219,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_3_score,PC5,0.211052,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_score,PC1,0.05634,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_score,PC2,-0.144253,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_score,PC3,0.000497,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_score,PC4,-0.001881,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_3_score,PC5,0.054914,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_1_score,PC1,0.056052,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_1_score,PC2,-0.066317,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_1_score,PC3,-0.054189,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_1_score,PC4,0.049022,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_1_score,PC5,-0.059943,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_1_score,PC1,0.078223,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_1_score,PC2,-0.327123,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_1_score,PC3,0.106553,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_1_score,PC4,-0.186059,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_1_score,PC5,-0.052053,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_3_score,PC1,0.033778,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_3_score,PC2,-0.022982,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_3_score,PC3,-0.164954,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_3_score,PC4,-0.060922,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_3_score,PC5,-0.288229,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_score,PC1,0.054148,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_score,PC2,-0.163528,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_score,PC3,-0.042193,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_score,PC4,-0.172294,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_3_score,PC5,-0.190682,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_score,PC1,0.076351,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_score,PC2,-0.115586,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_score,PC3,-0.029582,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_score,PC4,-0.000313,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_4_score,PC5,-0.089262,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_3_score,PC1,-0.05156,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_3_score,PC2,0.175194,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_3_score,PC3,0.036112,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_3_score,PC4,0.083814,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_3_score,PC5,-0.033546,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_score,PC1,0.071715,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_score,PC2,0.011673,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_score,PC3,0.006239,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_score,PC4,-0.031992,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_1_score,PC5,-0.014177,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_1_score,PC1,0.135178,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_1_score,PC2,0.008526,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_1_score,PC3,-0.044351,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_1_score,PC4,-0.069454,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_1_score,PC5,0.038331,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_4_score,PC1,0.049141,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_4_score,PC2,-0.078633,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_4_score,PC3,-0.074889,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_4_score,PC4,0.124769,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_4_score,PC5,-0.080182,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_5_score,PC1,0.88763,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_5_score,PC2,0.35334,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_5_score,PC3,0.111449,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_5_score,PC4,-0.036605,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_5_score,PC5,0.058339,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_score,PC1,0.113052,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_score,PC2,-0.062345,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_score,PC3,-0.086331,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_score,PC4,0.092667,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_2_score,PC5,-0.095256,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_1_score,PC1,0.069927,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_1_score,PC2,-0.059188,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_1_score,PC3,-0.075198,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_1_score,PC4,-0.102215,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_1_score,PC5,-0.151403,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_3_score,PC1,0.067211,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_3_score,PC2,-0.048376,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_3_score,PC3,0.182398,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_3_score,PC4,0.028565,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_3_score,PC5,0.047986,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_4_score,PC1,-0.019863,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_4_score,PC2,-0.17045,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_4_score,PC3,0.854413,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_4_score,PC4,0.209116,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_4_score,PC5,-0.315454,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_score,PC1,0.067557,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_score,PC2,-0.078252,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_score,PC3,0.104769,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_score,PC4,-0.034233,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_3_score,PC5,-0.145828,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_score,PC1,0.113831,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_score,PC2,-0.055339,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_score,PC3,0.001631,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_score,PC4,0.0171,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_5_score,PC5,-0.109355,0.019295,exploratory_not_feature
tech_infrastructure_control,wipo_in_score,PC1,0.079053,0.746857,exploratory_not_feature
tech_infrastructure_control,wipo_in_score,PC2,-0.114132,0.082315,exploratory_not_feature
tech_infrastructure_control,wipo_in_score,PC3,-0.018261,0.03794,exploratory_not_feature
tech_infrastructure_control,wipo_in_score,PC4,0.042961,0.022641,exploratory_not_feature
tech_infrastructure_control,wipo_in_score,PC5,-0.014007,0.019295,exploratory_not_feature
