year,country,country_code,education_label,pct_share
2011,Netherlands,NL,Diploma,0.0016
2011,Netherlands,NL,High School,0.0016
2011,Netherlands,NL,Bachelor,0.0263
2011,Netherlands,NL,Masters,0.2357
2011,Netherlands,NL,Doctorate,0.1938
2010,Netherlands,NL,Other,0.5551
2010,Netherlands,NL,Diploma,0.0019
2010,Netherlands,NL,High School,0.0021
2010,Netherlands,NL,Bachelor,0.0272
2010,Netherlands,NL,Masters,0.2205
2017,Netherlands,NL,Other,0.3896
2013,Netherlands,NL,Diploma,0.0011
2013,Netherlands,NL,Other,0.4996
2012,Netherlands,NL,Masters,0.2558
2014,Netherlands,NL,Masters,0.2844
2014,Netherlands,NL,Doctorate,0.208
2017,Netherlands,NL,High School,0.001
2017,Netherlands,NL,Bachelor,0.0372
2017,Netherlands,NL,Masters,0.3455
2017,Netherlands,NL,Doctorate,0.2254
2016,Netherlands,NL,Other,0.4216
2016,Netherlands,NL,Diploma,0.0014
2016,Netherlands,NL,High School,0.0009
2016,Netherlands,NL,Bachelor,0.0347
2016,Netherlands,NL,Masters,0.3214
2016,Netherlands,NL,Doctorate,0.22
2017,Netherlands,NL,Diploma,0.0014
2015,Netherlands,NL,Diploma,0.0012
2015,Netherlands,NL,Other,0.4471
2014,Netherlands,NL,High School,0.0011
2014,Netherlands,NL,Diploma,0.0012
2014,Netherlands,NL,Other,0.4728
2014,Netherlands,NL,Bachelor,0.0324
2015,Netherlands,NL,Masters,0.3023
2015,Netherlands,NL,Bachelor,0.0338
2015,Netherlands,NL,High School,0.001
2015,Netherlands,NL,Doctorate,0.2146
2020,Saudi Arabia,SA,Masters,0.2315
2021,Saudi Arabia,SA,Bachelor,0.1844
2021,Saudi Arabia,SA,Masters,0.2439
2021,Saudi Arabia,SA,Doctorate,0.3605
2020,Saudi Arabia,SA,Other,0.2435
2020,Saudi Arabia,SA,Diploma,0.001
2021,Saudi Arabia,SA,High School,0.001
2020,Saudi Arabia,SA,High School,0.0017
2020,Saudi Arabia,SA,Bachelor,0.1725
2020,Saudi Arabia,SA,Doctorate,0.3498
2019,Saudi Arabia,SA,Masters,0.2106
2019,Saudi Arabia,SA,Diploma,0.0007
2019,Saudi Arabia,SA,High School,0.0021
2019,Saudi Arabia,SA,Bachelor,0.1508
2019,Saudi Arabia,SA,Doctorate,0.3362
2018,Saudi Arabia,SA,Other,0.3443
2018,Saudi Arabia,SA,Diploma,0.0007
2018,Saudi Arabia,SA,High School,0.0018
2018,Saudi Arabia,SA,Bachelor,0.1333
2021,Saudi Arabia,SA,Diploma,0.0013
2019,Saudi Arabia,SA,Other,0.2996
2021,Saudi Arabia,SA,Other,0.209
2018,Saudi Arabia,SA,Masters,0.1996
2022,Saudi Arabia,SA,Masters,0.2629
2025,Saudi Arabia,SA,Other,0.0758
2025,Saudi Arabia,SA,Diploma,0.0021
2025,Saudi Arabia,SA,High School,0.001
2025,Saudi Arabia,SA,Masters,0.3102
2025,Saudi Arabia,SA,Doctorate,0.3871
2024,Saudi Arabia,SA,Other,0.089
2024,Saudi Arabia,SA,Diploma,0.0019
2024,Saudi Arabia,SA,High School,0.001
2024,Saudi Arabia,SA,Bachelor,0.2335
2024,Saudi Arabia,SA,Masters,0.2959
2024,Saudi Arabia,SA,Doctorate,0.3787
2023,Saudi Arabia,SA,Other,0.1258
2023,Saudi Arabia,SA,Diploma,0.0019
2023,Saudi Arabia,SA,High School,0.0009
2023,Saudi Arabia,SA,Bachelor,0.2249
2023,Saudi Arabia,SA,Masters,0.2836
2023,Saudi Arabia,SA,Doctorate,0.3629
2022,Saudi Arabia,SA,Other,0.1693
2022,Saudi Arabia,SA,Diploma,0.0019
2022,Saudi Arabia,SA,High School,0.001
2022,Saudi Arabia,SA,Bachelor,0.204
2022,Saudi Arabia,SA,Doctorate,0.3609
2018,Saudi Arabia,SA,Doctorate,0.3201
2025,Saudi Arabia,SA,Bachelor,0.2237
2017,Saudi Arabia,SA,Diploma,0.0008
2013,Saudi Arabia,SA,Bachelor,0.0811
2013,Saudi Arabia,SA,Masters,0.1433
2013,Saudi Arabia,SA,Doctorate,0.2176
2012,Saudi Arabia,SA,Other,0.591
2012,Saudi Arabia,SA,Diploma,0.0012
2012,Saudi Arabia,SA,High School,0.0012
2012,Saudi Arabia,SA,Bachelor,0.0768
2012,Saudi Arabia,SA,Masters,0.1306
2012,Saudi Arabia,SA,Doctorate,0.1993
2011,Saudi Arabia,SA,Other,0.6294
2011,Saudi Arabia,SA,Diploma,0.0013
2011,Saudi Arabia,SA,High School,0.0013
2011,Saudi Arabia,SA,Bachelor,0.0642
2011,Saudi Arabia,SA,Masters,0.1117
2011,Saudi Arabia,SA,Doctorate,0.192
2010,Saudi Arabia,SA,Other,0.6548
2010,Saudi Arabia,SA,Diploma,0.0016
2010,Saudi Arabia,SA,High School,0.0016
2010,Saudi Arabia,SA,Bachelor,0.0617
2010,Saudi Arabia,SA,Masters,0.1072
2017,Saudi Arabia,SA,Other,0.3862
2013,Saudi Arabia,SA,High School,0.0011
2013,Saudi Arabia,SA,Diploma,0.0011
2010,Saudi Arabia,SA,Doctorate,0.173
2014,Saudi Arabia,SA,Doctorate,0.2294
2017,Saudi Arabia,SA,High School,0.0012
2017,Saudi Arabia,SA,Bachelor,0.1176
2017,Saudi Arabia,SA,Masters,0.1923
2017,Saudi Arabia,SA,Doctorate,0.3019
2016,Saudi Arabia,SA,Other,0.4336
2016,Saudi Arabia,SA,Diploma,0.0008
2013,Saudi Arabia,SA,Other,0.5558
2016,Saudi Arabia,SA,Bachelor,0.0982
2016,Saudi Arabia,SA,Masters,0.1842
2016,Saudi Arabia,SA,Doctorate,0.282
2016,Saudi Arabia,SA,High School,0.0013
2015,Saudi Arabia,SA,Diploma,0.0009
2014,Saudi Arabia,SA,Masters,0.16
2015,Saudi Arabia,SA,Other,0.4926
2014,Saudi Arabia,SA,High School,0.001
2014,Saudi Arabia,SA,Diploma,0.001
2014,Saudi Arabia,SA,Bachelor,0.0819
2015,Saudi Arabia,SA,Doctorate,0.2518
2015,Saudi Arabia,SA,Masters,0.1677
2015,Saudi Arabia,SA,Bachelor,0.0867
2015,Saudi Arabia,SA,High School,0.0004
2014,Saudi Arabia,SA,Other,0.5268
2021,Singapore,SG,High School,0.0008
2021,Singapore,SG,Bachelor,0.1695
2021,Singapore,SG,Masters,0.2943
2021,Singapore,SG,Doctorate,0.3222
2020,Singapore,SG,Other,0.2459
2020,Singapore,SG,Diploma,0.0036
2020,Singapore,SG,High School,0.0009
2020,Singapore,SG,Bachelor,0.1623
2020,Singapore,SG,Masters,0.2782
2018,Singapore,SG,High School,0.0006
2019,Singapore,SG,Other,0.2873
2019,Singapore,SG,Diploma,0.0037
2019,Singapore,SG,High School,0.0009
2019,Singapore,SG,Bachelor,0.15
2019,Singapore,SG,Masters,0.2633
2019,Singapore,SG,Doctorate,0.2948
2018,Singapore,SG,Other,0.3167
2018,Singapore,SG,Diploma,0.0032
2021,Singapore,SG,Diploma,0.0025
2018,Singapore,SG,Bachelor,0.1401
2020,Singapore,SG,Doctorate,0.3091
2021,Singapore,SG,Other,0.2106
2023,Singapore,SG,Other,0.1553
2022,Singapore,SG,Masters,0.3046
2025,Singapore,SG,Other,0.1096
2018,Singapore,SG,Masters,0.2505
2025,Singapore,SG,Diploma,0.0035
2025,Singapore,SG,High School,0.0014
2025,Singapore,SG,Bachelor,0.1958
2025,Singapore,SG,Doctorate,0.3599
2024,Singapore,SG,Other,0.1289
2024,Singapore,SG,Diploma,0.0037
2024,Singapore,SG,High School,0.0012
2024,Singapore,SG,Bachelor,0.1917
2024,Singapore,SG,Masters,0.3216
2024,Singapore,SG,Doctorate,0.3529
2023,Singapore,SG,Diploma,0.0034
2023,Singapore,SG,High School,0.001
2023,Singapore,SG,Bachelor,0.186
2023,Singapore,SG,Masters,0.3135
2023,Singapore,SG,Doctorate,0.3408
2022,Singapore,SG,Other,0.1836
2022,Singapore,SG,Diploma,0.0034
2022,Singapore,SG,High School,0.0008
2022,Singapore,SG,Bachelor,0.1783
2022,Singapore,SG,Doctorate,0.3293
2018,Singapore,SG,Doctorate,0.2889
2025,Singapore,SG,Masters,0.3298
2017,Singapore,SG,Diploma,0.0023
2013,Singapore,SG,Bachelor,0.1072
2013,Singapore,SG,Masters,0.2188
2013,Singapore,SG,Doctorate,0.2495
2012,Singapore,SG,Other,0.4331
2012,Singapore,SG,Diploma,0.0025
2012,Singapore,SG,High School,0.0009
2012,Singapore,SG,Bachelor,0.1103
2012,Singapore,SG,Masters,0.2131
2012,Singapore,SG,Doctorate,0.2401
2013,Singapore,SG,High School,0.0011
2011,Singapore,SG,Other,0.4358
2011,Singapore,SG,High School,0.0011
2011,Singapore,SG,Bachelor,0.1129
2011,Singapore,SG,Masters,0.2125
2011,Singapore,SG,Doctorate,0.2354
2010,Singapore,SG,Other,0.4396
2010,Singapore,SG,Diploma,0.0037
2010,Singapore,SG,High School,0.0005
2010,Singapore,SG,Bachelor,0.1158
2010,Singapore,SG,Doctorate,0.2315
2011,Singapore,SG,Diploma,0.0022
2013,Singapore,SG,Diploma,0.0024
2010,Singapore,SG,Masters,0.2089
2014,Singapore,SG,Doctorate,0.2653
2013,Singapore,SG,Other,0.4209
2017,Singapore,SG,High School,0.0007
2017,Singapore,SG,Bachelor,0.1278
2017,Singapore,SG,Masters,0.238
2017,Singapore,SG,Doctorate,0.2893
2016,Singapore,SG,Other,0.3619
2016,Singapore,SG,Diploma,0.0023
2016,Singapore,SG,High School,0.0008
2016,Singapore,SG,Bachelor,0.123
2016,Singapore,SG,Masters,0.2354
2016,Singapore,SG,Doctorate,0.2767
2017,Singapore,SG,Other,0.342
2015,Singapore,SG,Diploma,0.0028
2015,Singapore,SG,Other,0.3882
2014,Singapore,SG,High School,0.001
2014,Singapore,SG,Diploma,0.0029
2014,Singapore,SG,Other,0.397
2014,Singapore,SG,Bachelor,0.1079
2015,Singapore,SG,Masters,0.2289
2015,Singapore,SG,Bachelor,0.1147
2015,Singapore,SG,High School,0.0008
2015,Singapore,SG,Doctorate,0.2646
2014,Singapore,SG,Masters,0.2259
2021,South Korea,KR,Other,0.2994
2020,South Korea,KR,Diploma,0.0002
2021,South Korea,KR,Diploma,0.0002
2021,South Korea,KR,High School,0.0008
2021,South Korea,KR,Bachelor,0.0823
2021,South Korea,KR,Masters,0.2655
2021,South Korea,KR,Doctorate,0.3518
2020,South Korea,KR,Other,0.334
2019,South Korea,KR,Other,0.3578
2020,South Korea,KR,Bachelor,0.0792
2020,South Korea,KR,Masters,0.2538
2020,South Korea,KR,Doctorate,0.3322
2022,South Korea,KR,Doctorate,0.3729
2019,South Korea,KR,Diploma,0.0002
2019,South Korea,KR,High School,0.0009
2019,South Korea,KR,Bachelor,0.0759
2019,South Korea,KR,Masters,0.2434
2019,South Korea,KR,Doctorate,0.3219
2018,South Korea,KR,Other,0.389
2020,South Korea,KR,High School,0.0005
2022,South Korea,KR,Masters,0.285
2023,South Korea,KR,Doctorate,0.3913
2022,South Korea,KR,High School,0.0008
2018,South Korea,KR,Diploma,0.0002
2025,South Korea,KR,Other,0.16
2025,South Korea,KR,Diploma,0.0002
2025,South Korea,KR,High School,0.0011
2025,South Korea,KR,Bachelor,0.096
2025,South Korea,KR,Masters,0.3176
2025,South Korea,KR,Doctorate,0.425
2024,South Korea,KR,Other,0.1847
2024,South Korea,KR,Diploma,0.0002
2024,South Korea,KR,High School,0.0009
2024,South Korea,KR,Bachelor,0.093
2024,South Korea,KR,Doctorate,0.4101
2023,South Korea,KR,Other,0.2159
2023,South Korea,KR,Diploma,0.0003
2023,South Korea,KR,High School,0.001
2023,South Korea,KR,Bachelor,0.0899
2023,South Korea,KR,Masters,0.3016
2022,South Korea,KR,Other,0.2546
2022,South Korea,KR,Diploma,0.0003
2022,South Korea,KR,Bachelor,0.0864
2024,South Korea,KR,Masters,0.3111
2018,South Korea,KR,Bachelor,0.0716
2018,South Korea,KR,Masters,0.2301
2014,South Korea,KR,Masters,0.2097
2014,South Korea,KR,Doctorate,0.2664
2013,South Korea,KR,Other,0.4781
2013,South Korea,KR,Diploma,0.0002
2013,South Korea,KR,Bachelor,0.0617
2013,South Korea,KR,Masters,0.2072
2013,South Korea,KR,Doctorate,0.2528
2012,South Korea,KR,Other,0.4867
2012,South Korea,KR,Masters,0.2067
2012,South Korea,KR,Doctorate,0.2496
2011,South Korea,KR,Other,0.5009
2011,South Korea,KR,Bachelor,0.0557
2011,South Korea,KR,Masters,0.2045
2011,South Korea,KR,Doctorate,0.2389
2010,South Korea,KR,Other,0.5158
2010,South Korea,KR,Bachelor,0.0565
2010,South Korea,KR,Masters,0.1953
2010,South Korea,KR,Doctorate,0.2324
2018,South Korea,KR,High School,0.0003
2014,South Korea,KR,Bachelor,0.0643
2014,South Korea,KR,High School,0.0002
2012,South Korea,KR,Bachelor,0.057
2014,South Korea,KR,Other,0.4592
2018,South Korea,KR,Doctorate,0.3088
2014,South Korea,KR,Diploma,0.0002
2017,South Korea,KR,Other,0.3962
2017,South Korea,KR,Diploma,0.0002
2017,South Korea,KR,High School,0.0006
2017,South Korea,KR,Bachelor,0.0708
2017,South Korea,KR,Doctorate,0.3014
2016,South Korea,KR,Other,0.4194
2016,South Korea,KR,Diploma,0.0002
2016,South Korea,KR,High School,0.0004
2017,South Korea,KR,Masters,0.2309
2015,South Korea,KR,Masters,0.2165
2016,South Korea,KR,Masters,0.2253
2016,South Korea,KR,Doctorate,0.2849
2015,South Korea,KR,Other,0.4395
2015,South Korea,KR,Diploma,0.0002
2015,South Korea,KR,High School,0.0002
2015,South Korea,KR,Bachelor,0.0649
2016,South Korea,KR,Bachelor,0.0698
2015,South Korea,KR,Doctorate,0.2788
2020,Spain,ES,Bachelor,0.0271
2020,Spain,ES,High School,0.0013
2020,Spain,ES,Diploma,0.0053
2020,Spain,ES,Other,0.3925
2021,Spain,ES,High School,0.0014
2021,Spain,ES,Masters,0.2843
2021,Spain,ES,Bachelor,0.0277
2020,Spain,ES,Masters,0.2679
2021,Spain,ES,Doctorate,0.3268
2020,Spain,ES,Doctorate,0.306
2018,Spain,ES,High School,0.0011
2019,Spain,ES,Diploma,0.0052
2019,Spain,ES,High School,0.0012
2019,Spain,ES,Bachelor,0.0245
2019,Spain,ES,Masters,0.2486
2019,Spain,ES,Doctorate,0.291
2018,Spain,ES,Other,0.4686
2018,Spain,ES,Diploma,0.0051
2018,Spain,ES,Bachelor,0.0226
2021,Spain,ES,Diploma,0.0056
2019,Spain,ES,Other,0.4295
2021,Spain,ES,Other,0.3542
2025,Spain,ES,Diploma,0.0049
2022,Spain,ES,Masters,0.2997
2018,Spain,ES,Masters,0.2258
2025,Spain,ES,Other,0.247
2025,Spain,ES,High School,0.0015
2025,Spain,ES,Bachelor,0.0317
2025,Spain,ES,Masters,0.3236
2025,Spain,ES,Doctorate,0.3914
2024,Spain,ES,Other,0.2575
2024,Spain,ES,Diploma,0.0049
2024,Spain,ES,High School,0.0016
2024,Spain,ES,Bachelor,0.0318
2024,Spain,ES,Masters,0.3228
2024,Spain,ES,Doctorate,0.3814
2023,Spain,ES,Other,0.2841
2023,Spain,ES,Diploma,0.005
2023,Spain,ES,High School,0.0015
2023,Spain,ES,Bachelor,0.0314
2023,Spain,ES,Masters,0.3106
2023,Spain,ES,Doctorate,0.3674
2022,Spain,ES,Other,0.315
2022,Spain,ES,High School,0.0014
2022,Spain,ES,Bachelor,0.0296
2022,Spain,ES,Doctorate,0.3489
2018,Spain,ES,Doctorate,0.2768
2022,Spain,ES,Diploma,0.0053
2017,Spain,ES,Diploma,0.0043
2013,Spain,ES,Bachelor,0.0177
2013,Spain,ES,Masters,0.1698
2017,Spain,ES,Other,0.495
2013,Spain,ES,Doctorate,0.2076
2012,Spain,ES,Other,0.6238
2012,Spain,ES,Diploma,0.0047
2012,Spain,ES,High School,0.0008
2012,Spain,ES,Bachelor,0.0184
2012,Spain,ES,Masters,0.1557
2012,Spain,ES,Doctorate,0.1966
2011,Spain,ES,Other,0.6496
2011,Spain,ES,Diploma,0.0045
2011,Spain,ES,High School,0.001
2011,Spain,ES,Bachelor,0.0197
2011,Spain,ES,Masters,0.1411
2011,Spain,ES,Doctorate,0.184
2010,Spain,ES,Other,0.6779
2010,Spain,ES,Diploma,0.0044
2010,Spain,ES,High School,0.0014
2010,Spain,ES,Bachelor,0.0196
2010,Spain,ES,Masters,0.1232
2013,Spain,ES,High School,0.0008
2013,Spain,ES,Diploma,0.0048
2010,Spain,ES,Doctorate,0.1735
2014,Spain,ES,Doctorate,0.218
2017,Spain,ES,High School,0.0013
2017,Spain,ES,Bachelor,0.0203
2017,Spain,ES,Masters,0.2117
2017,Spain,ES,Doctorate,0.2674
2016,Spain,ES,Other,0.5288
2016,Spain,ES,Diploma,0.0051
2013,Spain,ES,Other,0.5994
2016,Spain,ES,Bachelor,0.0209
2016,Spain,ES,Masters,0.196
2016,Spain,ES,Doctorate,0.2479
2016,Spain,ES,High School,0.0013
2015,Spain,ES,Diploma,0.0054
2015,Spain,ES,Other,0.5551
2014,Spain,ES,Bachelor,0.0176
2014,Spain,ES,High School,0.0011
2014,Spain,ES,Diploma,0.0051
2014,Spain,ES,Masters,0.1784
2015,Spain,ES,Doctorate,0.2291
2015,Spain,ES,Masters,0.1903
2015,Spain,ES,Bachelor,0.019
2015,Spain,ES,High School,0.0011
2014,Spain,ES,Other,0.5797
2021,Sweden,SE,High School,0.0012
2021,Sweden,SE,Bachelor,0.0504
2021,Sweden,SE,Masters,0.3883
2021,Sweden,SE,Doctorate,0.3063
2020,Sweden,SE,Other,0.2762
2020,Sweden,SE,Diploma,0.0012
2020,Sweden,SE,High School,0.0015
2020,Sweden,SE,Bachelor,0.0496
2020,Sweden,SE,Masters,0.378
2018,Sweden,SE,Bachelor,0.0448
2019,Sweden,SE,Other,0.3057
2019,Sweden,SE,Diploma,0.0015
2019,Sweden,SE,High School,0.0015
2019,Sweden,SE,Bachelor,0.0465
2019,Sweden,SE,Masters,0.3577
2019,Sweden,SE,Doctorate,0.2872
2018,Sweden,SE,Other,0.3332
2018,Sweden,SE,Diploma,0.0014
2018,Sweden,SE,High School,0.0013
2021,Sweden,SE,Diploma,0.001
2020,Sweden,SE,Doctorate,0.2935
2021,Sweden,SE,Other,0.2529
2023,Sweden,SE,Other,0.2085
2022,Sweden,SE,Masters,0.4014
2018,Sweden,SE,Masters,0.3408
2025,Sweden,SE,Diploma,0.0013
2025,Sweden,SE,High School,0.0012
2025,Sweden,SE,Bachelor,0.0549
2025,Sweden,SE,Masters,0.4208
2025,Sweden,SE,Doctorate,0.3403
2024,Sweden,SE,Other,0.1899
2024,Sweden,SE,Diploma,0.0013
2024,Sweden,SE,High School,0.0014
2024,Sweden,SE,Bachelor,0.0542
2024,Sweden,SE,Masters,0.4189
2024,Sweden,SE,Doctorate,0.3343
2023,Sweden,SE,Diploma,0.0013
2023,Sweden,SE,High School,0.0012
2023,Sweden,SE,Bachelor,0.0538
2023,Sweden,SE,Masters,0.4108
2023,Sweden,SE,Doctorate,0.3244
2022,Sweden,SE,Other,0.2278
2022,Sweden,SE,Diploma,0.0014
2022,Sweden,SE,High School,0.0012
2022,Sweden,SE,Bachelor,0.0519
2022,Sweden,SE,Doctorate,0.3162
2018,Sweden,SE,Doctorate,0.2786
2025,Sweden,SE,Other,0.1815
2017,Sweden,SE,Diploma,0.0012
2013,Sweden,SE,Bachelor,0.036
2013,Sweden,SE,Masters,0.2602
2013,Sweden,SE,Doctorate,0.2333
2012,Sweden,SE,Other,0.4868
2012,Sweden,SE,Diploma,0.0008
2012,Sweden,SE,High School,0.0006
2012,Sweden,SE,Bachelor,0.0346
2012,Sweden,SE,Masters,0.2514
2012,Sweden,SE,Doctorate,0.2257
2011,Sweden,SE,Other,0.5162
2011,Sweden,SE,Diploma,0.0005
2011,Sweden,SE,High School,0.0002
2011,Sweden,SE,Bachelor,0.0346
2011,Sweden,SE,Masters,0.2331
2011,Sweden,SE,Doctorate,0.2154
2010,Sweden,SE,Other,0.5373
2010,Sweden,SE,Diploma,0.0003
2010,Sweden,SE,High School,0.0003
2010,Sweden,SE,Bachelor,0.0321
2010,Sweden,SE,Masters,0.2194
2010,Sweden,SE,Doctorate,0.2106
2013,Sweden,SE,High School,0.0006
2013,Sweden,SE,Diploma,0.0009
2017,Sweden,SE,Other,0.363
2014,Sweden,SE,Doctorate,0.2432
2013,Sweden,SE,Other,0.469
2017,Sweden,SE,High School,0.0013
2017,Sweden,SE,Bachelor,0.0441
2017,Sweden,SE,Masters,0.3238
2017,Sweden,SE,Doctorate,0.2665
2016,Sweden,SE,Other,0.3998
2016,Sweden,SE,High School,0.0013
2016,Sweden,SE,Bachelor,0.0428
2016,Sweden,SE,Masters,0.3
2016,Sweden,SE,Doctorate,0.2548
2016,Sweden,SE,Diploma,0.0013
2015,Sweden,SE,Diploma,0.0014
2015,Sweden,SE,High School,0.0009
2015,Sweden,SE,Bachelor,0.0386
2015,Sweden,SE,Masters,0.2821
2014,Sweden,SE,Masters,0.2665
2015,Sweden,SE,Doctorate,0.2497
2014,Sweden,SE,Other,0.4502
2014,Sweden,SE,Diploma,0.0014
2014,Sweden,SE,High School,0.0007
2014,Sweden,SE,Bachelor,0.038
2015,Sweden,SE,Other,0.4274
2020,Switzerland,CH,Bachelor,0.0252
2020,Switzerland,CH,High School,0.0008
2020,Switzerland,CH,Diploma,0.0038
2021,Switzerland,CH,High School,0.0009
2021,Switzerland,CH,Doctorate,0.3792
2021,Switzerland,CH,Masters,0.2951
2021,Switzerland,CH,Bachelor,0.0275
2020,Switzerland,CH,Masters,0.2781
2020,Switzerland,CH,Other,0.3233
2020,Switzerland,CH,Doctorate,0.3686
2018,Switzerland,CH,Masters,0.2408
2019,Switzerland,CH,Diploma,0.0035
2019,Switzerland,CH,High School,0.0009
2019,Switzerland,CH,Bachelor,0.0238
2019,Switzerland,CH,Masters,0.2595
2019,Switzerland,CH,Doctorate,0.3553
2018,Switzerland,CH,Other,0.3835
2018,Switzerland,CH,Diploma,0.0036
2018,Switzerland,CH,High School,0.0008
2018,Switzerland,CH,Bachelor,0.0225
2021,Switzerland,CH,Diploma,0.0033
2019,Switzerland,CH,Other,0.3571
2021,Switzerland,CH,Other,0.294
2023,Switzerland,CH,Diploma,0.0034
2022,Switzerland,CH,Masters,0.31
2018,Switzerland,CH,Doctorate,0.3488
2025,Switzerland,CH,Diploma,0.0033
2025,Switzerland,CH,High School,0.001
2025,Switzerland,CH,Bachelor,0.03
2025,Switzerland,CH,Masters,0.3392
2025,Switzerland,CH,Doctorate,0.4363
2024,Switzerland,CH,Other,0.2012
2024,Switzerland,CH,Diploma,0.0035
2024,Switzerland,CH,High School,0.0009
2024,Switzerland,CH,Bachelor,0.0293
2024,Switzerland,CH,Masters,0.3356
2024,Switzerland,CH,Doctorate,0.4295
2023,Switzerland,CH,Other,0.229
2023,Switzerland,CH,High School,0.0011
2023,Switzerland,CH,Bachelor,0.029
2023,Switzerland,CH,Masters,0.3247
2023,Switzerland,CH,Doctorate,0.4129
2022,Switzerland,CH,Other,0.2648
2022,Switzerland,CH,Diploma,0.0032
2022,Switzerland,CH,High School,0.0009
2022,Switzerland,CH,Bachelor,0.029
2022,Switzerland,CH,Doctorate,0.3921
2025,Switzerland,CH,Other,0.1902
2017,Switzerland,CH,Other,0.4085
2017,Switzerland,CH,High School,0.001
2013,Switzerland,CH,Masters,0.1837
2013,Switzerland,CH,Doctorate,0.2998
2012,Switzerland,CH,Other,0.5202
2012,Switzerland,CH,Diploma,0.0038
2012,Switzerland,CH,High School,0.001
2012,Switzerland,CH,Bachelor,0.0162
2012,Switzerland,CH,Masters,0.1737
2012,Switzerland,CH,Doctorate,0.2852
2011,Switzerland,CH,Diploma,0.0043
2013,Switzerland,CH,Bachelor,0.017
2011,Switzerland,CH,High School,0.0009
2011,Switzerland,CH,Masters,0.1644
2011,Switzerland,CH,Doctorate,0.2683
2010,Switzerland,CH,Other,0.5618
2010,Switzerland,CH,Diploma,0.0047
2010,Switzerland,CH,High School,0.0008
2010,Switzerland,CH,Bachelor,0.0137
2010,Switzerland,CH,Masters,0.1545
2010,Switzerland,CH,Doctorate,0.2646
2017,Switzerland,CH,Diploma,0.0037
2011,Switzerland,CH,Bachelor,0.0147
2013,Switzerland,CH,High School,0.0009
2011,Switzerland,CH,Other,0.5474
2013,Switzerland,CH,Other,0.4953
2017,Switzerland,CH,Bachelor,0.0213
2013,Switzerland,CH,Diploma,0.0034
2017,Switzerland,CH,Masters,0.2294
2017,Switzerland,CH,Doctorate,0.3362
2016,Switzerland,CH,Other,0.4364
2016,Switzerland,CH,Diploma,0.003
2016,Switzerland,CH,High School,0.0011
2016,Switzerland,CH,Masters,0.2177
2016,Switzerland,CH,Doctorate,0.3234
2015,Switzerland,CH,Other,0.4634
2015,Switzerland,CH,Diploma,0.0034
2016,Switzerland,CH,Bachelor,0.0184
2014,Switzerland,CH,Masters,0.1939
2015,Switzerland,CH,Bachelor,0.018
2015,Switzerland,CH,Masters,0.2021
2015,Switzerland,CH,Doctorate,0.312
2014,Switzerland,CH,Other,0.4812
2014,Switzerland,CH,Diploma,0.0038
2014,Switzerland,CH,High School,0.0009
2014,Switzerland,CH,Bachelor,0.0174
2015,Switzerland,CH,High School,0.0011
2014,Switzerland,CH,Doctorate,0.3028
2020,United Arab Emirates,AE,High School,0.0008
2020,United Arab Emirates,AE,Diploma,0.0012
2020,United Arab Emirates,AE,Other,0.2605
2021,United Arab Emirates,AE,Doctorate,0.2829
2021,United Arab Emirates,AE,Diploma,0.0012
2021,United Arab Emirates,AE,Bachelor,0.1634
2021,United Arab Emirates,AE,High School,0.0012
2020,United Arab Emirates,AE,Bachelor,0.1529
2021,United Arab Emirates,AE,Masters,0.3291
2020,United Arab Emirates,AE,Masters,0.319
2018,United Arab Emirates,AE,Bachelor,0.1316
2019,United Arab Emirates,AE,Other,0.2909
2019,United Arab Emirates,AE,Diploma,0.0021
2019,United Arab Emirates,AE,High School,0.0008
2019,United Arab Emirates,AE,Bachelor,0.1516
2019,United Arab Emirates,AE,Masters,0.3039
2019,United Arab Emirates,AE,Doctorate,0.2506
2018,United Arab Emirates,AE,Other,0.3386
2018,United Arab Emirates,AE,Diploma,0.0022
2018,United Arab Emirates,AE,High School,0.0009
2021,United Arab Emirates,AE,Other,0.2224
2020,United Arab Emirates,AE,Doctorate,0.2655
2025,United Arab Emirates,AE,Other,0.0913
2025,United Arab Emirates,AE,Diploma,0.0019
2022,United Arab Emirates,AE,Masters,0.3456
2018,United Arab Emirates,AE,Masters,0.2869
2025,United Arab Emirates,AE,High School,0.0011
2025,United Arab Emirates,AE,Bachelor,0.1908
2025,United Arab Emirates,AE,Masters,0.389
2025,United Arab Emirates,AE,Doctorate,0.3259
2024,United Arab Emirates,AE,Other,0.1145
2024,United Arab Emirates,AE,Diploma,0.0018
2024,United Arab Emirates,AE,High School,0.0014
2024,United Arab Emirates,AE,Bachelor,0.1863
2024,United Arab Emirates,AE,Masters,0.3793
2024,United Arab Emirates,AE,Doctorate,0.3167
2023,United Arab Emirates,AE,Other,0.1574
2023,United Arab Emirates,AE,Diploma,0.0018
2023,United Arab Emirates,AE,High School,0.0014
2023,United Arab Emirates,AE,Bachelor,0.178
2023,United Arab Emirates,AE,Masters,0.3567
2023,United Arab Emirates,AE,Doctorate,0.3047
2022,United Arab Emirates,AE,Other,0.1891
2022,United Arab Emirates,AE,Diploma,0.0019
2022,United Arab Emirates,AE,High School,0.0011
2022,United Arab Emirates,AE,Bachelor,0.1654
2022,United Arab Emirates,AE,Doctorate,0.297
2018,United Arab Emirates,AE,Doctorate,0.2398
2013,United Arab Emirates,AE,Other,0.4789
